language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
nd,Humanities Data Science,Nsini Dabutsuna Ndebele,North Ndebele,"{'translated_term': 'Nsini Dabutsuna Ndebele', 
 'translation_rationale': 'In North Ndebele, ""Nsini"" means human or people, and ""Dabutsuna"" refers to knowledge or science. Combining these two terms, I proposed ""Nsini Dabutsuna Ndebele"". This term roughly translates to ""Human Knowledge Science"" in English. An alternative translation could be ""Ndebele Tete"", where ""Tete"" means the field of study or discipline, conveying a sense of specialization. This would translate more literally as ""Human Studies Field"" in English.', 
 'alternative_translations': ['Nsini Dabutsuna Ndebele', 'Ndebele Tete']}",llama3.2,2025-05-15T20:37:19.876689Z,1446592667.0,27579000.0,127.0,18051542.0,158.0,1399661208.0,stop,[],,2025-05-31 21:15:56
ng,Humanities Data Science,Ovungulwa wa Data ya Muŋu Ŋǂuundjala,Ndonga,"{'translated_term': 'Ovungulwa wa Data ya Muŋu Ŋǂuundjala', 'translation_rationale': 'Humanities Data Science translates to Ovungulwa wa Data ya Muŋu Ŋǂuundjala in Ndonga, as ""Ovungulwa"" roughly means ""Knowledge"" or ""Understanding"", ""wa"" is a possessive suffix indicating ""of/related to"", ""Data"" directly translates from the English term, and ""ya Muŋu"" adds the concept of ""humanities"", with ""Muŋu"" meaning ""people"" or ""humans"", while Ŋǂuundjala indicates ""science"" or ""study"".', 'alternative_translation': 'Ovungulwa wa Data ya Nguvu Ŋǂa Ŋǂuundjala'}",llama3.2,2025-02-27T23:34:11.938286Z,1838778708.0,30834083.0,123.0,177000000.0,185.0,1629000000.0,stop,"[{'translated_term': 'Ovungulwa wa Data ya Muŋu Ŋǂuundjala', 'translation_rationale': 'Humanities Data Science translates to Ovungulwa wa Data ya Muŋu Ŋǂuundjala in Ndonga, as ""Ovungulwa"" roughly means ""Knowledge"" or ""Understanding"", ""wa"" is a possessive suffix indicating ""of/related to"", ""Data"" directly translates from the English term, and ""ya Muŋu"" adds the concept of ""humanities"", with ""Muŋu"" meaning ""people"" or ""humans"", while Ŋǂuundjala indicates ""science"" or ""study"".', 'alternative_translation': 'Ovungulwa wa Data ya Nguvu Ŋǂa Ŋǂuundjala'}]",Ovungulwa wa Data ya Muŋu Ŋǂuundjala,2025-05-31 21:15:56
it,Humanities Data Science,,Italian,"{'translated_term': 'Scienze Umane e Data Science', 
 'translation_rationale': 'La traduzione ""Scienze Umane"" esiste già, quindi ho aggiunto ""Data Science"" per includere la disciplina di analisi dei dati. La scelta di ""e"" invece del punto è per mantenere un accordo grammaticale con il termine italiano ""scienza"". 
 Alternativa: Scienze Umanistiche e Data Science'}
Nota: Ho cercato di essere lo più preciso possibile utilizzando la traduzione in Italiano standard.",llama3.2,2025-02-27T23:28:43.876529Z,1237439792.0,29967084.0,151.0,97000000.0,126.0,1109000000.0,stop,[],,2025-05-31 21:15:56
nl,Humanities Data Science,Geesteswetenschappen Datawetenschap,Dutch,"{'translated_term': 'Geesteswetenschappen Datawetenschap', 
'translation_rationale': 'The original suggestion from Google Translate is a good starting point, but I have refined it by removing the word ""Data"" and replacing it with ""Wetenschap"" which conveys the idea of scientific study. This results in Geesteswetenschappen Datawetenschap, emphasizing both the humanistic aspect (Geesteswetenschappen) and the data science aspect (Datawetenschap).', 
'alternative_translations': ['Geesteswetenschappen Informatica', 'Humanitaire Wetenschappen Dataanalyse']}",llama3.2,2025-02-27T23:25:22.393485Z,1394851542.0,28402000.0,155.0,86000000.0,140.0,1278000000.0,stop,[],,2025-05-31 21:15:56
nn,Humanities Data Science,Forskning om menneskelige kunnskaper i kombinasjon med datamaterial,Norwegian Nynorsk,"{'translated_term': 'Fagforbundsdatabasikkunst', 'translation_rationale': 'Et engasjende uttrykk som kombinerer studier av menneske- og kulturhistorie med analyse og matematisk modellering av store mengder data. Dette området kombinerer metoder fra humaniorken med teknologien bak Big Data-analyser. Omfanget av ""Fagforbundsdatabasikkunst"" betyr at den kombinerer og utforsker forskningstillidene som studier av tekst, bilder og annen digital data som er viktig for å forstå menneske- og kulturhistorie.'}

Alternatively, a more literal translation could be:
{'translated_term': 'Forskning om menneskelige kunnskaper i kombinasjon med datamaterial', 'translation_rationale': 'Et engasjende uttrykk som kombinerer studier av menneske- og kulturhistorie med analyse og matematisk modellering av store mengder data. Det er et bredt omfang som inkluderer forskning i feltene tekst, billedkunst, musikk og annen digital data som er viktig for å forstå menneske- og kulturhistorie.'}

Note: Norwegian Nynorsk has different dialects and regional variations, so the suggested translations are based on the standardized form of the language.",llama3.2,2025-05-15T20:37:30.460799Z,3060443792.0,32355917.0,125.0,81069708.0,300.0,2946029542.0,stop,"[{'translated_term': 'Fagforbundsdatabasikkunst', 'translation_rationale': 'Et engasjende uttrykk som kombinerer studier av menneske- og kulturhistorie med analyse og matematisk modellering av store mengder data. Dette området kombinerer metoder fra humaniorken med teknologien bak Big Data-analyser. Omfanget av ""Fagforbundsdatabasikkunst"" betyr at den kombinerer og utforsker forskningstillidene som studier av tekst, bilder og annen digital data som er viktig for å forstå menneske- og kulturhistorie.'}, {'translated_term': 'Forskning om menneskelige kunnskaper i kombinasjon med datamaterial', 'translation_rationale': 'Et engasjende uttrykk som kombinerer studier av menneske- og kulturhistorie med analyse og matematisk modellering av store mengder data. Det er et bredt omfang som inkluderer forskning i feltene tekst, billedkunst, musikk og annen digital data som er viktig for å forstå menneske- og kulturhistorie.'}]",Forskning om menneskelige kunnskaper i kombinasjon med datamaterial,2025-05-31 21:15:56
no,Humanities Data Science,Humanitetsdatavitenskap,Norwegian,"{'translated_term': 'Humanitetsdatavitenskap', 'translation_rationale': 'I chose to translate ""Humanities Data Science"" into Norwegian as ""Humanitetsdatavitenskap"", which maintains the core concept of combining humanistic studies with data-driven approaches. This term emphasizes the interdisciplinary nature of Humanities Data Science and its focus on using data analysis methods in humanities research.'}",llama3.2,2025-02-27T23:34:31.449435Z,827762334.0,28209000.0,150.0,91000000.0,80.0,706000000.0,stop,"[{'translated_term': 'Humanitetsdatavitenskap', 'translation_rationale': 'I chose to translate ""Humanities Data Science"" into Norwegian as ""Humanitetsdatavitenskap"", which maintains the core concept of combining humanistic studies with data-driven approaches. This term emphasizes the interdisciplinary nature of Humanities Data Science and its focus on using data analysis methods in humanities research.'}]",Humanitetsdatavitenskap,2025-05-31 21:15:56
nr,Humanities Data Science,Nkhona wa Makhulundwana we Nhambi,South Ndebele,"{'translated_term': 'Nkhona wa Makhulundwana we Nhambi', 
 'translation_rationale': 'The term ""Humanities Data Science"" is composed of two main parts: ""humanities"" which refers to the study of human culture, history, and language. In South Ndebele, ""Nkhona"" means ""culture"" or ""humanity"", while ""Makhulundwana we Nhambi"" translates to ""the science of people"". The term is thus rendered as ""Nkhona wa Makhulundwana we Nhambi"", conveying the idea of studying human culture and history through data-driven methods.',
 'alternatives': ['Nkhona wa Ngoda we Nhambi', 'Makhulundwana ya Nhambi na Kufunywa', 'Sokolo sa Makhulundwana']}",llama3.2,2025-05-15T20:37:46.947377Z,1673667375.0,35979125.0,127.0,72203292.0,180.0,1564223458.0,stop,[],,2025-05-31 21:15:56
nv,Humanities Data Science,髓食ᆰ駈ბん韲京,"Navajo, Navaho","{'translated_term': '\u9ad3\u98df\u11b0\u99c8\u10d1\u3093\u97f2\u4eac', 
'translation_rationale': 'This term is a direct translation of ""Humanities Data Science"" into Navajo. The word ""\u9ad3\u98df\u11b0\u99c8\u10d1\u3093\u97f2\u4eac"" roughly translates to ""Knowledge with Technology for People"" or more literally, ""Technology for the People with Knowledge"". This reflects the core focus on applying knowledge and technology to better understand human experiences and cultures. In Navajo culture, the emphasis is often placed on understanding and preserving traditional knowledge rather than solely focusing on modern technology, making this term a fitting representation of Humanities Data Science.',
'alternative_translations': ['\u9ad3\u98df\u11b0\u99c8\u10d1\u3093\u97f2\u4eac', '\u95c5\u998a\u9ad3\u98df\u11b0\u99c8\u10d1\u3093\u97f2\u4eac']}",llama3.2,2025-05-15T20:37:03.639137Z,2298634166.0,32356916.0,127.0,21075333.0,247.0,2244138084.0,stop,[],,2025-05-31 21:15:56
oc,Humanities Data Science,,Occitan,"{'translated_term': 'Sciéncia de las donadas humana', 
 'translation_rationale': 'Utilizam lo nom ""Humanities Data Science"" per designar un campo que combina la sciéncia de las donadas amb l'ànima umana e la cultura. En Occitan, puc simplificar ""Humanities"" a ""umanas"", coma en la suggestion de Google Translate, mas prefiri un termen plus exact e precis: ""sciéncias humanas"". Acançar perfeccionar l'ús de ""donadas"" en lloc de ""donadas humana"" per render lo terme més precís. 
 Alternativas a considerar: ""tecnologia de las donadas umanas"", ""tecnologia dels sciéncias humans""}

Note: I translated 'Data Science' to 'sciéncia de las donadas', but then decided to use 'umanas' and 'humana' to maintain the connection with 'Humanities'. This creates a direct correlation between the two, while still conveying the scientific aspect of Data Science. 

Also, note that Occitan has multiple variations and dialects, this is a standardized translation for the standard dialect of Occitan",llama3.2,2025-02-27T23:35:07.342484Z,2639262084.0,28502084.0,159.0,97000000.0,255.0,2512000000.0,stop,[],,2025-05-31 21:15:56
oj,Humanities Data Science,Mishoomis Wiindamowin,"Ojibwe, Ojibwa","{'translated_term': 'Gidawenwin Wiindamowin', 'translation_rationale': 'I combined elements of both languages to create a term that reflects the interdisciplinary nature of Humanities Data Science. \n\n* \'Gidawenwin\' comes from Ojibwa and means \u201cdata\u201d or \u201cscience\u201d. \n\n* \'Wiindamowin\' is derived from Ojibwe words \u201cwiin\uh-MAH-win, \u201cpeople of knowledge.\u201d It conveys the idea of human knowledge and understanding being harnessed through data science methods. \n\nThis translation seeks to acknowledge the rich cultural heritage of both languages while conveying the unique blend of humanities and data science in a way that is meaningful and authentic to Ojibwa speakers.'}

Alternatively, some might suggest using {'translated_term': 'Doodemagin Wiindamowin', 'translation_rationale': ...}, where '\u201cDoodemagin\u201d' translates to \u201cHumanities\u201d in English, emphasizing the core subject matter. However, I believe this translation may not fully capture the interdisciplinary nature of Humanities Data Science.

In another approach, {'translated_term': 'Mishoomis Wiindamowin', 'translation_rationale': ...} could be used, where '\u201cMishoomis\u201d' is an Ojibwa term for \u201chumanity,\u201d and combined with \u201cWiindamowin.\u201d This option maintains a closer connection to the original meaning of both languages while still conveying the intersection of humanities and data science.",llama3.2,2025-02-27T23:35:21.701481Z,4238350500.0,28868583.0,136.0,19000000.0,365.0,4189000000.0,stop,"[{'translated_term': 'Doodemagin Wiindamowin', 'translation_rationale': Ellipsis}, {'translated_term': 'Mishoomis Wiindamowin', 'translation_rationale': Ellipsis}]",Mishoomis Wiindamowin,2025-05-31 21:15:56
om,Humanities Data Science,,Oromo,"{'translated_term': 'Saayinsii Daataa Saayinsii Namoomaa Qaxawo', 
 'translation_rationale': 'The term ""Humanities Data Science"" can be roughly translated to Oromo as ""Saayinsii Daataa Saayinsii Namoomaa Qaxawo"", which incorporates the original suggestion from Google Translate API. The word ""Qaxawo"" is added at the end to indicate that it is a field of study. 
 Alternatives: Saayinsii Daataa Saayinsii Namoomaa Fiican (which emphasizes the analytical aspect), or Saayinsii Daataa Saayinsii Namoomaa Baraboo (which highlights the connection with human culture).'}",llama3.2,2025-02-27T23:35:59.218208Z,1508462084.0,25911459.0,159.0,96000000.0,156.0,1385000000.0,stop,[],,2025-05-31 21:15:56
pa,Humanities Data Science,म् ि गस ए ् पी फ् ऱ,"Panjabi, Punjabi","{'translated_term': '\u092e\u094d \u093f \u0917\u0938 \u090f \u094d \u092a\u0940 \u092b\u094d \u0931', 'translation_rationale': 'ਮਾਨਵਤਾ ਡੇਟਾ ਵਿਗਿਆਨ ਦੀ ਜ਼ਰੂਰਤ ਹੋਣ ਕਰਕੇ, \u092e\u094d ਮਾਨਵ ਸਿਧਾਂਤ, ਪੱਛਮੀ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਅਤੇ ਆਪਣੇ ਹੁਣ-ਤੁਹਾਨੇ ਸਾਂਸਕ੍ਰਿਤਿਕ, ਸੱਭਿਆਚਾਰਕ ਅਤੇ ਸਮਾਜਿਕ ਵਿਗਿਆਨਾਂ ਦੀ ਸਹਿਯੋਗ ਦੇ ਲਈ, \u092e\u094d ਪੱਛਮੀ ਡੇਟਾ ਡਰਾਇਨਿੰਗ ਅਤੇ ਆਪਣੇ ਹੁਣ-ਤੁਹਾਨੇ ਵਿਗਿਆਨੀਕ ਸਿਧਾਂਤਾਂ, ਜਿਵੇਂ \u092e\u094d ਪ੍ਰਣਾਲੀ ਅਦਯਸ਼, ਮਨੋਵਿਗਿਆਨ, ਕੈਮਿਊਲੌਜਿਕਸ ਅਤੇ \u092e\u094d ਵਿਹਾਰ, ਦੀ ਸਮਝ ਲਈ. ', 'alternatives': ['ਪੱਛਮੀ ਡੇਟਾ ਵਿਗਿਆਨ', '\u092e\u094d ਅਤੇ \u0917\u0938 \ਸੀ', '\u092e\u094d ਪੱਛਮੀ ਡੇਟਾ ਡਰਾਇਨਿੰਗ ਕਲਾ'] }",llama3.2,2025-02-27T23:36:27.986861Z,7973984916.0,24111333.0,183.0,104000000.0,655.0,7844000000.0,stop,"[{'translated_term': 'म् ि गस ए ् पी फ् ऱ', 'translation_rationale': 'ਮਾਨਵਤਾ ਡੇਟਾ ਵਿਗਿਆਨ ਦੀ ਜ਼ਰੂਰਤ ਹੋਣ ਕਰਕੇ, म् ਮਾਨਵ ਸਿਧਾਂਤ, ਪੱਛਮੀ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਅਤੇ ਆਪਣੇ ਹੁਣ-ਤੁਹਾਨੇ ਸਾਂਸਕ੍ਰਿਤਿਕ, ਸੱਭਿਆਚਾਰਕ ਅਤੇ ਸਮਾਜਿਕ ਵਿਗਿਆਨਾਂ ਦੀ ਸਹਿਯੋਗ ਦੇ ਲਈ, म् ਪੱਛਮੀ ਡੇਟਾ ਡਰਾਇਨਿੰਗ ਅਤੇ ਆਪਣੇ ਹੁਣ-ਤੁਹਾਨੇ ਵਿਗਿਆਨੀਕ ਸਿਧਾਂਤਾਂ, ਜਿਵੇਂ म् ਪ੍ਰਣਾਲੀ ਅਦਯਸ਼, ਮਨੋਵਿਗਿਆਨ, ਕੈਮਿਊਲੌਜਿਕਸ ਅਤੇ म् ਵਿਹਾਰ, ਦੀ ਸਮਝ ਲਈ. ', 'alternatives': ['ਪੱਛਮੀ ਡੇਟਾ ਵਿਗਿਆਨ', 'म् ਅਤੇ गस \\ਸੀ', 'म् ਪੱਛਮੀ ਡੇਟਾ ਡਰਾਇਨਿੰਗ ਕਲਾ']}]",म् ि गस ए ् पी फ् ऱ,2025-05-31 21:15:56
mi,Humanities Data Science,Pūtaiao Tangata Mātauranga,Māori,"{'translated_term': 'Pūtaiao Tangata Mātauranga', 'translation_rationale': 
'The term ""Humanities Data Science"" is composed of two main elements: Pūtaiao, which refers to the humanities (encompassing areas like history, literature, and linguistics), and Mātauranga, meaning knowledge or understanding. By combining these two, we aim to capture the essence of Humanities Data Science as a field that applies data-driven methods to understand complex human experiences and cultures. The suffix ""Mātauranga"" was chosen to emphasize the focus on knowledge and understanding, while ""Pūtaiao"" remains the core concept. This translation maintains cultural relevance by incorporating traditional Māori terms for humanities.'}",llama3.2,2025-02-27T23:32:36.501705Z,1467207667.0,26656917.0,156.0,22000000.0,155.0,1416000000.0,stop,[],,2025-05-31 21:15:56
