language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
ml,Humanities Data Science,മനുഷ്യശാസ്ത്ര ഡാറ്റാ ശാസ്ത്രം,Malayalam,142.0,1740738374.0,stop,gpt-4o-2024-08-06,137.0,279.0,"The translation 'മനുഷ്യശാസ്ത്ര ഡാറ്റാ ശാസ്ത്രം' (manushyashastra dataa shastram) balances both direct translation and contextual understanding. 'മനുഷ്യശാസ്ത്രം' directly translates to 'Humanities', capturing the essence of the field concerned with human culture and society. 'ഡാറ്റാ ശാസ്ത്രം' reflects 'Data Science', which involves the study and application of data processing. This term maintains the technical aspect while aligning culturally and linguistically with the Malayalam language’s academic context.",2025-05-31 21:15:56
mn,Humanities Data Science,Хүмүүнлэгийн мэдээллийн шинжлэх ухаан,Mongolian,134.0,1740738432.0,stop,gpt-4o-2024-08-06,153.0,287.0,"The term ""Humanities Data Science"" is best translated by capturing its components accurately in Mongolian while ensuring the phrase maintains coherence and clarity. ""Хүмүүнлэгийн ухаан"" accurately reflects ""Humanities,"" denoting disciplines related to human culture and society. ""Мэдээллийн шинжлэх ухаан"" correctly conveys ""Data Science,"" a field that involves techniques and processes for extracting knowledge from data. Combining these elements accurately communicates the interdisciplinary nature of the field focused on analyzing cultural and social datasets.",2025-05-31 21:15:56
mr,Humanities Data Science,मानवी विद्या डेटा विज्ञान,Marathi (Marāṭhī),137.0,1740738407.0,stop,gpt-4o-2024-08-06,138.0,275.0,"The term ""Humanities Data Science"" refers to the interdisciplinary field that combines the study of humanities with data science methods. In Marathi, ""मानवी विद्या"" is often used to denote humanities as it conveys the sense of human-related studies and the arts, which aligns with the cultural and academic aspects of humanities. The term ""डेटा विज्ञान"" directly translates to ""Data Science"" and is already widely understood due to its use in academic and professional settings. Therefore, ""मानवी विद्या डेटा विज्ञान"" effectively captures the essence of blending humanities with data science in a Marathi context.",2025-05-31 21:15:56
ms,Humanities Data Science,Sains Data Kemanusiaan,Malay,118.0,1740738360.0,stop,gpt-4o-2024-08-06,127.0,245.0,"Both Google Translate API and Ollama API provide a similar translation, indicating a consensus on this phrase. ""Sains"" means ""Science"", ""Data"" is an international term, and ""Kemanusiaan"" translates to ""Humanities"". It accurately captures the essence of ""Humanities Data Science"", which refers to the interdisciplinary application of data science in analyzing humanities subjects. There is no need to refine it further as the translation is both linguistically and contextually appropriate in Malay.",2025-05-31 21:15:56
mt,Humanities Data Science,Xjenza tad-Dejta tal-Umaniżmu,Maltese,135.0,1740738384.0,stop,gpt-4o-2024-08-06,141.0,276.0,"I considered the suggestions from both the Google Translate API and the Easy Neural Machine Translation library. The term ""Xjenza tad-Dejta tal-Umaniżmu"" was chosen as it reflects a focus on the broader field of humanities (""Umaniżmu""), which encompasses various disciplines dealing with human culture, society, and history. The term ""Umaniżmu"" is used in Maltese to denote the humanistic studies or humanities, providing a more precise translation that captures the essence of the interdisciplinary approach of combining data science with humanities.",2025-05-31 21:15:56
rw,Humanities Data Science,Ubumenyi bwa Siyansi y’Imibereho Nyarwanda,Kinyarwanda,146.0,1740738073.0,stop,gpt-4o-2024-08-06,137.0,283.0,"The term ""Humanities Data Science"" involves two main components: ""Humanities,"" which relates to human culture and society, and ""Data Science,"" which refers to the use of scientific methods to analyze data. In Kinyarwanda, ""Ubuhanzi n’Imibereho Nyarwanda"" can encompass the aspects of humanities since it covers cultural and societal elements, and ""Ubumenyi bwa Siyansi"" can be connected to the scientific analysis part. By combining these ideas, the translation reflects a more precise notion of using scientific methods to study human culture and society.",2025-05-31 21:15:56
sa,Humanities Data Science,मानविकी दत्तांश विज्ञानम्,Sanskrit (Saṁskṛta),119.0,1740740529.0,stop,gpt-4o-2024-08-06,124.0,243.0,"In Sanskrit, 'मानविकी' directly translates to 'Humanities,' encompassing the fields of human culture and thought. 'दत्तांश' is a more precise term for 'data,' as it refers to the given or established information. 'विज्ञानम्' means 'science,' signifying systematic knowledge. Together, these form a term that clearly conveys the concept of Humanities Data Science, aligning with its focus on analyzing and interpreting data in the context of human society and culture.",2025-05-31 21:15:56
sc,Humanities Data Science,Scienzia de donniados umanas de sos datos,Sardinian,116.0,1740740611.0,stop,gpt-4o-2024-08-06,82.0,198.0,"The term 'Humanities Data Science' combines the fields of humanities and data science. In Sardinian, 'scienzia' refers to science, 'donniados umanas' translates to humanities (with 'donniados' meaning disciplines or studies, and 'umanas' meaning human), and 'de sos datos' means 'of the data'. The translation aims to accurately reflect the interdisciplinary nature of analyzing data within the context of humanities.",2025-05-31 21:15:56
tl,Humanities Data Science,Agham ng Datos para sa Humanidades,Tagalog,123.0,1740741116.0,stop,gpt-4o-2024-08-06,132.0,255.0,"The term ""Humanities Data Science"" refers to the application of data science techniques and methodologies within the field of the humanities. In this translation, ""Agham"" is the Tagalog word for ""science,"" and ""Datos"" directly translates to ""data."" The term ""para sa Humanidades"" means ""for the humanities,"" accurately capturing the essence of applying data science to humanities subjects. This translation maintains the original meaning as closely as possible while ensuring it is clear and understandable in Tagalog.",2025-05-31 21:15:56
to,Humanities Data Science,Saienisi Fakamatala Fakafonua,Tonga,140.0,1740741123.0,stop,gpt-4o-2024-08-06,148.0,288.0,"The term ""Humanities Data Science"" in Tonga should reflect the interdisciplinary nature of the field, which combines data science with the study of human society and culture. ""Saienisi Fakamatala"" keeps the core concept of ""Data Science,"" where ""Saienisi"" stands for ""Science"" and ""Fakamatala"" stands for ""Data"" or ""Information."" By using ""Fakafonua,"" which can pertain to people or nation, we convey the humanities aspect that focuses on human-related studies. This translation balances the technological and cultural components effectively.",2025-05-31 21:15:56
