language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_system_prompt,ollama_user_prompt,ollama_translation_rationale,coding_dh_date_x,coding_dh_date_y,family_name
tsj,Tshangla,Digital Humanities,Ngai Riwak Chhikpa,"{
  ""translated_term"": ""Ngai Riwak Chhikpa"",
  ""translation_rationale"": ""Riwak ngi ying chhikpa, gya raa ngi ngai riwak tsa wapu. Ngai riwak chhikpa ngi thriwa riwak ri, khamsa zha phe khang, ngi riwak khojap khangsang.""
}",2026-04-20T12:39:21.345118Z,stop,96.0,1103454665.0,[],67638375.0,llama3.1,169.0,401830375.0,1598511709.0,,,,2026-04-20 07:39:21,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tshangla speaker and translation expert. Translate 'Digital Humanities' into Tshangla (ISO code: tsj).

	Please provide your rationale (explanation) in Tshangla, not English. Unless you have a strong reason to use English (such as when Tshangla is English), your rationale should be in Tshangla to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tshangla):
	{'translated_term': 'the translation in Tshangla', 'translation_rationale': 'your explanation in Tshangla'}","Riwak ngi ying chhikpa, gya raa ngi ngai riwak tsa wapu. Ngai riwak chhikpa ngi thriwa riwak ri, khamsa zha phe khang, ngi riwak khojap khangsang.",,,Sino-Tibetan languages
tsi,Tsimshian,Digital Humanities,"ɫixw sgaáłaa, nang xʷaɬ kʷi hawuulí"," {'translated_term': 'ɫixw sgaáłaa, nang xʷaɬ kʷi hawuulí', 'translation_rationale': 'ɫixw, sgaáłaa - wiiɬ wiiɬ wiiɬ; nang - giikʷaɬ; xʷaɬ - kʷi hawuulí. Sgaáłaa ɫixw wiiɬ, wiiɬ wiiɬ tlih. Nang ɫixw giikʷaɬ.'}",2026-04-20T12:39:17.718763Z,stop,135.0,1551839954.0,"[{'translated_term': 'ɫixw sgaáłaa, nang xʷaɬ kʷi hawuulí', 'translation_rationale': 'ɫixw, sgaáłaa - wiiɬ wiiɬ wiiɬ; nang - giikʷaɬ; xʷaɬ - kʷi hawuulí. Sgaáłaa ɫixw wiiɬ, wiiɬ wiiɬ tlih. Nang ɫixw giikʷaɬ.'}]",74746250.0,llama3.1,169.0,399664875.0,2061057375.0,"ɫixw sgaáłaa, nang xʷaɬ kʷi hawuulí",,,2026-04-20 07:39:17,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tsimshian speaker and translation expert. Translate 'Digital Humanities' into Tsimshian (ISO code: tsi).

	Please provide your rationale (explanation) in Tsimshian, not English. Unless you have a strong reason to use English (such as when Tsimshian is English), your rationale should be in Tsimshian to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tsimshian):
	{'translated_term': 'the translation in Tsimshian', 'translation_rationale': 'your explanation in Tsimshian'}","ɫixw, sgaáłaa - wiiɬ wiiɬ wiiɬ; nang - giikʷaɬ; xʷaɬ - kʷi hawuulí. Sgaáłaa ɫixw wiiɬ, wiiɬ wiiɬ tlih. Nang ɫixw giikʷaɬ.",,,North American Indian languages
tsg,Tausug,Digital Humanities,Siyajin Kadatuanan,"{
  ""translated_term"": ""Siyajin Kadatuanan"",
  ""translation_rationale"": ""Ang sa siyajin kadatuanan, diwa na nakuha gikan sa termino a inggles, digital humanidades. Sa siyajin, ang 'digital' walay kaugalingon, kaya naa niya naglakip sa tanan a teknolohiya. Ang 'humanidades', diwa niya sa Sastrohanun Kadatuanan sa Tausug, isda man ania nananumdiwala sa pagtatanaw sa mga panubkang kultural, saiyod sa mga kabit-kinabuhi.""
}",2026-04-20T12:39:13.631992Z,stop,151.0,1732978130.0,[],70914417.0,llama3.1,161.0,394491125.0,2239716292.0,,,,2026-04-20 07:39:13,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tausug speaker and translation expert. Translate 'Digital Humanities' into Tausug (ISO code: tsg).

	Please provide your rationale (explanation) in Tausug, not English. Unless you have a strong reason to use English (such as when Tausug is English), your rationale should be in Tausug to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tausug):
	{'translated_term': 'the translation in Tausug', 'translation_rationale': 'your explanation in Tausug'}","Ang sa siyajin kadatuanan, diwa na nakuha gikan sa termino a inggles, digital humanidades. Sa siyajin, ang 'digital' walay kaugalingon, kaya naa niya naglakip sa tanan a teknolohiya. Ang 'humanidades', diwa niya sa Sastrohanun Kadatuanan sa Tausug, isda man ania nananumdiwala sa pagtatanaw sa mga panubkang kultural, saiyod sa mga kabit-kinabuhi.",,,Austronesian languages
tsd,Tsakonian,Digital Humanities,Τσιβίλαο Τσογλαβάο ," {'translated_term': 'Τσιβίλαο Τσογλαβάο ', 'translation_rationale': 'Τσιβίλαο είναι ενα ριζικό λεκτικό, τσογλάβαο αρα τα λεφά κινεσονται σο νηπιο με τη τεχνολογία. Δει και γεια απαλλαγή από την αργία!'}",2026-04-20T12:39:09.368508Z,stop,88.0,1002540209.0,"[{'translated_term': 'Τσιβίλαο Τσογλαβάο ', 'translation_rationale': 'Τσιβίλαο είναι ενα ριζικό λεκτικό, τσογλάβαο αρα τα λεφά κινεσονται σο νηπιο με τη τεχνολογία. Δει και γεια απαλλαγή από την αργία!'}]",75037334.0,llama3.1,161.0,389317417.0,1491774000.0,Τσιβίλαο Τσογλαβάο ,,,2026-04-20 07:39:09,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tsakonian speaker and translation expert. Translate 'Digital Humanities' into Tsakonian (ISO code: tsd).

	Please provide your rationale (explanation) in Tsakonian, not English. Unless you have a strong reason to use English (such as when Tsakonian is English), your rationale should be in Tsakonian to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tsakonian):
	{'translated_term': 'the translation in Tsakonian', 'translation_rationale': 'your explanation in Tsakonian'}","Τσιβίλαο είναι ενα ριζικό λεκτικό, τσογλάβαο αρα τα λεφά κινεσονται σο νηπιο με τη τεχνολογία. Δει και γεια απαλλαγή από την αργία!",,,Indo-European languages
ts,Tsonga,Digital Humanities,Tivumbaliso ta Digital,"{
  ""translated_term"": ""Tivumbaliso ta Digital"",
  ""translation_rationale"": ""Ku hlanganisa tivumbaliso, tihlolomuhla ta digital kutsi tin’wana ntsena ku tsala tibukuva ta kudla kha vundzulu""
}",2026-04-20T12:39:05.842276Z,stop,72.0,825185335.0,[],76724041.0,llama3.1,152.0,369421875.0,1291581916.0,,,,2026-04-20 07:39:05,False,Vutivi bya Vanhu bya Dijitali,False,Vutivi Bya Vanhu,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tsonga speaker and translation expert. Translate 'Digital Humanities' into Tsonga (ISO code: ts).

	Please provide your rationale (explanation) in Tsonga, not English. Unless you have a strong reason to use English (such as when Tsonga is English), your rationale should be in Tsonga to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tsonga):
	{'translated_term': 'the translation in Tsonga', 'translation_rationale': 'your explanation in Tsonga'}","Ku hlanganisa tivumbaliso, tihlolomuhla ta digital kutsi tin’wana ntsena ku tsala tibukuva ta kudla kha vundzulu",,,Niger-Kordofanian languages
trw,Torwali,Digital Humanities,Mulkuli Khirukal,"{'translated_term': 'Mulkuli Khirukal', 'translation_rationale': 'Kalashtakhto mulkuli khirukal, kashar kusha, phrui shulai karwa. Mulkuli khirukal to koshu, kala khanal kala jhalai.'}",2026-04-20T12:39:02.520498Z,stop,74.0,844131374.0,"[{'translated_term': 'Mulkuli Khirukal', 'translation_rationale': 'Kalashtakhto mulkuli khirukal, kashar kusha, phrui shulai karwa. Mulkuli khirukal to koshu, kala khanal kala jhalai.'}]",74493125.0,llama3.1,161.0,396002667.0,1334404500.0,Mulkuli Khirukal,,,2026-04-20 07:39:02,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Torwali speaker and translation expert. Translate 'Digital Humanities' into Torwali (ISO code: trw).

	Please provide your rationale (explanation) in Torwali, not English. Unless you have a strong reason to use English (such as when Torwali is English), your rationale should be in Torwali to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Torwali):
	{'translated_term': 'the translation in Torwali', 'translation_rationale': 'your explanation in Torwali'}","Kalashtakhto mulkuli khirukal, kashar kusha, phrui shulai karwa. Mulkuli khirukal to koshu, kala khanal kala jhalai.",,,Indo-European languages
trv,Taroko,Digital Humanities,tafaelika kaemalakaw,"{'translated_term': 'tafaelika kaemalakaw', 'translation_rationale': 'kaemalakaw nu tafaelika, i sabangay nu tamaal, ta kisuwa nu avelan tatawya. Tafaelika kaemalakaw tu masulit nu avelan takibakian.'}",2026-04-20T12:38:59.157518Z,stop,78.0,891413873.0,"[{'translated_term': 'tafaelika kaemalakaw', 'translation_rationale': 'kaemalakaw nu tafaelika, i sabangay nu tamaal, ta kisuwa nu avelan tatawya. Tafaelika kaemalakaw tu masulit nu avelan takibakian.'}]",77022166.0,llama3.1,153.0,359320750.0,1349217875.0,tafaelika kaemalakaw,,,2026-04-20 07:38:59,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Taroko speaker and translation expert. Translate 'Digital Humanities' into Taroko (ISO code: trv).

	Please provide your rationale (explanation) in Taroko, not English. Unless you have a strong reason to use English (such as when Taroko is English), your rationale should be in Taroko to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Taroko):
	{'translated_term': 'the translation in Taroko', 'translation_rationale': 'your explanation in Taroko'}","kaemalakaw nu tafaelika, i sabangay nu tamaal, ta kisuwa nu avelan tatawya. Tafaelika kaemalakaw tu masulit nu avelan takibakian.",,,Austronesian languages
tru,Turoyo,Digital Humanities,Binyanatikta wa Digital,"{
  ""translated_term"": ""Binyanatikta wa Digital"",
  ""translation_rationale"": ""Hawin binyanatiktawa hwaro, lakin lih daxlew jumla ya wijdad wa digital, law ktiyinahwa. Hawin hwaro hiyana lijumla wijdad wa digital, wawaritihwa 9u7 wa Digital Humanities.""
}",2026-04-20T12:38:55.780309Z,stop,95.0,1088098793.0,[],65214209.0,llama3.1,161.0,438337417.0,1617802459.0,,,,2026-04-20 07:38:55,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Turoyo speaker and translation expert. Translate 'Digital Humanities' into Turoyo (ISO code: tru).

	Please provide your rationale (explanation) in Turoyo, not English. Unless you have a strong reason to use English (such as when Turoyo is English), your rationale should be in Turoyo to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Turoyo):
	{'translated_term': 'the translation in Turoyo', 'translation_rationale': 'your explanation in Turoyo'}","Hawin binyanatiktawa hwaro, lakin lih daxlew jumla ya wijdad wa digital, law ktiyinahwa. Hawin hwaro hiyana lijumla wijdad wa digital, wawaritihwa 9u7 wa Digital Humanities.",,,Afro-Asiatic languages
tr,Turkish,Digital Humanities,Dijital İnsani Bilimler,"{
  ""translated_term"": ""Dijital İnsani Bilimler"",
  ""translation_rationale"": ""Türkçe terimi seçerken, İngilizce orjinalinin yapısını korumuş olmanın yanı sıra, Türk Dil Kurumu'nun önerilerine de uyduk. 'Dijital' kelimesini olduğu gibi kullanmak istedik ve ardından 'İnsani' kelimesini ekledik, bu da terimin insan bilimleri anlamını verirken dijital platformlarda araştırma yapmalarını da ima etmektedir.""
}",2026-04-20T12:38:52.135057Z,stop,107.0,1226544999.0,[],76966500.0,llama3.1,144.0,382901042.0,1716533917.0,,,Dijital beşeri bilimler,2026-04-20 07:38:52,False,Dijital Beşeri Bilimler,True,,False,Dijital Beşeri Bilimler,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Turkish speaker and translation expert. Translate 'Digital Humanities' into Turkish (ISO code: tr).

	Please provide your rationale (explanation) in Turkish, not English. Unless you have a strong reason to use English (such as when Turkish is English), your rationale should be in Turkish to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Turkish):
	{'translated_term': 'the translation in Turkish', 'translation_rationale': 'your explanation in Turkish'}","Türkçe terimi seçerken, İngilizce orjinalinin yapısını korumuş olmanın yanı sıra, Türk Dil Kurumu'nun önerilerine de uyduk. 'Dijital' kelimesini olduğu gibi kullanmak istedik ve ardından 'İnsani' kelimesini ekledik, bu da terimin insan bilimleri anlamını verirken dijital platformlarda araştırma yapmalarını da ima etmektedir.",,,Altaic languages
tpi,Tok Pisin,Digital Humanities,Huminaitis Bilainal,"{'translated_term': 'Huminaitis Bilainal', 'translation_rationale': 'Bilin bilainal i tok ples na komputa, wantaim samting we yusim long istiris bilong pasin bilong klasifikasen. Huminaitis i kamap long emtok ol man bilong haniman long tok ples, bilainal na klasifikasen long stori, ol piksa, ol musik, long lain.'}",2026-04-20T12:38:48.386917Z,stop,102.0,1168184458.0,"[{'translated_term': 'Huminaitis Bilainal', 'translation_rationale': 'Bilin bilainal i tok ples na komputa, wantaim samting we yusim long istiris bilong pasin bilong klasifikasen. Huminaitis i kamap long emtok ol man bilong haniman long tok ples, bilainal na klasifikasen long stori, ol piksa, ol musik, long lain.'}]",77312417.0,llama3.1,161.0,404097333.0,1677419458.0,Huminaitis Bilainal,,,2026-04-20 07:38:48,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tok Pisin speaker and translation expert. Translate 'Digital Humanities' into Tok Pisin (ISO code: tpi).

	Please provide your rationale (explanation) in Tok Pisin, not English. Unless you have a strong reason to use English (such as when Tok Pisin is English), your rationale should be in Tok Pisin to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tok Pisin):
	{'translated_term': 'the translation in Tok Pisin', 'translation_rationale': 'your explanation in Tok Pisin'}","Bilin bilainal i tok ples na komputa, wantaim samting we yusim long istiris bilong pasin bilong klasifikasen. Huminaitis i kamap long emtok ol man bilong haniman long tok ples, bilainal na klasifikasen long stori, ol piksa, ol musik, long lain.",,,Creolesandpidgins
tok,Toki Pona,Digital Humanities,lipe ma nasin,"{
  ""translated_term"": ""lipe ma nasin"",
  ""translation_rationale"": ""kiwen lipe: lipe, ""digital"" li toki pona ni, musi tawili lape e moku. ma nasin: nasin ni, ""humanities"", wile mi tawa toki pona, ni lape e tukun e toki, lape ni, ""lipe ma"", kiwen tawa ""nasin"".""
}",2026-04-20T12:38:44.67749Z,stop,102.0,1167504667.0,[],75812250.0,llama3.1,168.0,390422709.0,1660488625.0,,,,2026-04-20 07:38:44,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Toki Pona speaker and translation expert. Translate 'Digital Humanities' into Toki Pona (ISO code: tok).

	Please provide your rationale (explanation) in Toki Pona, not English. Unless you have a strong reason to use English (such as when Toki Pona is English), your rationale should be in Toki Pona to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Toki Pona):
	{'translated_term': 'the translation in Toki Pona', 'translation_rationale': 'your explanation in Toki Pona'}","kiwen lipe: lipe, ",,,Artificial languages
tog,Nyasa Tonga,Digital Humanities,,"{'translated_term': 'Mabuku a Chizimba', 'translation_rationale': 'Kuti mbali ndi mabuku, chizimba cha mtengo ndi chimodzi chakusangalala. Ndi Mabuku a Chizimba chake ndi yadziko la kutengwa kuchuma zaka n'zungu zo, zaka za ntchito zo.'}",2026-04-20T12:38:40.984791Z,stop,91.0,1044504542.0,[],80204833.0,llama3.1,168.0,399251250.0,1548648708.0,,,,2026-04-20 07:38:40,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Nyasa Tonga speaker and translation expert. Translate 'Digital Humanities' into Nyasa Tonga (ISO code: tog).

	Please provide your rationale (explanation) in Nyasa Tonga, not English. Unless you have a strong reason to use English (such as when Nyasa Tonga is English), your rationale should be in Nyasa Tonga to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Nyasa Tonga):
	{'translated_term': 'the translation in Nyasa Tonga', 'translation_rationale': 'your explanation in Nyasa Tonga'}",,,,Niger-Kordofanian languages
to,Tongan,Digital Humanities,,"{'translated_term': 'Ko e Fakataha ʻo e Pōuleti', 'translation_rationale': 'Naʻe fakafetaʻi ha taha ʻa ia, ko e 'digital' ke tauʻolunga ʻo e vahefonua ʻo e faifai ma koe 'humanities' ke tauʻolunga ʻo e fakataha ʻo e tangata. Naʻe tupu ʻa ia ko e Fakataha ʻo e Pōuleti.'}",2026-04-20T12:38:37.406482Z,stop,131.0,1590927178.0,[],74597125.0,llama3.1,152.0,414930041.0,2114729667.0,,,,2026-04-20 07:38:37,False,Ngaahi Ngaue Fakaetangata Fakakomipiuta,False,"Ngaahi Anga'itangata "" o e Fa'ahinga "" o e Tangatá",True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tongan speaker and translation expert. Translate 'Digital Humanities' into Tongan (ISO code: to).

	Please provide your rationale (explanation) in Tongan, not English. Unless you have a strong reason to use English (such as when Tongan is English), your rationale should be in Tongan to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tongan):
	{'translated_term': 'the translation in Tongan', 'translation_rationale': 'your explanation in Tongan'}",,,,Austronesian languages
tn,Tswana,Digital Humanities,Khadi e e Moketlho,"{
  ""translated_term"": ""Khadi e e Moketlho"",
  ""translation_rationale"": ""Makwala a tharo, khadi e e Moketlho ke nna leina la moitlhokoana wa teknoloji ya mabapi a sethutlo. 'Khadi' e e tshwareletseha ngwaketla ya digital, kwa gona ga tsie yone ya lithokoanelela.""
}",2026-04-20T12:38:33.258162Z,stop,102.0,1166988457.0,[],75160334.0,llama3.1,152.0,358829209.0,1629301834.0,,,,2026-04-20 07:38:33,False,Dithuto tsa Botho tsa Dijithale,False,Batho ba ba Itshekileng,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tswana speaker and translation expert. Translate 'Digital Humanities' into Tswana (ISO code: tn).

	Please provide your rationale (explanation) in Tswana, not English. Unless you have a strong reason to use English (such as when Tswana is English), your rationale should be in Tswana to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tswana):
	{'translated_term': 'the translation in Tswana', 'translation_rationale': 'your explanation in Tswana'}","Makwala a tharo, khadi e e Moketlho ke nna leina la moitlhokoana wa teknoloji ya mabapi a sethutlo. 'Khadi' e e tshwareletseha ngwaketla ya digital, kwa gona ga tsie yone ya lithokoanelela.",,,Niger-Kordofanian languages
tmh,Tamashek,Digital Humanities,Tɣerwiyen n Ɛidisi," {'translated_term': 'Tɣerwiyen n Ɛidisi', 'translation_rationale': 'Gamil a wacu ɣer widdikl, ""Digital Humanities"" a fella widadn, amma gilten d yiwen n tansaɣt n yirbaɣ n ɛidisi. Tɣerwiyen n Ɛidisi a fella gar waliyi, aggaz ayen deg widdikl d imi, tiliwin i wis sin, amma gilten d yiwen n ugaz.'}",2026-04-20T12:38:29.599137Z,stop,134.0,1547573549.0,"[{'translated_term': 'Tɣerwiyen n Ɛidisi', 'translation_rationale': 'Gamil a wacu ɣer widdikl, ""Digital Humanities"" a fella widadn, amma gilten d yiwen n tansaɣt n yirbaɣ n ɛidisi. Tɣerwiyen n Ɛidisi a fella gar waliyi, aggaz ayen deg widdikl d imi, tiliwin i wis sin, amma gilten d yiwen n ugaz.'}]",75571584.0,llama3.1,161.0,391947708.0,2051315209.0,Tɣerwiyen n Ɛidisi,,,2026-04-20 07:38:29,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tamashek speaker and translation expert. Translate 'Digital Humanities' into Tamashek (ISO code: tmh).

	Please provide your rationale (explanation) in Tamashek, not English. Unless you have a strong reason to use English (such as when Tamashek is English), your rationale should be in Tamashek to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tamashek):
	{'translated_term': 'the translation in Tamashek', 'translation_rationale': 'your explanation in Tamashek'}","Gamil a wacu ɣer widdikl, ""Digital Humanities"" a fella widadn, amma gilten d yiwen n tansaɣt n yirbaɣ n ɛidisi. Tɣerwiyen n Ɛidisi a fella gar waliyi, aggaz ayen deg widdikl d imi, tiliwin i wis sin, amma gilten d yiwen n ugaz.",,,Afro-Asiatic languages
tly,Talysh,Digital Humanities,İntibadî İnsaniyât,"{
  ""translated_term"": ""İntibadî İnsaniyât"",
  ""translation_rationale"": ""Talyshi: türkümê û insan şûrüşi. İntibadî, îqtimâî şârşı âsasê tırkiyat, insan, îqtimâî şûrüşiyatiye.""
}",2026-04-20T12:38:25.520025Z,stop,85.0,971935411.0,[],75043917.0,llama3.1,161.0,391558167.0,1461916250.0,,,,2026-04-20 07:38:25,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Talysh speaker and translation expert. Translate 'Digital Humanities' into Talysh (ISO code: tly).

	Please provide your rationale (explanation) in Talysh, not English. Unless you have a strong reason to use English (such as when Talysh is English), your rationale should be in Talysh to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Talysh):
	{'translated_term': 'the translation in Talysh', 'translation_rationale': 'your explanation in Talysh'}","Talyshi: türkümê û insan şûrüşi. İntibadî, îqtimâî şârşı âsasê tırkiyat, insan, îqtimâî şûrüşiyatiye.",,,Indo-European languages
tli,Tlingit,Digital Humanities,Kuxhéen Taa Hít'aan,"{
  ""translated_term"": ""Kuxhéen Taa Hít'aan"",
  ""translation_rationale"": ""Taan yaagáa... Kuxhéen, 'digital' xaxwéi, taan yáat'íi. Hít'aan, 'humanities' Hít'aan y'éex', x'éejaa.""
}",2026-04-20T12:38:22.023252Z,stop,82.0,935146001.0,[],75341292.0,llama3.1,161.0,398192542.0,1431037584.0,,,,2026-04-20 07:38:22,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tlingit speaker and translation expert. Translate 'Digital Humanities' into Tlingit (ISO code: tli).

	Please provide your rationale (explanation) in Tlingit, not English. Unless you have a strong reason to use English (such as when Tlingit is English), your rationale should be in Tlingit to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tlingit):
	{'translated_term': 'the translation in Tlingit', 'translation_rationale': 'your explanation in Tlingit'}","Taan yaagáa... Kuxhéen, 'digital' xaxwéi, taan yáat'íi. Hít'aan, 'humanities' Hít'aan y'éex', x'éejaa.",,,North American Indian languages
tkt,Kathoriya Tharu,Digital Humanities,Dijitaal Mānasviṣaya,"{'translated_term': 'Dijitaal Mānasviṣaya', 'translation_rationale': 'Ta ki ḍigitaal maaṃsvisaaya, ta aaj kal ki dharaa nae saamaanya kshetr me sakriy hai. Ye viksit karyakramon me shamil hain jo manuviy sanchaar, bhavishyaakaala ka pataanaa aur itihaasik data ko eekatrait karne ke liye digital aadhaar par nirbhar karti hain. '}",2026-04-20T12:38:18.562716Z,stop,127.0,1461142872.0,"[{'translated_term': 'Dijitaal Mānasviṣaya', 'translation_rationale': 'Ta ki ḍigitaal maaṃsvisaaya, ta aaj kal ki dharaa nae saamaanya kshetr me sakriy hai. Ye viksit karyakramon me shamil hain jo manuviy sanchaar, bhavishyaakaala ka pataanaa aur itihaasik data ko eekatrait karne ke liye digital aadhaar par nirbhar karti hain. '}]",71041000.0,llama3.1,177.0,400827792.0,1968293833.0,Dijitaal Mānasviṣaya,,,2026-04-20 07:38:18,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kathoriya Tharu speaker and translation expert. Translate 'Digital Humanities' into Kathoriya Tharu (ISO code: tkt).

	Please provide your rationale (explanation) in Kathoriya Tharu, not English. Unless you have a strong reason to use English (such as when Kathoriya Tharu is English), your rationale should be in Kathoriya Tharu to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kathoriya Tharu):
	{'translated_term': 'the translation in Kathoriya Tharu', 'translation_rationale': 'your explanation in Kathoriya Tharu'}","Ta ki ḍigitaal maaṃsvisaaya, ta aaj kal ki dharaa nae saamaanya kshetr me sakriy hai. Ye viksit karyakramon me shamil hain jo manuviy sanchaar, bhavishyaakaala ka pataanaa aur itihaasik data ko eekatrait karne ke liye digital aadhaar par nirbhar karti hain. ",,,Indo-European languages
tkr,Tsakhur,Digital Humanities,Dijitəli Adabiyat,"{
  ""translated_term"": ""Dijitəli Adabiyat"",
  ""translation_rationale"": ""Dijitəli - dijitəli, digər dili tərcüməsindən gəlir. Adabiyat - adabiyat, klassik mənbələrdə istifadə olunan termin.""
}",2026-04-20T12:38:14.564081Z,stop,81.0,935107504.0,[],76169875.0,llama3.1,161.0,400117542.0,1433619500.0,,,,2026-04-20 07:38:14,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tsakhur speaker and translation expert. Translate 'Digital Humanities' into Tsakhur (ISO code: tkr).

	Please provide your rationale (explanation) in Tsakhur, not English. Unless you have a strong reason to use English (such as when Tsakhur is English), your rationale should be in Tsakhur to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tsakhur):
	{'translated_term': 'the translation in Tsakhur', 'translation_rationale': 'your explanation in Tsakhur'}","Dijitəli - dijitəli, digər dili tərcüməsindən gəlir. Adabiyat - adabiyat, klassik mənbələrdə istifadə olunan termin.",,,Caucasian languages
tkl,Tokelau,Digital Humanities,Papikai Toa o Aua nei,"Fakamolemole, aia!

{
  ""translated_term"": ""Papikai Toa o Aua nei"",
  ""translation_rationale"": ""A le papaiki na le tauvaga o tagata toa, pea i le pito i luga ia kaveki ma tetele o le ta'avale.""
}",2026-04-20T12:38:11.101057Z,stop,74.0,847032459.0,[],79192834.0,llama3.1,161.0,390664000.0,1337948084.0,,,,2026-04-20 07:38:11,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"You are a native Tokelau speaker and translation expert. Translate 'Digital Humanities' into Tokelau (ISO code: tkl).

	Please provide your rationale (explanation) in Tokelau, not English. Unless you have a strong reason to use English (such as when Tokelau is English), your rationale should be in Tokelau to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Tokelau):
	{'translated_term': 'the translation in Tokelau', 'translation_rationale': 'your explanation in Tokelau'}","A le papaiki na le tauvaga o tagata toa, pea i le pito i luga ia kaveki ma tetele o le ta'avale.",,,Austronesian languages
