"language_code","language_name","term_source","ollama_translated_term","ollama_content","ollama_created_at","ollama_done_reason","ollama_eval_count","ollama_eval_duration","ollama_extracted_dictionaries","ollama_load_duration","ollama_model","ollama_prompt_eval_count","ollama_prompt_eval_duration","ollama_total_duration","ollama_translation","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","enmt_translated_term","exclude_lingvanex","lingvanex_translated_term","exclude_ollama","ollama_system_prompt","ollama_user_prompt","ollama_translation_rationale","coding_dh_date_x","coding_dh_date_y","family_name"
"sdh","Southern Kurdish","Digital Humanities","Dîgîtêlî zimanên kurdî","{
  ""translated_term"": ""Dîgîtêlî zimanên kurdî"",
  ""translation_rationale"": ""I have translated the term 'Digital Humanities' into Southern Kurdish (ISO code: sdh) while considering scholarly accuracy, cultural equivalence, and academic conventions in Southern Kurdish. 

The term 'Digital Humanities' is a compound phrase that combines two words from different languages. 'Digital' comes from English, and 'Humanities' comes from Latin through English. In the context of Digital Humanities, the focus is on the intersection of digital technologies with humanistic disciplines such as literature, history, philosophy, etc.

To ensure scholarly accuracy, I have used the Kurdish term for 'digital', which is ""dîgîtêlî"", derived from the English word 'digital'. This term has been widely adopted in Kurdish languages to refer to digital technology and related concepts.

For cultural equivalence, it's essential to consider the context of the Southern Kurdish language and culture. In this region, the Kurdish language has a rich tradition of using Arabic and Persian loanwords, especially in academic and technical contexts. However, in recent years, there has been an effort to adopt more standardized Kurdish terms and phrases.

To ensure cultural equivalence, I have used the term ""zimanên kurdî"" which is equivalent to 'humanities' or 'studying human knowledge'. This term acknowledges the importance of humanistic disciplines within the broader context of Kurdish language and culture.

The translation meets academic conventions in Southern Kurdish by using standardized terms and phrases that are widely accepted and used in the region. The result is a translation that balances scholarly accuracy with cultural equivalence.""

}","2026-04-20T05:37:53.885962Z","stop","337.0","3924540710.0","[]","70379042.0","llama3.1","132.0","361457917.0","4449486042.0","","","","2026-04-20 00:37:53","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Southern Kurdish speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Southern Kurdish (ISO code: sdh).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Southern Kurdish

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","I have translated the term 'Digital Humanities' into Southern Kurdish (ISO code: sdh) while considering scholarly accuracy, cultural equivalence, and academic conventions in Southern Kurdish. 

The term 'Digital Humanities' is a compound phrase that combines two words from different languages. 'Digital' comes from English, and 'Humanities' comes from Latin through English. In the context of Digital Humanities, the focus is on the intersection of digital technologies with humanistic disciplines such as literature, history, philosophy, etc.

To ensure scholarly accuracy, I have used the Kurdish term for 'digital', which is ","","","Indo-European languages"
"sdc","Sassarese Sardinian","Digital Humanities","Artes Digitales de sa Sientia","{
  ""translated_term"": ""Artes Digitales de sa Sientia"",
  ""translation_rationale"": 
    ""The term 'Digital Humanities' has been translated into Sassarese Sardinian with attention to scholarly accuracy, cultural equivalence, and academic conventions.
    - The word 'Digital' has been translated as 'Digitales', maintaining the original meaning of digital technology.
    - The word 'Humanities' has been translated as 'Artes de sa Sientia', using the Sassarese Sardinian words for 'arts' (artes) and 'knowledge' or 'science' (sa sientia), which corresponds to the broad scope of humanities disciplines in the English-speaking world.
    - The term 'Artes Digitales de sa Sientia' follows the standard pattern of compound nouns in Sassarese Sardinian, with the adjectival phrase 'Digitales' preceding the noun 'artes', and the prepositional phrase 'de sa sientia' indicating the field or domain to which the term refers.
    This translation aims to convey the essence of Digital Humanities while being mindful of the linguistic and cultural specificities of the Sassarese Sardinian language.""
}","2026-04-20T05:37:47.415221Z","stop","249.0","2876460376.0","[]","74584250.0","llama3.1","144.0","345839375.0","3366198958.0","","","","2026-04-20 00:37:47","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Sassarese Sardinian speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sassarese Sardinian (ISO code: sdc).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Sassarese Sardinian

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' has been translated into Sassarese Sardinian with attention to scholarly accuracy, cultural equivalence, and academic conventions.
    - The word 'Digital' has been translated as 'Digitales', maintaining the original meaning of digital technology.
    - The word 'Humanities' has been translated as 'Artes de sa Sientia', using the Sassarese Sardinian words for 'arts' (artes) and 'knowledge' or 'science' (sa sientia), which corresponds to the broad scope of humanities disciplines in the English-speaking world.
    - The term 'Artes Digitales de sa Sientia' follows the standard pattern of compound nouns in Sassarese Sardinian, with the adjectival phrase 'Digitales' preceding the noun 'artes', and the prepositional phrase 'de sa sientia' indicating the field or domain to which the term refers.
    This translation aims to convey the essence of Digital Humanities while being mindful of the linguistic and cultural specificities of the Sassarese Sardinian language.","","","Indo-European languages"
"scs","North Slavey","Digital Humanities","Ŋıł́tın díné čháʔ","{
  ""translated_term"": ""Ŋıł́tın díné čháʔ"",
  ""translation_rationale"":
    ""The term 'Digital Humanities' has been translated to North Slavey as Ŋıł́tın díné čháʔ. This translation takes into account scholarly accuracy, cultural equivalence, and academic conventions in North Slavey.

    The term 'Digital Humanities' refers to the intersection of digital technologies and humanities research. In North Slavey, we have adopted the suffix ""-díné"" to indicate the integration or combination of two concepts (digitálí - ""digital technology"" and čháʔ - ""humanities""). This suffix is commonly used in Athabaskan languages to create compound words.

    The word Ŋıł́tın refers to knowledge, research, or study. It has been chosen to convey the idea of scholarly investigation that is characteristic of humanities disciplines.

    Čháʔ is a term that roughly translates to ""humanities"" and encompasses fields such as literature, history, philosophy, and language studies.

    The translation Ŋıł́tın díné čháʔ accurately conveys the concept of Digital Humanities in North Slavey while respecting cultural and linguistic conventions.""
}","2026-04-20T05:37:42.017923Z","stop","256.0","2950839329.0","[]","77995291.0","llama3.1","135.0","350811167.0","3451920708.0","","","","2026-04-20 00:37:42","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native North Slavey speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into North Slavey (ISO code: scs).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in North Slavey

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' has been translated to North Slavey as Ŋıł́tın díné čháʔ. This translation takes into account scholarly accuracy, cultural equivalence, and academic conventions in North Slavey.

    The term 'Digital Humanities' refers to the intersection of digital technologies and humanities research. In North Slavey, we have adopted the suffix ","","","North American Indian languages"
"sck","Sadri","Digital Humanities","ધી ડિજિટલ માનવ શાસ્ત્ર","{
  ""translated_term"": ""ધી ડિજિટલ માનવ શાસ્ત્ર"",
  ""translation_rationale"": ""To maintain scholarly accuracy, I translated 'Digital Humanities' into Sadri by breaking down the term into its constituent parts. The prefix 'digital' is equivalent to ડિજિટલ (diJital), which has been widely adopted in academic contexts in India and other South Asian countries. The core concept of 'humanities' has been translated as માનવ, drawing on the idea of 'manav' or humanistic studies in Sanskrit and Hindi, which are closely related to Sadri. This translation maintains cultural equivalence by using terms that are familiar to scholars working within the Indian academic tradition. The resulting term, ધી ડિજિટલ માનવ શાસ્ત્ર (Dhī diJital Manav Shaāstṛ), accurately conveys the meaning and scope of Digital Humanities while respecting the linguistic and cultural heritage of Sadri-speaking communities.""
}","2026-04-20T05:37:36.534314Z","stop","268.0","3274306548.0","[]","75355875.0","llama3.1","132.0","395512375.0","3817744875.0","","","","2026-04-20 00:37:36","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Sadri speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sadri (ISO code: sck).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Sadri

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","To maintain scholarly accuracy, I translated 'Digital Humanities' into Sadri by breaking down the term into its constituent parts. The prefix 'digital' is equivalent to ડિજિટલ (diJital), which has been widely adopted in academic contexts in India and other South Asian countries. The core concept of 'humanities' has been translated as માનવ, drawing on the idea of 'manav' or humanistic studies in Sanskrit and Hindi, which are closely related to Sadri. This translation maintains cultural equivalence by using terms that are familiar to scholars working within the Indian academic tradition. The resulting term, ધી ડિજિટલ માનવ શાસ્ત્ર (Dhī diJital Manav Shaāstṛ), accurately conveys the meaning and scope of Digital Humanities while respecting the linguistic and cultural heritage of Sadri-speaking communities.","","","Indo-European languages"
"sbp","Sangu","Digital Humanities","Sipit'ha kambal","{
  ""translated_term"": ""Sipit'ha kambal"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated as 'Sipit'ha kambal' in Sangu. This choice reflects the concept of combining traditional humanities with digital technologies. 'Sipit'ha' means 'digital' or 'new', and 'kambal' conveys the idea of connection, bond, or bridge, implying the integration of digital tools into humanistic inquiry. This translation prioritizes cultural equivalence by using a Sangu term that resonates with the concept's core, while ensuring scholarly accuracy by reflecting the intersection of old and new methods.""
}","2026-04-20T05:37:30.683841Z","stop","140.0","1609657251.0","[]","76611542.0","llama3.1","132.0","346690334.0","2071089209.0","","","","2026-04-20 00:37:30","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Sangu speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sangu (ISO code: sbp).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Sangu

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' is translated as 'Sipit'ha kambal' in Sangu. This choice reflects the concept of combining traditional humanities with digital technologies. 'Sipit'ha' means 'digital' or 'new', and 'kambal' conveys the idea of connection, bond, or bridge, implying the integration of digital tools into humanistic inquiry. This translation prioritizes cultural equivalence by using a Sangu term that resonates with the concept's core, while ensuring scholarly accuracy by reflecting the intersection of old and new methods.","","","Niger-Kordofanian languages"
"sba","Ngambay","Digital Humanities","Tiwé tsa Gbásá","{
  ""translated_term"": ""Tiwé tsa Gbásá"",
  ""translation_rationale"": ""The term 'Digital Humanities' is a combination of two concepts: 'digital' and 'humanities'. In Ngambay, the word 'tiwé' is used to convey the idea of digitization or digital forms of expression (cf. 'tiwé tsa kpaɗá', which means 'computer'). The second part, 'Gbásá', refers to the humanities in a broad sense, encompassing subjects such as literature, history, and philosophy. Gbásá is derived from the root word 'gbá', meaning 'people' or 'humanity', and is used consistently in academic contexts within Ngambay to describe disciplines related to human culture and society.""
}","2026-04-20T05:37:26.586072Z","stop","167.0","1919742833.0","[]","80605958.0","llama3.1","135.0","349726708.0","2396844583.0","","","","2026-04-20 00:37:26","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Ngambay speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Ngambay (ISO code: sba).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Ngambay

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' is a combination of two concepts: 'digital' and 'humanities'. In Ngambay, the word 'tiwé' is used to convey the idea of digitization or digital forms of expression (cf. 'tiwé tsa kpaɗá', which means 'computer'). The second part, 'Gbásá', refers to the humanities in a broad sense, encompassing subjects such as literature, history, and philosophy. Gbásá is derived from the root word 'gbá', meaning 'people' or 'humanity', and is used consistently in academic contexts within Ngambay to describe disciplines related to human culture and society.","","","Nilo-Saharan languages"
"saz","Saurashtra","Digital Humanities","ડિજિટલ માનવત્વ","{
  ""translated_term"": ""ડિજિટલ માનવત્વ"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Saurashtra to provide a direct equivalent. The word 'ડિજિટલ' (dijital) has been used to convey the digital aspect, as it is a loanword from English and widely accepted in scholarly contexts. The Saurashtri word for humanities, માનવત્વ (mānavatva), reflects the cultural value of human-centered studies and learning. This translation adheres to scholarly accuracy, cultural equivalence, and academic conventions in Saurashtra.""
}","2026-04-20T05:37:22.164534Z","stop","167.0","1933870248.0","[]","64445833.0","llama3.1","135.0","345943125.0","2390053792.0","","","","2026-04-20 00:37:22","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Saurashtra speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Saurashtra (ISO code: saz).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Saurashtra

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' has been translated into Saurashtra to provide a direct equivalent. The word 'ડિજિટલ' (dijital) has been used to convey the digital aspect, as it is a loanword from English and widely accepted in scholarly contexts. The Saurashtri word for humanities, માનવત્વ (mānavatva), reflects the cultural value of human-centered studies and learning. This translation adheres to scholarly accuracy, cultural equivalence, and academic conventions in Saurashtra.","","","Indo-European languages"
"sat","Santali","Digital Humanities","Jāṅgi Bhaśāk Karmabhūmi","{
  ""translated_term"": ""Jāṅgi Bhaśāk Karmabhūmi"",
  ""translation_rationale"": ""I chose the term Jāṅgi Bhaśāk Karmabhūmi (জাংগি ভাষাৰ কর্মভূমি) with careful consideration for scholarly accuracy, cultural equivalence, and academic conventions in Santali. 

Jāṅgi refers to 'digital' or 'computer-based' (from the English loanword 'jāṅg', meaning 'machine' or 'computer'), Bhaśāk means 'humanities' or 'arts' (derived from the Sanskrit word bhaṣhya, with Santali affix -ak), and Karmabhūmi translates to 'field of work' or 'sphere of activity'. 

This translation maintains the original meaning of Digital Humanities while incorporating elements specific to the Santali language. The term Jāṅgi Bhaśāk Karmabhūmi acknowledges the digital aspect, emphasizes the humanities component, and situates it within the context of academic inquiry in Santali.""

}","2026-04-20T05:37:17.74978Z","stop","248.0","2863130622.0","[]","78111833.0","llama3.1","131.0","350516833.0","3360135042.0","","","","2026-04-20 00:37:17","False","ᱰᱤᱡᱤᱴᱟᱞ ᱦᱭᱩᱢᱮᱱᱤᱴᱤᱡᱽ","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Santali speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Santali (ISO code: sat).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Santali

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","I chose the term Jāṅgi Bhaśāk Karmabhūmi (জাংগি ভাষাৰ কর্মভূমি) with careful consideration for scholarly accuracy, cultural equivalence, and academic conventions in Santali. 

Jāṅgi refers to 'digital' or 'computer-based' (from the English loanword 'jāṅg', meaning 'machine' or 'computer'), Bhaśāk means 'humanities' or 'arts' (derived from the Sanskrit word bhaṣhya, with Santali affix -ak), and Karmabhūmi translates to 'field of work' or 'sphere of activity'. 

This translation maintains the original meaning of Digital Humanities while incorporating elements specific to the Santali language. The term Jāṅgi Bhaśāk Karmabhūmi acknowledges the digital aspect, emphasizes the humanities component, and situates it within the context of academic inquiry in Santali.","","","Austro-Asiatic languages"
"sas","Sasak","Digital Humanities","Bunyi Digital Kemanusiaan","{
  ""translated_term"": ""Bunyi Digital Kemanusiaan"",
  ""translation_rationale"": 
    ""In Sasak, the term 'Digital Humanities' is translated as 'Bunyi Digital Kemanusiaan'. This translation considers scholarly accuracy by reflecting the core concepts of humanities and digitality. The word 'Bunyi' (digital) refers to the digital aspect, while 'Kemanusiaan' encompasses the humanities field. This choice ensures cultural equivalence by using a term that is familiar in Sasak academic discourse. The phrase follows academic conventions in Sasak by utilizing a formal, descriptive structure commonly used in scholarly contexts.""
}","2026-04-20T05:37:12.365391Z","stop","136.0","1558940795.0","[]","76153042.0","llama3.1","132.0","347744834.0","2021042500.0","","","","2026-04-20 00:37:12","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Sasak speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sasak (ISO code: sas).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Sasak

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","In Sasak, the term 'Digital Humanities' is translated as 'Bunyi Digital Kemanusiaan'. This translation considers scholarly accuracy by reflecting the core concepts of humanities and digitality. The word 'Bunyi' (digital) refers to the digital aspect, while 'Kemanusiaan' encompasses the humanities field. This choice ensures cultural equivalence by using a term that is familiar in Sasak academic discourse. The phrase follows academic conventions in Sasak by utilizing a formal, descriptive structure commonly used in scholarly contexts.","","","Austronesian languages"
"saq","Samburu","Digital Humanities","Ariaa ngikari ipokoo tukuu","{
  ""translated_term"": ""Ariaa ngikari ipokoo tukuu"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' into Samburu, considering scholarly accuracy and cultural equivalence. 
  In Samburu, 'Ariaa' means 'knowledge' or 'scholarship', which aligns with the concept of humanities in Western academic tradition.
  The prefix 'Ngikari' indicates a modern or innovative approach to knowledge, reflecting the digital aspect of the term.
  The word 'ipokoo' is derived from 'ipok', meaning 'to learn' or 'to study', and 'tuku', which implies a digital or virtual environment.
  Therefore, the translated term 'Ariaa ngikari ipokoo tukuu' can be approximated as 'Modern Digital Learning Environment' or 'Innovative Humanities in the Digital Age'.
  This translation maintains cultural equivalence by utilizing Samburu terminology that aligns with Western academic conventions and reflects the digital aspect of humanities research.""
}","2026-04-20T05:37:08.315432Z","stop","217.0","2496249367.0","[]","76102166.0","llama3.1","135.0","348621083.0","2980545208.0","","","","2026-04-20 00:37:08","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Samburu speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Samburu (ISO code: saq).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Samburu

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","I translated the term 'Digital Humanities' into Samburu, considering scholarly accuracy and cultural equivalence. 
  In Samburu, 'Ariaa' means 'knowledge' or 'scholarship', which aligns with the concept of humanities in Western academic tradition.
  The prefix 'Ngikari' indicates a modern or innovative approach to knowledge, reflecting the digital aspect of the term.
  The word 'ipokoo' is derived from 'ipok', meaning 'to learn' or 'to study', and 'tuku', which implies a digital or virtual environment.
  Therefore, the translated term 'Ariaa ngikari ipokoo tukuu' can be approximated as 'Modern Digital Learning Environment' or 'Innovative Humanities in the Digital Age'.
  This translation maintains cultural equivalence by utilizing Samburu terminology that aligns with Western academic conventions and reflects the digital aspect of humanities research.","","","Nilo-Saharan languages"
"sah","Yakut","Digital Humanities","Kodugolšina õöre","{
  ""translated_term"": ""Kodugolšina õöre"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' into Yakut (sah) by breaking it down into its constituent parts. \""Kodugolšina\"" is derived from the Yakut word for 'digital' or 'computer-related', and \""õöre\"" means 'humanities' or 'artistic disciplines'. This translation aims to capture the essence of the term while being sensitive to cultural equivalence. In academic conventions, it's common to use loanwords in Yakut language, especially when dealing with technical or modern concepts. The resulting phrase \""Kodugolšina õöre\"" should be understandable and usable within the context of Digital Humanities research in Yakut culture.""
}","2026-04-20T05:37:03.299146Z","stop","165.0","1902071134.0","[]","77871084.0","llama3.1","131.0","350921125.0","2377438959.0","","","","2026-04-20 00:37:03","False","Цифровой гуманитарнай наукалар","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Yakut speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Yakut (ISO code: sah).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Yakut

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","I translated the term 'Digital Humanities' into Yakut (sah) by breaking it down into its constituent parts. ""Kodugolšina"" is derived from the Yakut word for 'digital' or 'computer-related', and ""õöre"" means 'humanities' or 'artistic disciplines'. This translation aims to capture the essence of the term while being sensitive to cultural equivalence. In academic conventions, it's common to use loanwords in Yakut language, especially when dealing with technical or modern concepts. The resulting phrase ""Kodugolšina õöre"" should be understandable and usable within the context of Digital Humanities research in Yakut culture.","","","Altaic languages"
"saf","Safaliba","Digital Humanities","ŋɛmɑ̀lɪ̃ː ðɪjɪtɑ́l","{
  ""translated_term"": ""ŋɛmɑ̀lɪ̃ː ðɪjɪtɑ́l"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Safaliba as ŋɛmɑ̀lɪ̃ː ðɪjɪtɑ́l, taking into account the language's phonetic and grammatical structures. 

In Safaliba, 'ŋɛmɑ̀lɪ̃ː' corresponds to 'humanities' in English, incorporating a nuanced understanding of the concept as it relates to the academic discipline. The term 'ðɪjɪtɑ́l', which means 'digital' or 'of the computer,' is added to convey the technological aspect of the field.

The combination of these two words reflects a culturally equivalent representation of the English term, acknowledging the Safaliba language's unique sound and grammatical patterns. This translation adheres to academic conventions in Safaliba, providing an accurate and clear representation of the Digital Humanities discipline within the context of Safaliban academia.""
}","2026-04-20T05:36:58.884296Z","stop","241.0","2793348752.0","[]","84200875.0","llama3.1","134.0","335843666.0","3278223750.0","","","","2026-04-20 00:36:58","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Safaliba speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Safaliba (ISO code: saf).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Safaliba

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' is translated into Safaliba as ŋɛmɑ̀lɪ̃ː ðɪjɪtɑ́l, taking into account the language's phonetic and grammatical structures. 

In Safaliba, 'ŋɛmɑ̀lɪ̃ː' corresponds to 'humanities' in English, incorporating a nuanced understanding of the concept as it relates to the academic discipline. The term 'ðɪjɪtɑ́l', which means 'digital' or 'of the computer,' is added to convey the technological aspect of the field.

The combination of these two words reflects a culturally equivalent representation of the English term, acknowledging the Safaliba language's unique sound and grammatical patterns. This translation adheres to academic conventions in Safaliba, providing an accurate and clear representation of the Digital Humanities discipline within the context of Safaliban academia.","","","Niger-Kordofanian languages"
"sad","Sandawe","Digital Humanities","Ŋiɗa a kwana","{
  ""translated_term"": ""Ŋiɗa a kwana"",
  ""translation_rationale"":
    ""The term 'Digital Humanities' is translated into Sandawe as Ŋiɗa a kwana, considering the following factors:

1. Scholarly accuracy: To convey the concept of digital humanities in Sandawe, I drew from the language's roots and structure to create an equivalent term. The prefix ŋi- (meaning 'new' or 'recent') is used to indicate the digital aspect, while a- represents the abstract or intellectual realm, and kwana means 'knowledge' or 'learning'. This construction is inspired by the way Sandawe speakers use prefixes and roots to convey complex ideas.

2. Cultural equivalence: The term Ŋiɗa a kwana acknowledges the importance of knowledge and learning in Sandawe culture. In traditional Sandawe society, oral storytelling and passing down knowledge from generation to generation are highly valued. By using this prefix-root combination, we acknowledge the digital humanities' focus on preserving and making accessible cultural heritage while also highlighting its innovative spirit.

3. Academic conventions in Sandawe: As a language with rich oral traditions, Sandawe has its own linguistic and grammatical structures. To ensure that Ŋiɗa a kwana follows academic conventions in Sandawe, I adhered to the standard practice of using prefixes and roots to convey abstract concepts. This translation also respects the language's morphological rules and phonetic patterns.
""
}","2026-04-20T05:36:53.590088Z","stop","304.0","3515363623.0","[]","77344833.0","llama3.1","131.0","338890750.0","4015465875.0","","","","2026-04-20 00:36:53","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Sandawe speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sandawe (ISO code: sad).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Sandawe

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","The term 'Digital Humanities' is translated into Sandawe as Ŋiɗa a kwana, considering the following factors:

1. Scholarly accuracy: To convey the concept of digital humanities in Sandawe, I drew from the language's roots and structure to create an equivalent term. The prefix ŋi- (meaning 'new' or 'recent') is used to indicate the digital aspect, while a- represents the abstract or intellectual realm, and kwana means 'knowledge' or 'learning'. This construction is inspired by the way Sandawe speakers use prefixes and roots to convey complex ideas.

2. Cultural equivalence: The term Ŋiɗa a kwana acknowledges the importance of knowledge and learning in Sandawe culture. In traditional Sandawe society, oral storytelling and passing down knowledge from generation to generation are highly valued. By using this prefix-root combination, we acknowledge the digital humanities' focus on preserving and making accessible cultural heritage while also highlighting its innovative spirit.

3. Academic conventions in Sandawe: As a language with rich oral traditions, Sandawe has its own linguistic and grammatical structures. To ensure that Ŋiɗa a kwana follows academic conventions in Sandawe, I adhered to the standard practice of using prefixes and roots to convey abstract concepts. This translation also respects the language's morphological rules and phonetic patterns.
","","","Language isolate"
"rwk","Rwa","Digital Humanities","Ubumenyi bwo gusoma kw'igihugu","{
""translated_term"": ""Ubumenyi bwo gusoma kw'igihugu"",
""translation_rationale"":
""We translated 'Digital Humanities' into Rwa as Ubumenyi bwo gusoma kw'igihugu, taking into consideration the following:

1. Scholarly accuracy: In Rwa, the term for humanities is ""gusoma"", which refers to the study of human culture, languages, and history. We added ""bwo"" to indicate a digital aspect, making it specific to the field of Digital Humanities.
2. Cultural equivalence: The phrase ""kw'igihugu"" translates to ""digital"" or ""new media"", emphasizing the intersection of traditional humanities with modern technologies.
3. Academic conventions in Rwa: In Rwandan academic contexts, it is common to use prefixes like ""bwo"" or ""kandi"" to indicate a digital or new aspect of a field. Our translation adheres to these conventions while conveying the core meaning of Digital Humanities.

This translation aims to accurately convey the essence of Digital Humanities in the Rwa language, making it accessible and understandable for scholars and researchers in Rwanda.""
}","2026-04-20T05:36:44.922585Z","stop","235.0","2719550080.0","[]","75269458.0","llama3.1","132.0","370634541.0","3228932750.0","","","","2026-04-20 00:36:44","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","You are an expert Digital Humanities scholar and native Rwa speaker with a deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rwa (ISO code: rwk).

	Provide your translation with consideration for:
	1. Scholarly accuracy 
	2. Cultural equivalence 
	3. Academic conventions in Rwa

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
	{'translated_term': 'your translation', 'translation_rationale': 'your detailed rationale'}","We translated 'Digital Humanities' into Rwa as Ubumenyi bwo gusoma kw'igihugu, taking into consideration the following:

1. Scholarly accuracy: In Rwa, the term for humanities is ","","","Niger-Kordofanian languages"
