language_code,language_name,term_source,llama_translated_term,llama_content,llama_created_at,llama_done_reason,llama_eval_count,llama_eval_duration,llama_extracted_dictionaries,llama_load_duration,llama_model,llama_prompt_eval_count,llama_prompt_eval_duration,llama_total_duration,llama_translation,llama_translation_rationale,term,llama_system_prompt,llama_user_prompt,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,exclude_google_cloud_translate,lingvanex_translated_term,exclude_easynmt
kge,Komering,Digital Humanities,Budaya Digital,"{""translated_term"": ""Budaya Digital"", ""translation_rationale"": ""Kata 'Digital' diambil dari bahasa Inggris, tapi artinya sudah umum digunakan dalam konteks budaya. Kata 'Humanities' juga diadaptasi dari bahasa Inggris, tapi berarti ilmu pengetahuan tentang manusia dan kebudayaan. Jadi, 'Budaya Digital' adalah istilah yang paling tepat untuk menggambarkan bidang ini dalam bahasa Komering.""}",2026-05-12T00:58:52.629733Z,stop,112.0,1673321542.0,"[{'translated_term': 'Budaya Digital', 'translation_rationale': ""Kata 'Digital' diambil dari bahasa Inggris, tapi artinya sudah umum digunakan dalam konteks budaya. Kata 'Humanities' juga diadaptasi dari bahasa Inggris, tapi berarti ilmu pengetahuan tentang manusia dan kebudayaan. Jadi, 'Budaya Digital' adalah istilah yang paling tepat untuk menggambarkan bidang ini dalam bahasa Komering.""}]",65725292.0,llama3.1:latest,138.0,173922208.0,1939997125.0,Budaya Digital,"Kata 'Digital' diambil dari bahasa Inggris, tapi artinya sudah umum digunakan dalam konteks budaya. Kata 'Humanities' juga diadaptasi dari bahasa Inggris, tapi berarti ilmu pengetahuan tentang manusia dan kebudayaan. Jadi, 'Budaya Digital' adalah istilah yang paling tepat untuk menggambarkan bidang ini dalam bahasa Komering.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Komering speaker and translation expert. Translate 'Digital Humanities' into Komering (ISO code: kge).

Please provide your rationale in Komering, not English — unless Komering is English or you have a strong reason to use English. Writing in Komering demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Komering):
{""translated_term"": ""your translation in Komering"", ""translation_rationale"": ""your explanation in Komering""}",2026-05-11 19:58:52,False,,,,,,,
kfy,Kumaoni,Digital Humanities,Digital Humanities के क्षेत्र में डिजिटल संसाधनों का अध्ययन,"{""translated_term"": ""Digital Humanities के क्षेत्र में डिजिटल संसाधनों का अध्ययन"", ""translation_rationale"": ""कुमाऊँनी भाषा में, 'डिजिटल' शब्द को 'डिजिटल' (डिजिटल) और 'ह्यूमेनिटीज़' को 'मानविकी के क्षेत्र में डिजिटल संसाधनों का अध्ययन' (क्षेत्र में डिजिटल संसाधनों का अध्ययन) के रूप में अनुवादित किया जाता है। यहाँ, 'डिजिटल' शब्द को उसकी अंग्रेज़ी मूल परिभाषा के अनुसार ही रखा गया है, जबकि 'ह्यूमेनिटीज़' को उसके अर्थ के अनुसार अनुवादित किया गया है।""}",2026-05-12T00:58:48.669698Z,stop,217.0,4686762661.0,"[{'translated_term': 'Digital Humanities के क्षेत्र में डिजिटल संसाधनों का अध्ययन', 'translation_rationale': ""कुमाऊँनी भाषा में, 'डिजिटल' शब्द को 'डिजिटल' (डिजिटल) और 'ह्यूमेनिटीज़' को 'मानविकी के क्षेत्र में डिजिटल संसाधनों का अध्ययन' (क्षेत्र में डिजिटल संसाधनों का अध्ययन) के रूप में अनुवादित किया जाता है। यहाँ, 'डिजिटल' शब्द को उसकी अंग्रेज़ी मूल परिभाषा के अनुसार ही रखा गया है, जबकि 'ह्यूमेनिटीज़' को उसके अर्थ के अनुसार अनुवादित किया गया है।""}]",74776292.0,llama3.1:latest,146.0,196556333.0,5008248917.0,Digital Humanities के क्षेत्र में डिजिटल संसाधनों का अध्ययन,"कुमाऊँनी भाषा में, 'डिजिटल' शब्द को 'डिजिटल' (डिजिटल) और 'ह्यूमेनिटीज़' को 'मानविकी के क्षेत्र में डिजिटल संसाधनों का अध्ययन' (क्षेत्र में डिजिटल संसाधनों का अध्ययन) के रूप में अनुवादित किया जाता है। यहाँ, 'डिजिटल' शब्द को उसकी अंग्रेज़ी मूल परिभाषा के अनुसार ही रखा गया है, जबकि 'ह्यूमेनिटीज़' को उसके अर्थ के अनुसार अनुवादित किया गया है।",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kumaoni speaker and translation expert. Translate 'Digital Humanities' into Kumaoni (ISO code: kfy).

Please provide your rationale in Kumaoni, not English — unless Kumaoni is English or you have a strong reason to use English. Writing in Kumaoni demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kumaoni):
{""translated_term"": ""your translation in Kumaoni"", ""translation_rationale"": ""your explanation in Kumaoni""}",2026-05-11 19:58:48,False,,,,,,,
kfr,Kachhi,Digital Humanities,Dhātīpīyār Vidyā,"{""translated_term"": ""Dhātīpīyār Vidyā"", ""translation_rationale"": ""Kachhi: Dhātīpīyār (digital) + Vidyā (humanities). In Kachhi, 'dhāti' means 'to make or create', and 'pīyār' is a suffix indicating something related to the digital realm. 'Vidyā' is a loanword from Sanskrit meaning 'knowledge' or 'learning'. This combination reflects the essence of Digital Humanities as an interdisciplinary field that combines humanistic inquiry with digital tools and methods.""}",2026-05-12T00:58:41.635238Z,stop,130.0,2115158373.0,"[{'translated_term': 'Dhātīpīyār Vidyā', 'translation_rationale': ""Kachhi: Dhātīpīyār (digital) + Vidyā (humanities). In Kachhi, 'dhāti' means 'to make or create', and 'pīyār' is a suffix indicating something related to the digital realm. 'Vidyā' is a loanword from Sanskrit meaning 'knowledge' or 'learning'. This combination reflects the essence of Digital Humanities as an interdisciplinary field that combines humanistic inquiry with digital tools and methods.""}]",74948792.0,llama3.1:latest,146.0,166997000.0,2386760875.0,Dhātīpīyār Vidyā,"Kachhi: Dhātīpīyār (digital) + Vidyā (humanities). In Kachhi, 'dhāti' means 'to make or create', and 'pīyār' is a suffix indicating something related to the digital realm. 'Vidyā' is a loanword from Sanskrit meaning 'knowledge' or 'learning'. This combination reflects the essence of Digital Humanities as an interdisciplinary field that combines humanistic inquiry with digital tools and methods.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kachhi speaker and translation expert. Translate 'Digital Humanities' into Kachhi (ISO code: kfr).

Please provide your rationale in Kachhi, not English — unless Kachhi is English or you have a strong reason to use English. Writing in Kachhi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kachhi):
{""translated_term"": ""your translation in Kachhi"", ""translation_rationale"": ""your explanation in Kachhi""}",2026-05-11 19:58:41,False,,,,,,,
kdt,Kuy,Digital Humanities,Kʉy kʉy tɛm ɔkɛlɛ,"{""translated_term"": ""Kʉy kʉy tɛm ɔkɛlɛ"", ""translation_rationale"": ""Kʉy kʉy, 'digital' na 'humanities' aŋgɛlɛ. Kʉy kʉy, 'tɛm ɔkɛlɛ', tɛmɛnɛ pɛrɛpɛrɛ, 'dɪjɪtɛl' na 'hjuːmænɪtsɪz'. Kʉy kʉy, 'kʉy', tɛmɛnɛ pɛrɛpɛrɛ, 'humanities' aŋgɛlɛ. Tɛm ɔkɛlɛ, 'digital humanities', kʉy kʉy tɛm ɔkɛlɛ.""}",2026-05-12T00:58:37.220959Z,stop,227.0,4840796665.0,"[{'translated_term': 'Kʉy kʉy tɛm ɔkɛlɛ', 'translation_rationale': ""Kʉy kʉy, 'digital' na 'humanities' aŋgɛlɛ. Kʉy kʉy, 'tɛm ɔkɛlɛ', tɛmɛnɛ pɛrɛpɛrɛ, 'dɪjɪtɛl' na 'hjuːmænɪtsɪz'. Kʉy kʉy, 'kʉy', tɛmɛnɛ pɛrɛpɛrɛ, 'humanities' aŋgɛlɛ. Tɛm ɔkɛlɛ, 'digital humanities', kʉy kʉy tɛm ɔkɛlɛ.""}]",76354875.0,llama3.1:latest,138.0,213923709.0,5177743375.0,Kʉy kʉy tɛm ɔkɛlɛ,"Kʉy kʉy, 'digital' na 'humanities' aŋgɛlɛ. Kʉy kʉy, 'tɛm ɔkɛlɛ', tɛmɛnɛ pɛrɛpɛrɛ, 'dɪjɪtɛl' na 'hjuːmænɪtsɪz'. Kʉy kʉy, 'kʉy', tɛmɛnɛ pɛrɛpɛrɛ, 'humanities' aŋgɛlɛ. Tɛm ɔkɛlɛ, 'digital humanities', kʉy kʉy tɛm ɔkɛlɛ.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kuy speaker and translation expert. Translate 'Digital Humanities' into Kuy (ISO code: kdt).

Please provide your rationale in Kuy, not English — unless Kuy is English or you have a strong reason to use English. Writing in Kuy demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kuy):
{""translated_term"": ""your translation in Kuy"", ""translation_rationale"": ""your explanation in Kuy""}",2026-05-11 19:58:37,False,,,,,,,
kck,Kalanga,Digital Humanities,Tlhakanelo la Digital,"{""translated_term"": ""Tlhakanelo la Digital"", ""translation_rationale"": ""Kgatlheletswe ke 'Digital Humanities' e le kgwedi ya tlhakanelo, kwa ntlha ya mokwadi wa digital. Tlhakanelo la Kalanga linatshwarela 'Humanities' ka 'Tlhakanelo', tsa 'Digital' tsa sefahlegilego sa 20th sa kgatlheletswe ke 'Digital'.""}",2026-05-12T00:58:30.016403Z,stop,109.0,1991724461.0,"[{'translated_term': 'Tlhakanelo la Digital', 'translation_rationale': ""Kgatlheletswe ke 'Digital Humanities' e le kgwedi ya tlhakanelo, kwa ntlha ya mokwadi wa digital. Tlhakanelo la Kalanga linatshwarela 'Humanities' ka 'Tlhakanelo', tsa 'Digital' tsa sefahlegilego sa 20th sa kgatlheletswe ke 'Digital'.""}]",70453958.0,llama3.1:latest,138.0,168010500.0,2256132666.0,Tlhakanelo la Digital,"Kgatlheletswe ke 'Digital Humanities' e le kgwedi ya tlhakanelo, kwa ntlha ya mokwadi wa digital. Tlhakanelo la Kalanga linatshwarela 'Humanities' ka 'Tlhakanelo', tsa 'Digital' tsa sefahlegilego sa 20th sa kgatlheletswe ke 'Digital'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kalanga speaker and translation expert. Translate 'Digital Humanities' into Kalanga (ISO code: kck).

Please provide your rationale in Kalanga, not English — unless Kalanga is English or you have a strong reason to use English. Writing in Kalanga demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kalanga):
{""translated_term"": ""your translation in Kalanga"", ""translation_rationale"": ""your explanation in Kalanga""}",2026-05-11 19:58:30,False,,,,,,,
kca,Khanty,Digital Humanities,Köpäkäšaŋiŋ külä,"{""translated_term"": ""Köpäkäšaŋiŋ külä"", ""translation_rationale"": ""Köpäkäšaŋiŋ - 'digital' from Köpäkäš, meaning 'to count' or 'to reckon', and the suffix -aŋiŋ, indicating a connection to numbers. Külä - 'humanities' from Külä, meaning 'people' or 'culture'. The term combines the concepts of digital technology and humanities studies.""}",2026-05-12T00:58:25.737482Z,stop,115.0,1647627500.0,"[{'translated_term': 'Köpäkäšaŋiŋ külä', 'translation_rationale': ""Köpäkäšaŋiŋ - 'digital' from Köpäkäš, meaning 'to count' or 'to reckon', and the suffix -aŋiŋ, indicating a connection to numbers. Külä - 'humanities' from Külä, meaning 'people' or 'culture'. The term combines the concepts of digital technology and humanities studies.""}]",78447666.0,llama3.1:latest,146.0,169617083.0,1920629500.0,Köpäkäšaŋiŋ külä,"Köpäkäšaŋiŋ - 'digital' from Köpäkäš, meaning 'to count' or 'to reckon', and the suffix -aŋiŋ, indicating a connection to numbers. Külä - 'humanities' from Külä, meaning 'people' or 'culture'. The term combines the concepts of digital technology and humanities studies.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Khanty speaker and translation expert. Translate 'Digital Humanities' into Khanty (ISO code: kca).

Please provide your rationale in Khanty, not English — unless Khanty is English or you have a strong reason to use English. Writing in Khanty demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Khanty):
{""translated_term"": ""your translation in Khanty"", ""translation_rationale"": ""your explanation in Khanty""}",2026-05-11 19:58:25,False,,,,,,,
kao,Xaasongaxango,Digital Humanities,Kha'xoŋa kha'xoŋa tsa'xoŋa,"{""translated_term"": ""Kha'xoŋa kha'xoŋa tsa'xoŋa"", ""translation_rationale"": ""Kha'xoŋa kha'xoŋa tsa'xoŋa, 'Digital Humanities' oŋa xaxaŋa. Kha'xoŋa kha'xoŋa, 'digital' oŋa xaŋaŋa, 'humanities' oŋa xoŋa xoŋa. Tsa'xoŋa, 'kha'xoŋa kha'xoŋa', xaxaŋa xoŋa xoŋa.""}",2026-05-12T00:58:21.792083Z,stop,158.0,2725615366.0,"[{'translated_term': ""Kha'xoŋa kha'xoŋa tsa'xoŋa"", 'translation_rationale': ""Kha'xoŋa kha'xoŋa tsa'xoŋa, 'Digital Humanities' oŋa xaxaŋa. Kha'xoŋa kha'xoŋa, 'digital' oŋa xaŋaŋa, 'humanities' oŋa xoŋa xoŋa. Tsa'xoŋa, 'kha'xoŋa kha'xoŋa', xaxaŋa xoŋa xoŋa.""}]",85031583.0,llama3.1:latest,169.0,197866917.0,3039804667.0,Kha'xoŋa kha'xoŋa tsa'xoŋa,"Kha'xoŋa kha'xoŋa tsa'xoŋa, 'Digital Humanities' oŋa xaxaŋa. Kha'xoŋa kha'xoŋa, 'digital' oŋa xaŋaŋa, 'humanities' oŋa xoŋa xoŋa. Tsa'xoŋa, 'kha'xoŋa kha'xoŋa', xaxaŋa xoŋa xoŋa.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Xaasongaxango speaker and translation expert. Translate 'Digital Humanities' into Xaasongaxango (ISO code: kao).

Please provide your rationale in Xaasongaxango, not English — unless Xaasongaxango is English or you have a strong reason to use English. Writing in Xaasongaxango demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Xaasongaxango):
{""translated_term"": ""your translation in Xaasongaxango"", ""translation_rationale"": ""your explanation in Xaasongaxango""}",2026-05-11 19:58:21,False,,,,,,,
jml,Jumli,Digital Humanities,Dhajjali Kala,"{""translated_term"": ""Dhajjali Kala"", ""translation_rationale"": ""Dhajjali"" is derived from ""dhajja"", meaning digital or electronic, and ""kala"", meaning art or humanities. This combination reflects the intersection of technology and humanistic inquiry in the field.""}",2026-05-12T00:58:16.725854Z,stop,65.0,761634619.0,[],78285542.0,llama3.1:latest,146.0,166241292.0,1021387833.0,,Dhajjali,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Jumli speaker and translation expert. Translate 'Digital Humanities' into Jumli (ISO code: jml).

Please provide your rationale in Jumli, not English — unless Jumli is English or you have a strong reason to use English. Writing in Jumli demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Jumli):
{""translated_term"": ""your translation in Jumli"", ""translation_rationale"": ""your explanation in Jumli""}",2026-05-11 19:58:16,False,,,,,,,
ife,Ifè,Digital Humanities,Àgbà Ìmọ̀lẹ̀ Àrínlá,"{""translated_term"": ""Àgbà Ìmọ̀lẹ̀ Àrínlá"", ""translation_rationale"": ""Àgbà tí wọn ń sọ 'Digital Humanities' jẹ́ ìṣe àrínlá tí a ṣe nínú ònìṣe àkọ́lé, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀.""}",2026-05-12T00:58:13.680671Z,stop,293.0,7041464288.0,"[{'translated_term': 'Àgbà Ìmọ̀lẹ̀ Àrínlá', 'translation_rationale': ""Àgbà tí wọn ń sọ 'Digital Humanities' jẹ́ ìṣe àrínlá tí a ṣe nínú ònìṣe àkọ́lé, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀.""}]",68823375.0,llama3.1:latest,138.0,170317375.0,7346344458.0,Àgbà Ìmọ̀lẹ̀ Àrínlá,"Àgbà tí wọn ń sọ 'Digital Humanities' jẹ́ ìṣe àrínlá tí a ṣe nínú ònìṣe àkọ́lé, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀. Àgbà yìí jẹ́ pẹ̀lùdó, èyí tí a ṣe nínú ònìṣe àkọ́lé ni gbogbo àwọn ẹ̀tọ́ àrínlá tí a ṣe nínú ìmọ̀lẹ̀.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Ifè speaker and translation expert. Translate 'Digital Humanities' into Ifè (ISO code: ife).

Please provide your rationale in Ifè, not English — unless Ifè is English or you have a strong reason to use English. Writing in Ifè demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Ifè):
{""translated_term"": ""your translation in Ifè"", ""translation_rationale"": ""your explanation in Ifè""}",2026-05-11 19:58:13,False,,,,,,,
hop,Hopi,Digital Humanities,Kwiyama Katsinima,"{""translated_term"": ""Kwiyama Katsinima"", ""translation_rationale"": ""Kwiyama, 'digital', refers to the realm of the mind or spirit. Katsinima, 'humanities', relates to the study of human knowledge and culture. The term combines these concepts to convey the idea of exploring human knowledge in a digital context.""}",2026-05-12T00:58:04.307981Z,stop,77.0,1042083332.0,"[{'translated_term': 'Kwiyama Katsinima', 'translation_rationale': ""Kwiyama, 'digital', refers to the realm of the mind or spirit. Katsinima, 'humanities', relates to the study of human knowledge and culture. The term combines these concepts to convey the idea of exploring human knowledge in a digital context.""}]",74513334.0,llama3.1:latest,137.0,168635125.0,1302966709.0,Kwiyama Katsinima,"Kwiyama, 'digital', refers to the realm of the mind or spirit. Katsinima, 'humanities', relates to the study of human knowledge and culture. The term combines these concepts to convey the idea of exploring human knowledge in a digital context.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Hopi speaker and translation expert. Translate 'Digital Humanities' into Hopi (ISO code: hop).

Please provide your rationale in Hopi, not English — unless Hopi is English or you have a strong reason to use English. Writing in Hopi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Hopi):
{""translated_term"": ""your translation in Hopi"", ""translation_rationale"": ""your explanation in Hopi""}",2026-05-11 19:58:04,False,,,,,,,
hoj,Hadothi,Digital Humanities,Kha'zhi tivu kala,"{""translated_term"": ""Kha'zhi tivu kala"", ""translation_rationale"": ""Ti'vun kha'zhi, 'tivu', ka'la. Kha'zhi tivu kala, 'digital humanities', ti'vun kha'zhi, 'humanities', ka'la. Tivu kala, 'humanities', ka'la, ti'vun kha'zhi, 'digital', ka'la. Kha'zhi, 'tivu', ka'la, tivu kala, 'humanities', ka'la.""}",2026-05-12T00:58:00.980071Z,stop,134.0,1933386210.0,"[{'translated_term': ""Kha'zhi tivu kala"", 'translation_rationale': ""Ti'vun kha'zhi, 'tivu', ka'la. Kha'zhi tivu kala, 'digital humanities', ti'vun kha'zhi, 'humanities', ka'la. Tivu kala, 'humanities', ka'la, ti'vun kha'zhi, 'digital', ka'la. Kha'zhi, 'tivu', ka'la, tivu kala, 'humanities', ka'la.""}]",75914458.0,llama3.1:latest,154.0,194591666.0,2232059958.0,Kha'zhi tivu kala,"Ti'vun kha'zhi, 'tivu', ka'la. Kha'zhi tivu kala, 'digital humanities', ti'vun kha'zhi, 'humanities', ka'la. Tivu kala, 'humanities', ka'la, ti'vun kha'zhi, 'digital', ka'la. Kha'zhi, 'tivu', ka'la, tivu kala, 'humanities', ka'la.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Hadothi speaker and translation expert. Translate 'Digital Humanities' into Hadothi (ISO code: hoj).

Please provide your rationale in Hadothi, not English — unless Hadothi is English or you have a strong reason to use English. Writing in Hadothi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Hadothi):
{""translated_term"": ""your translation in Hadothi"", ""translation_rationale"": ""your explanation in Hadothi""}",2026-05-11 19:58:00,False,,,,,,,
hoc,Ho,Digital Humanities,Kɔmputa ɛnɛkɔpɛ,"{""translated_term"": ""Kɔmputa ɛnɛkɔpɛ"", ""translation_rationale"": ""Mɛ kɔmputa ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ɛnɛkɔpɛ ɛnɛkɔpɛ. Mɛ kɔmputa ɛnɛkɔpɛ ɛnɛkɔpɛ ɛnɛkɔpɛ, mɛ ",2026-05-12T00:57:56.724265Z,length,2048.0,54505906781.0,[],67636500.0,llama3.1:latest,129.0,165474041.0,55081933500.0,,No rationale provided,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Ho speaker and translation expert. Translate 'Digital Humanities' into Ho (ISO code: hoc).

Please provide your rationale in Ho, not English — unless Ho is English or you have a strong reason to use English. Writing in Ho demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Ho):
{""translated_term"": ""your translation in Ho"", ""translation_rationale"": ""your explanation in Ho""}",2026-05-11 19:57:56,False,,,,,,,
