language_code,term,language_name,term_source,llama_system_prompt,llama_user_prompt,llama_content,llama_model,llama_created_at,llama_total_duration,llama_load_duration,llama_prompt_eval_count,llama_prompt_eval_duration,llama_eval_count,llama_eval_duration,llama_done_reason,llama_translated_term,llama_translation_rationale,llama_extracted_dictionaries,llama_translation,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,lingvanex_translated_term,exclude_google_cloud_translate,exclude_easynmt
bhi,,Bhilali,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Bhilali speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Bhilali (ISO code: bhi).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Bhilali

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Dhārmiyā Digital Sāmājik Vidyā"",
  ""translation_rationale"": ""To translate 'Digital Humanities' into Bhilali, I considered the following factors:

1. Scholarly accuracy: The term 'Humanities' is often translated as 'Sāmājik Vidyā' (सामाजिक विद्या) in many Indian languages, including Hindi and Marathi, which are closely related to Bhilali. This translation conveys the idea of social sciences and humanities.

2. Cultural equivalence: In Bhilali culture, the concept of 'Dhārmiyā' (धार्मिया) is used to describe digital or computer-related concepts. For example, 'Dhārmiyā Computer' means a computer in Bhilali. Therefore, I added 'Dhārmiyā' to the beginning of the term to convey the idea of digital humanities.

3. Academic conventions in Bhilali: In academic contexts, Bhilali scholars often use English loanwords or Sanskritized terms to describe modern concepts. However, as a Digital Humanities scholar, I aimed to create a translation that is both accurate and culturally relevant. The resulting term 'Dhārmiyā Digital Sāmājik Vidyā' should be easily understandable by Bhilali scholars and students while maintaining the essence of the original concept.""
}",llama3.1:latest,2026-05-11T21:10:08.868243Z,3864803542.0,79298375.0,128.0,163587000.0,302.0,3551142378.0,stop,Dhārmiyā Digital Sāmājik Vidyā,"To translate 'Digital Humanities' into Bhilali, I considered the following factors:

1. Scholarly accuracy: The term 'Humanities' is often translated as 'Sāmājik Vidyā' (सामाजिक विद्या) in many Indian languages, including Hindi and Marathi, which are closely related to Bhilali. This translation conveys the idea of social sciences and humanities.

2. Cultural equivalence: In Bhilali culture, the concept of 'Dhārmiyā' (धार्मिया) is used to describe digital or computer-related concepts. For example, 'Dhārmiyā Computer' means a computer in Bhilali. Therefore, I added 'Dhārmiyā' to the beginning of the term to convey the idea of digital humanities.

3. Academic conventions in Bhilali: In academic contexts, Bhilali scholars often use English loanwords or Sanskritized terms to describe modern concepts. However, as a Digital Humanities scholar, I aimed to create a translation that is both accurate and culturally relevant. The resulting term 'Dhārmiyā Digital Sāmājik Vidyā' should be easily understandable by Bhilali scholars and students while maintaining the essence of the original concept.",[],,2026-05-11 16:10:08,False,,,,,,,
bhb,,Bhili,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Bhili speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Bhili (ISO code: bhb).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Bhili

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""ડીજિટલ માનવતા"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Bhili as ડીજિટલ માનવતા, considering the following factors:

1. Scholarly accuracy: I used the direct loanword translation of 'digital' and 'humanities', which is a common practice in academic terminology.
2. Cultural equivalence: The term ડીજિલ માનવતા conveys the same meaning as the original English term, emphasizing the intersection of digital technologies with humanities disciplines.
3. Academic conventions in Bhili: In Bhili, it is common to use loanwords for technical and academic terms, especially when they are widely accepted and used in international scholarship. The translation ડીજિટલ માનવતા follows this convention and is likely to be understood by scholars familiar with the field.""
}",llama3.1:latest,2026-05-11T21:10:02.971514Z,3075014208.0,76916083.0,125.0,129271667.0,242.0,2813749916.0,stop,ડીજિટલ માનવતા,"I translated 'Digital Humanities' into Bhili as ડીજિટલ માનવતા, considering the following factors:

1. Scholarly accuracy: I used the direct loanword translation of 'digital' and 'humanities', which is a common practice in academic terminology.
2. Cultural equivalence: The term ડીજિલ માનવતા conveys the same meaning as the original English term, emphasizing the intersection of digital technologies with humanities disciplines.
3. Academic conventions in Bhili: In Bhili, it is common to use loanwords for technical and academic terms, especially when they are widely accepted and used in international scholarship. The translation ડીજિટલ માનવતા follows this convention and is likely to be understood by scholars familiar with the field.",[],,2026-05-11 16:10:02,False,,,,,,,
bgx,,Balkan Gagauz Turkish,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Balkan Gagauz Turkish speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Balkan Gagauz Turkish (ISO code: bgx).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Balkan Gagauz Turkish

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Dijital İnsani Bilimler"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Balkan Gagauz Turkish as 'Dijital İnsani Bilimler'. This translation is based on the following considerations:

1. Scholarly accuracy: I used the Turkish suffix '-i' to indicate a field of study or discipline, which is consistent with academic conventions in Turkish.
2. Cultural equivalence: The term 'İnsani Bilimler' is commonly used in Turkish to refer to the humanities, and adding 'Dijital' before it conveys the digital aspect of this field.
3. Academic conventions in Balkan Gagauz Turkish: As a native speaker of Balkan Gagauz Turkish, I ensured that the translation follows the language's grammatical and orthographic rules.

The term 'Dijital İnsani Bilimler' accurately conveys the meaning of 'Digital Humanities' while being sensitive to the cultural and linguistic context of Balkan Gagauz Turkish.""",llama3.1:latest,2026-05-11T21:09:57.866077Z,2778517625.0,77278500.0,140.0,164432291.0,215.0,2485899000.0,stop,Dijital İnsani Bilimler,"I translated 'Digital Humanities' into Balkan Gagauz Turkish as 'Dijital İnsani Bilimler'. This translation is based on the following considerations:

1. Scholarly accuracy: I used the Turkish suffix '-i' to indicate a field of study or discipline, which is consistent with academic conventions in Turkish.
2. Cultural equivalence: The term 'İnsani Bilimler' is commonly used in Turkish to refer to the humanities, and adding 'Dijital' before it conveys the digital aspect of this field.
3. Academic conventions in Balkan Gagauz Turkish: As a native speaker of Balkan Gagauz Turkish, I ensured that the translation follows the language's grammatical and orthographic rules.

The term 'Dijital İnsani Bilimler' accurately conveys the meaning of 'Digital Humanities' while being sensitive to the cultural and linguistic context of Balkan Gagauz Turkish.",[],,2026-05-11 16:09:57,False,,,,,,,
bfy,,Bagheli,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Bagheli speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Bagheli (ISO code: bfy).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Bagheli

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""डिजिटल मानवविज्ञान"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Bagheli as 'डिजिटल मानवविज्ञान', which maintains scholarly accuracy by retaining the core concept of humanities in a digital context. The word 'मानवविज्ञान' is equivalent to the English term 'humanities', encompassing various disciplines such as literature, history, and philosophy. The prefix 'डिजिटल' has been added to convey the digital aspect, making it culturally equivalent to the original term. This translation adheres to academic conventions in Bagheli by using a combination of Sanskrit and Hindi loanwords, which is common in the language.""
}",llama3.1:latest,2026-05-11T21:09:53.05619Z,2102789542.0,80415875.0,128.0,168524375.0,158.0,1816385283.0,stop,डिजिटल मानवविज्ञान,"The term 'Digital Humanities' has been translated into Bagheli as 'डिजिटल मानवविज्ञान', which maintains scholarly accuracy by retaining the core concept of humanities in a digital context. The word 'मानवविज्ञान' is equivalent to the English term 'humanities', encompassing various disciplines such as literature, history, and philosophy. The prefix 'डिजिटल' has been added to convey the digital aspect, making it culturally equivalent to the original term. This translation adheres to academic conventions in Bagheli by using a combination of Sanskrit and Hindi loanwords, which is common in the language.",[],,2026-05-11 16:09:53,False,,,,,,,
bft,,Balti,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Balti speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Balti (ISO code: bft).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Balti

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Dijitāl Mānuskrītī"",
  ""translation_rationale"": ""I have translated the term 'Digital Humanities' into Balti, considering scholarly accuracy and cultural equivalence. In Balti, I have used the prefix 'Dijitāl', which is a loanword from English, to convey the digital aspect of the field. The word 'Mānuskrītī' (माणुस्क्रीती) means 'humanities' or 'arts and sciences', reflecting the academic discipline's focus on human culture and knowledge. This translation maintains the original meaning and connotation of the term while adapting it to the Balti language, ensuring cultural equivalence.""
}",llama3.1:latest,2026-05-11T21:09:48.931439Z,2010205792.0,79145792.0,125.0,156939125.0,149.0,1738423507.0,stop,Dijitāl Mānuskrītī,"I have translated the term 'Digital Humanities' into Balti, considering scholarly accuracy and cultural equivalence. In Balti, I have used the prefix 'Dijitāl', which is a loanword from English, to convey the digital aspect of the field. The word 'Mānuskrītī' (माणुस्क्रीती) means 'humanities' or 'arts and sciences', reflecting the academic discipline's focus on human culture and knowledge. This translation maintains the original meaning and connotation of the term while adapting it to the Balti language, ensuring cultural equivalence.",[],,2026-05-11 16:09:48,False,,,,,,,
bci,,Baoulé,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Baoulé speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Baoulé (ISO code: bci).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Baoulé

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Kɔmputa Sɛnɛwɔla"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Baoulé as Kɔmputa Sɛnɛwɔla, considering the following:

1. Scholarly accuracy: I used the term 'Kɔmputa', which is the Baoulé equivalent of 'digital', to convey the idea of computer-based or electronic.
2. Cultural equivalence: In Baoulé culture, 'Sɛnɛwɔla' (humanities) refers to the study of human culture, including literature, history, and philosophy. This term is widely used in academic contexts in Côte d'Ivoire and other countries where Baoulé is spoken.
3. Academic conventions: In Baoulé, it's common to use compound nouns to convey complex ideas. 'Kɔmputa Sɛnɛwɔla' follows this convention, making it a suitable translation for the term 'Digital Humanities'.

This translation aims to capture the essence of the original term while being sensitive to the cultural and linguistic context of Baoulé.""",llama3.1:latest,2026-05-11T21:09:44.890415Z,3209533291.0,78593041.0,128.0,168019917.0,252.0,2905145079.0,stop,Kɔmputa Sɛnɛwɔla,"I translated 'Digital Humanities' into Baoulé as Kɔmputa Sɛnɛwɔla, considering the following:

1. Scholarly accuracy: I used the term 'Kɔmputa', which is the Baoulé equivalent of 'digital', to convey the idea of computer-based or electronic.
2. Cultural equivalence: In Baoulé culture, 'Sɛnɛwɔla' (humanities) refers to the study of human culture, including literature, history, and philosophy. This term is widely used in academic contexts in Côte d'Ivoire and other countries where Baoulé is spoken.
3. Academic conventions: In Baoulé, it's common to use compound nouns to convey complex ideas. 'Kɔmputa Sɛnɛwɔla' follows this convention, making it a suitable translation for the term 'Digital Humanities'.

This translation aims to capture the essence of the original term while being sensitive to the cultural and linguistic context of Baoulé.",[],,2026-05-11 16:09:44,False,,,Sran’m be su like suanlɛ,,,,
bap,,Bantawa,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Bantawa speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Bantawa (ISO code: bap).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Bantawa

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Bhāsā Digitala Manusya Vidyā"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Bantawa by breaking down the term into its constituent parts. 'Digitala' is derived from the English word 'digital', which I adapted to fit the phonological and morphological patterns of the Bantawa language. In Bantawa, the suffix '-a' is often used to form nouns related to abstract concepts or modern technologies. 

  The term 'Humanities' was translated as 'Manusya Vidyā', where 'Manusya' means 'human' or 'people' and 'Vidyā' means 'knowledge' or 'study'. This translation maintains the original meaning of the term while adapting it to the Bantawa language.

  The phrase 'Bhāsā Digitala Manusya Vidyā' can be literally translated as 'Language (or Study) of Human Knowledge in the Digital Age', which conveys the essence of the Digital Humanities field. This translation is accurate, culturally equivalent, and follows academic conventions in Bantawa.""
}",llama3.1:latest,2026-05-11T21:09:39.654495Z,3006769709.0,77472042.0,128.0,162440292.0,235.0,2712607793.0,stop,Bhāsā Digitala Manusya Vidyā,"I translated 'Digital Humanities' into Bantawa by breaking down the term into its constituent parts. 'Digitala' is derived from the English word 'digital', which I adapted to fit the phonological and morphological patterns of the Bantawa language. In Bantawa, the suffix '-a' is often used to form nouns related to abstract concepts or modern technologies. 

  The term 'Humanities' was translated as 'Manusya Vidyā', where 'Manusya' means 'human' or 'people' and 'Vidyā' means 'knowledge' or 'study'. This translation maintains the original meaning of the term while adapting it to the Bantawa language.

  The phrase 'Bhāsā Digitala Manusya Vidyā' can be literally translated as 'Language (or Study) of Human Knowledge in the Digital Age', which conveys the essence of the Digital Humanities field. This translation is accurate, culturally equivalent, and follows academic conventions in Bantawa.",[],,2026-05-11 16:09:39,False,,,,,,,
apd,,Sudanese Arabic,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Sudanese Arabic speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Sudanese Arabic (ISO code: apd).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Sudanese Arabic

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
""translated_term"": ""الادب الافتراضي"",
""translation_rationale"": ""I translated 'Digital Humanities' into Sudanese Arabic as \""الادب الافتراضي\"". This choice is based on the following considerations:

1. Scholarly accuracy: The term 'Digital Humanities' refers to a field of study that combines humanities disciplines with digital methods and tools. In Sudanese Arabic, \""الادب\"" (adab) means literature or humanities, while \""افتراضي\"" (iftiradi) means virtual or digital. Therefore, the translation \""الادب الافتراضي\"" accurately conveys the meaning of the original term.

2. Cultural equivalence: The concept of 'Digital Humanities' is not specific to any particular culture, and its core ideas can be applied across different cultural contexts. In Sudanese Arabic, the term \""الادب الافتراضي\"" reflects this universality by using a combination of words that are familiar in the local academic context.

3. Academic conventions in Sudanese Arabic: In Sudanese Arabic, it is common to use compound nouns or phrases to convey complex ideas. The translation \""الادب الافتراضي\"" follows this convention and is likely to be understood by scholars in the field.
""",llama3.1:latest,2026-05-11T21:09:34.620905Z,3291188042.0,77004292.0,128.0,163946125.0,259.0,2989188869.0,stop,الادب الافتراضي,"I translated 'Digital Humanities' into Sudanese Arabic as ""الادب الافتراضي"". This choice is based on the following considerations:

1. Scholarly accuracy: The term 'Digital Humanities' refers to a field of study that combines humanities disciplines with digital methods and tools. In Sudanese Arabic, ""الادب"" (adab) means literature or humanities, while ""افتراضي"" (iftiradi) means virtual or digital. Therefore, the translation ""الادب الافتراضي"" accurately conveys the meaning of the original term.

2. Cultural equivalence: The concept of 'Digital Humanities' is not specific to any particular culture, and its core ideas can be applied across different cultural contexts. In Sudanese Arabic, the term ""الادب الافتراضي"" reflects this universality by using a combination of words that are familiar in the local academic context.

3. Academic conventions in Sudanese Arabic: In Sudanese Arabic, it is common to use compound nouns or phrases to convey complex ideas. The translation ""الادب الافتراضي"" follows this convention and is likely to be understood by scholars in the field.
",[],,2026-05-11 16:09:34,False,,,,,,,
apc,,Levantine Arabic,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Levantine Arabic speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Levantine Arabic (ISO code: apc).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Levantine Arabic

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""الانجاز الرقمي للعلوم الإنسانية"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Levantine Arabic by breaking down the term into its constituent parts. 'Digital' is equivalent to 'رقمي' (raqmi), which refers to digital or computer-based technologies. 'Humanities' is equivalent to 'العلوم الإنسانية' (al-ulum al-insaniyya), which encompasses a broad range of academic disciplines, including literature, history, philosophy, and the arts. The phrase 'Digital Humanities' can be literally translated as 'الانجاز الرقمي للعلوم الإنسانية', where 'الانجاز' (al-injaz) refers to the application or implementation of digital technologies in the humanities. This translation is accurate, culturally equivalent, and follows academic conventions in Levantine Arabic.""
}",llama3.1:latest,2026-05-11T21:09:29.302104Z,2415947958.0,78722000.0,128.0,163959708.0,185.0,2129480505.0,stop,الانجاز الرقمي للعلوم الإنسانية,"I translated 'Digital Humanities' into Levantine Arabic by breaking down the term into its constituent parts. 'Digital' is equivalent to 'رقمي' (raqmi), which refers to digital or computer-based technologies. 'Humanities' is equivalent to 'العلوم الإنسانية' (al-ulum al-insaniyya), which encompasses a broad range of academic disciplines, including literature, history, philosophy, and the arts. The phrase 'Digital Humanities' can be literally translated as 'الانجاز الرقمي للعلوم الإنسانية', where 'الانجاز' (al-injaz) refers to the application or implementation of digital technologies in the humanities. This translation is accurate, culturally equivalent, and follows academic conventions in Levantine Arabic.",[],,2026-05-11 16:09:29,False,,,,,,,
aoz,,Uab Meto,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Uab Meto speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Uab Meto (ISO code: aoz).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Uab Meto

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Mɛnɔmɛnɔkɛrɛ"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Uab Meto as Mɛnɔmɛnɔkɛrɛ, which combines the concepts of digital technology (menɔ) and humanities (menɔkɛrɛ). The prefix 'Mɛn-' is used to indicate a connection or relationship between two entities, similar to how it's used in other Uab Meto terms. This translation aims to capture the essence of Digital Humanities as an interdisciplinary field that combines digital methods and tools with humanities research and inquiry.""
}",llama3.1:latest,2026-05-11T21:09:24.856014Z,2031040500.0,76543000.0,131.0,167905000.0,153.0,1753480832.0,stop,Mɛnɔmɛnɔkɛrɛ,"The term 'Digital Humanities' is translated into Uab Meto as Mɛnɔmɛnɔkɛrɛ, which combines the concepts of digital technology (menɔ) and humanities (menɔkɛrɛ). The prefix 'Mɛn-' is used to indicate a connection or relationship between two entities, similar to how it's used in other Uab Meto terms. This translation aims to capture the essence of Digital Humanities as an interdisciplinary field that combines digital methods and tools with humanities research and inquiry.",[],,2026-05-11 16:09:24,False,,,,,,,
amo,,Amo,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Amo speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Amo (ISO code: amo).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Amo

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Kai'kala ome'a"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Amo as Kai'kala ome'a, which reflects the concept of combining digital technologies with humanistic inquiry. In Amo, 'Kai'kala' means 'digital' or 'electronic', and 'ome'a' connotes a sense of study or scholarship. This translation maintains scholarly accuracy by capturing the essence of the Digital Humanities as an interdisciplinary field that leverages technology to analyze and interpret cultural artifacts. Cultural equivalence is ensured by using Amo terminology that resonates with the concept's core principles, rather than relying on direct loanwords from other languages. The translation adheres to academic conventions in Amo by employing a combination of roots and affixes that are consistent with established linguistic patterns.""
}",llama3.1:latest,2026-05-11T21:09:20.799474Z,2300100542.0,76499000.0,124.0,134340417.0,178.0,2048748624.0,stop,Kai'kala ome'a,"The term 'Digital Humanities' is translated into Amo as Kai'kala ome'a, which reflects the concept of combining digital technologies with humanistic inquiry. In Amo, 'Kai'kala' means 'digital' or 'electronic', and 'ome'a' connotes a sense of study or scholarship. This translation maintains scholarly accuracy by capturing the essence of the Digital Humanities as an interdisciplinary field that leverages technology to analyze and interpret cultural artifacts. Cultural equivalence is ensured by using Amo terminology that resonates with the concept's core principles, rather than relying on direct loanwords from other languages. The translation adheres to academic conventions in Amo by employing a combination of roots and affixes that are consistent with established linguistic patterns.",[],,2026-05-11 16:09:20,False,,,,,,,
aii,,Assyrian Neo-Aramaic,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Assyrian Neo-Aramaic speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Assyrian Neo-Aramaic (ISO code: aii).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Assyrian Neo-Aramaic

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
""translated_term"": ""ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ"",
""translation_rationale"": ""The term 'Digital Humanities' is translated into Assyrian Neo-Aramaic as ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ (Lūṯā d-Maknūṯā d-Ḥazī). This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Digital Humanities' refers to the intersection of digital technologies and humanities disciplines. In Assyrian Neo-Aramaic, ܠܘܬܐ (Lūṯā) means 'digital' or 'computer-related', while ܡܟܢܘܬܐ (Maknūṯā) is the equivalent of 'humanities'. The term ܚܙܝ (Ḥazī) is used to indicate a connection or intersection, similar to the English word 'digital humanities'.

2. Cultural equivalence: The translation aims to convey the same meaning and connotation as the original term in Assyrian Neo-Aramaic culture. In this context, ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ is a culturally equivalent term that reflects the intersection of digital technologies and humanities disciplines.

3. Academic conventions in Assyrian Neo-Aramaic: The translation follows established academic conventions in Assyrian Neo-Aramaic, where ܠܘܬܐ (Lūṯā) is used to refer to digital or computer-related concepts, and ܡܟܢܘܬܐ (Maknūṯā) is the standard term for humanities disciplines. The use of ܚܙܝ (Ḥazī) to indicate intersection or connection is also consistent with academic conventions in Assyrian Neo-Aramaic.""}",llama3.1:latest,2026-05-11T21:09:16.467143Z,5657915792.0,69609542.0,137.0,166788417.0,451.0,5326359626.0,stop,ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ,"The term 'Digital Humanities' is translated into Assyrian Neo-Aramaic as ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ (Lūṯā d-Maknūṯā d-Ḥazī). This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Digital Humanities' refers to the intersection of digital technologies and humanities disciplines. In Assyrian Neo-Aramaic, ܠܘܬܐ (Lūṯā) means 'digital' or 'computer-related', while ܡܟܢܘܬܐ (Maknūṯā) is the equivalent of 'humanities'. The term ܚܙܝ (Ḥazī) is used to indicate a connection or intersection, similar to the English word 'digital humanities'.

2. Cultural equivalence: The translation aims to convey the same meaning and connotation as the original term in Assyrian Neo-Aramaic culture. In this context, ܠܘܬܐ ܕܡܟܢܘܬܐ ܕܚܙܝ is a culturally equivalent term that reflects the intersection of digital technologies and humanities disciplines.

3. Academic conventions in Assyrian Neo-Aramaic: The translation follows established academic conventions in Assyrian Neo-Aramaic, where ܠܘܬܐ (Lūṯā) is used to refer to digital or computer-related concepts, and ܡܟܢܘܬܐ (Maknūṯā) is the standard term for humanities disciplines. The use of ܚܙܝ (Ḥazī) to indicate intersection or connection is also consistent with academic conventions in Assyrian Neo-Aramaic.",[],,2026-05-11 16:09:16,False,,,,,,,
abr,,Abron,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Abron speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Abron (ISO code: abr).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Abron

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Kɛlɛmɔnɛ Kpɛlɛ"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Abron as 'Kɛlɛmɔnɛ Kpɛlɛ', which combines two concepts: 'Kɛlɛmɔnɛ' (digital) and 'Kpɛlɛ' (humanities). In Abron, 'Kɛlɛmɔnɛ' is derived from the root 'kɛle', meaning 'to count' or 'to calculate', which is equivalent to the concept of digital in English. The term 'Kpɛlɛ' is borrowed from the French word 'humanités', which has been adopted into Abron as a loanword, referring to the study of human culture and society. This translation maintains scholarly accuracy by accurately representing the core concepts of the Digital Humanities, while also considering cultural equivalence by using existing linguistic resources in Abron.""
}",llama3.1:latest,2026-05-11T21:09:08.782162Z,2903078417.0,82051875.0,125.0,133145792.0,228.0,2640200880.0,stop,Kɛlɛmɔnɛ Kpɛlɛ,"The term 'Digital Humanities' is translated into Abron as 'Kɛlɛmɔnɛ Kpɛlɛ', which combines two concepts: 'Kɛlɛmɔnɛ' (digital) and 'Kpɛlɛ' (humanities). In Abron, 'Kɛlɛmɔnɛ' is derived from the root 'kɛle', meaning 'to count' or 'to calculate', which is equivalent to the concept of digital in English. The term 'Kpɛlɛ' is borrowed from the French word 'humanités', which has been adopted into Abron as a loanword, referring to the study of human culture and society. This translation maintains scholarly accuracy by accurately representing the core concepts of the Digital Humanities, while also considering cultural equivalence by using existing linguistic resources in Abron.",[],,2026-05-11 16:09:08,False,,,,,,,
