service,variant,category,n_error_rows,n_languages,possible_cells,error_rows_per_attempt,error_languages_per_attempt
Claude,github_searcher,knowledge_gap,0,0,881,0.0,0.0
Claude,github_searcher,generic_refusal,0,0,881,0.0,0.0
Claude,github_searcher,repetition_loop,0,0,881,0.0,0.0
Claude,github_searcher,parse_format,0,0,881,0.0,0.0
Claude,github_searcher,other,0,0,881,0.0,0.0
Claude,github_searcher,unknown,0,0,881,0.0,0.0
Claude,judge,max_tokens,0,0,881,0.0,0.0
Claude,judge,api_error,0,0,881,0.0,0.0
Claude,judge,empty_translation,0,0,881,0.0,0.0
Claude,judge,ollama_timeout,0,0,881,0.0,0.0
Claude,judge,extinct_ancient,0,0,881,0.0,0.0
Claude,judge,knowledge_gap,0,0,881,0.0,0.0
Claude,judge,generic_refusal,0,0,881,0.0,0.0
Claude,judge,repetition_loop,0,0,881,0.0,0.0
Claude,judge,parse_format,0,0,881,0.0,0.0
Claude,judge,other,0,0,881,0.0,0.0
Claude,judge,unknown,0,0,881,0.0,0.0
Gemini,minimal,max_tokens,21,21,881,0.02383654937570942,0.02383654937570942
Gemini,minimal,api_error,7,7,881,0.007945516458569807,0.007945516458569807
Gemini,minimal,empty_translation,0,0,881,0.0,0.0
Gemini,minimal,ollama_timeout,0,0,881,0.0,0.0
Gemini,minimal,extinct_ancient,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemini,minimal,knowledge_gap,7,7,881,0.007945516458569807,0.007945516458569807
Gemini,minimal,generic_refusal,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemini,minimal,repetition_loop,0,0,881,0.0,0.0
Gemini,minimal,parse_format,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemini,minimal,other,2,2,881,0.0022701475595913734,0.0022701475595913734
Gemini,minimal,unknown,0,0,881,0.0,0.0
Gemini,fluent_speaker,max_tokens,3,3,881,0.00340522133938706,0.00340522133938706
Gemini,fluent_speaker,api_error,4,4,881,0.004540295119182747,0.004540295119182747
Gemini,fluent_speaker,empty_translation,0,0,881,0.0,0.0
Gemini,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
Gemini,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
Gemini,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
Gemini,fluent_speaker,generic_refusal,0,0,881,0.0,0.0
Gemini,fluent_speaker,repetition_loop,0,0,881,0.0,0.0
Gemini,fluent_speaker,parse_format,0,0,881,0.0,0.0
Gemini,fluent_speaker,other,3,3,881,0.00340522133938706,0.00340522133938706
Gemini,fluent_speaker,unknown,0,0,881,0.0,0.0
Gemini,github_searcher,max_tokens,8,8,881,0.009080590238365494,0.009080590238365494
Gemini,github_searcher,api_error,4,4,881,0.004540295119182747,0.004540295119182747
Gemini,github_searcher,empty_translation,0,0,881,0.0,0.0
Gemini,github_searcher,ollama_timeout,0,0,881,0.0,0.0
Gemini,github_searcher,extinct_ancient,7,7,881,0.007945516458569807,0.007945516458569807
Gemini,github_searcher,knowledge_gap,3,3,881,0.00340522133938706,0.00340522133938706
Gemini,github_searcher,generic_refusal,0,0,881,0.0,0.0
Gemini,github_searcher,repetition_loop,0,0,881,0.0,0.0
Gemini,github_searcher,parse_format,0,0,881,0.0,0.0
Gemini,github_searcher,other,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemini,github_searcher,unknown,0,0,881,0.0,0.0
Gemini,judge,max_tokens,2,2,881,0.0022701475595913734,0.0022701475595913734
Gemini,judge,api_error,10,8,881,0.011350737797956867,0.009080590238365494
Gemini,judge,empty_translation,0,0,881,0.0,0.0
Gemini,judge,ollama_timeout,0,0,881,0.0,0.0
Gemini,judge,extinct_ancient,0,0,881,0.0,0.0
Gemini,judge,knowledge_gap,0,0,881,0.0,0.0
Gemini,judge,generic_refusal,0,0,881,0.0,0.0
Gemini,judge,repetition_loop,0,0,881,0.0,0.0
Gemini,judge,parse_format,0,0,881,0.0,0.0
Gemini,judge,other,2,2,881,0.0022701475595913734,0.0022701475595913734
Gemini,judge,unknown,0,0,881,0.0,0.0
DeepSeek,minimal,max_tokens,0,0,881,0.0,0.0
DeepSeek,minimal,api_error,0,0,881,0.0,0.0
DeepSeek,minimal,empty_translation,0,0,881,0.0,0.0
DeepSeek,minimal,ollama_timeout,0,0,881,0.0,0.0
DeepSeek,minimal,extinct_ancient,0,0,881,0.0,0.0
DeepSeek,minimal,knowledge_gap,0,0,881,0.0,0.0
DeepSeek,minimal,generic_refusal,0,0,881,0.0,0.0
DeepSeek,minimal,repetition_loop,17,17,881,0.019296254256526674,0.019296254256526674
DeepSeek,minimal,parse_format,0,0,881,0.0,0.0
DeepSeek,minimal,other,0,0,881,0.0,0.0
DeepSeek,minimal,unknown,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,max_tokens,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,api_error,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,empty_translation,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,generic_refusal,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,repetition_loop,2,2,881,0.0022701475595913734,0.0022701475595913734
DeepSeek,fluent_speaker,parse_format,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,other,0,0,881,0.0,0.0
DeepSeek,fluent_speaker,unknown,0,0,881,0.0,0.0
DeepSeek,github_searcher,max_tokens,0,0,881,0.0,0.0
DeepSeek,github_searcher,api_error,0,0,881,0.0,0.0
DeepSeek,github_searcher,empty_translation,0,0,881,0.0,0.0
DeepSeek,github_searcher,ollama_timeout,0,0,881,0.0,0.0
DeepSeek,github_searcher,extinct_ancient,0,0,881,0.0,0.0
DeepSeek,github_searcher,knowledge_gap,0,0,881,0.0,0.0
DeepSeek,github_searcher,generic_refusal,0,0,881,0.0,0.0
DeepSeek,github_searcher,repetition_loop,6,6,881,0.00681044267877412,0.00681044267877412
DeepSeek,github_searcher,parse_format,0,0,881,0.0,0.0
DeepSeek,github_searcher,other,0,0,881,0.0,0.0
DeepSeek,github_searcher,unknown,0,0,881,0.0,0.0
DeepSeek,judge,max_tokens,0,0,881,0.0,0.0
DeepSeek,judge,api_error,0,0,881,0.0,0.0
DeepSeek,judge,empty_translation,0,0,881,0.0,0.0
DeepSeek,judge,ollama_timeout,0,0,881,0.0,0.0
DeepSeek,judge,extinct_ancient,0,0,881,0.0,0.0
DeepSeek,judge,knowledge_gap,0,0,881,0.0,0.0
DeepSeek,judge,generic_refusal,0,0,881,0.0,0.0
DeepSeek,judge,repetition_loop,0,0,881,0.0,0.0
DeepSeek,judge,parse_format,0,0,881,0.0,0.0
DeepSeek,judge,other,0,0,881,0.0,0.0
DeepSeek,judge,unknown,0,0,881,0.0,0.0
Llama,minimal,max_tokens,0,0,881,0.0,0.0
Llama,minimal,api_error,0,0,881,0.0,0.0
Llama,minimal,empty_translation,5,5,881,0.0056753688989784334,0.0056753688989784334
Llama,minimal,ollama_timeout,0,0,881,0.0,0.0
Llama,minimal,extinct_ancient,3,3,881,0.00340522133938706,0.00340522133938706
Llama,minimal,knowledge_gap,52,52,881,0.05902383654937571,0.05902383654937571
Llama,minimal,generic_refusal,8,8,881,0.009080590238365494,0.009080590238365494
Llama,minimal,repetition_loop,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,minimal,parse_format,2,2,881,0.0022701475595913734,0.0022701475595913734
Llama,minimal,other,23,23,881,0.026106696935300794,0.026106696935300794
Llama,minimal,unknown,0,0,881,0.0,0.0
Llama,fluent_speaker,max_tokens,0,0,881,0.0,0.0
Llama,fluent_speaker,api_error,0,0,881,0.0,0.0
Llama,fluent_speaker,empty_translation,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
Llama,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
Llama,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
Llama,fluent_speaker,generic_refusal,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,fluent_speaker,repetition_loop,0,0,881,0.0,0.0
Llama,fluent_speaker,parse_format,0,0,881,0.0,0.0
Llama,fluent_speaker,other,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,fluent_speaker,unknown,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,github_searcher,max_tokens,0,0,881,0.0,0.0
Llama,github_searcher,api_error,0,0,881,0.0,0.0
Llama,github_searcher,empty_translation,14,14,881,0.015891032917139614,0.015891032917139614
Llama,github_searcher,ollama_timeout,0,0,881,0.0,0.0
Llama,github_searcher,extinct_ancient,4,4,881,0.004540295119182747,0.004540295119182747
Llama,github_searcher,knowledge_gap,26,26,881,0.029511918274687854,0.029511918274687854
Llama,github_searcher,generic_refusal,0,0,881,0.0,0.0
Llama,github_searcher,repetition_loop,2,2,881,0.0022701475595913734,0.0022701475595913734
Llama,github_searcher,parse_format,0,0,881,0.0,0.0
Llama,github_searcher,other,28,28,881,0.03178206583427923,0.03178206583427923
Llama,github_searcher,unknown,13,13,881,0.014755959137343927,0.014755959137343927
Llama,judge,max_tokens,0,0,881,0.0,0.0
Llama,judge,api_error,0,0,881,0.0,0.0
Llama,judge,empty_translation,0,0,881,0.0,0.0
Llama,judge,ollama_timeout,0,0,881,0.0,0.0
Llama,judge,extinct_ancient,0,0,881,0.0,0.0
Llama,judge,knowledge_gap,0,0,881,0.0,0.0
Llama,judge,generic_refusal,0,0,881,0.0,0.0
Llama,judge,repetition_loop,0,0,881,0.0,0.0
Llama,judge,parse_format,1,1,881,0.0011350737797956867,0.0011350737797956867
Llama,judge,other,0,0,881,0.0,0.0
Llama,judge,unknown,2,2,881,0.0022701475595913734,0.0022701475595913734
Gemma,minimal,max_tokens,2,2,881,0.0022701475595913734,0.0022701475595913734
Gemma,minimal,api_error,0,0,881,0.0,0.0
Gemma,minimal,empty_translation,0,0,881,0.0,0.0
Gemma,minimal,ollama_timeout,0,0,881,0.0,0.0
Gemma,minimal,extinct_ancient,0,0,881,0.0,0.0
Gemma,minimal,knowledge_gap,0,0,881,0.0,0.0
Gemma,minimal,generic_refusal,0,0,881,0.0,0.0
Gemma,minimal,repetition_loop,14,14,881,0.015891032917139614,0.015891032917139614
Gemma,minimal,parse_format,0,0,881,0.0,0.0
Gemma,minimal,other,0,0,881,0.0,0.0
Gemma,minimal,unknown,0,0,881,0.0,0.0
Gemma,fluent_speaker,max_tokens,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemma,fluent_speaker,api_error,0,0,881,0.0,0.0
Gemma,fluent_speaker,empty_translation,0,0,881,0.0,0.0
Gemma,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
Gemma,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
Gemma,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
Gemma,fluent_speaker,generic_refusal,0,0,881,0.0,0.0
Gemma,fluent_speaker,repetition_loop,0,0,881,0.0,0.0
Gemma,fluent_speaker,parse_format,0,0,881,0.0,0.0
Gemma,fluent_speaker,other,0,0,881,0.0,0.0
Gemma,fluent_speaker,unknown,0,0,881,0.0,0.0
Gemma,github_searcher,max_tokens,1,1,881,0.0011350737797956867,0.0011350737797956867
Gemma,github_searcher,api_error,0,0,881,0.0,0.0
Gemma,github_searcher,empty_translation,0,0,881,0.0,0.0
Gemma,github_searcher,ollama_timeout,0,0,881,0.0,0.0
Gemma,github_searcher,extinct_ancient,0,0,881,0.0,0.0
Gemma,github_searcher,knowledge_gap,0,0,881,0.0,0.0
Gemma,github_searcher,generic_refusal,0,0,881,0.0,0.0
Gemma,github_searcher,repetition_loop,6,6,881,0.00681044267877412,0.00681044267877412
Gemma,github_searcher,parse_format,0,0,881,0.0,0.0
Gemma,github_searcher,other,0,0,881,0.0,0.0
Gemma,github_searcher,unknown,0,0,881,0.0,0.0
Gemma,judge,max_tokens,0,0,881,0.0,0.0
Gemma,judge,api_error,0,0,881,0.0,0.0
Gemma,judge,empty_translation,0,0,881,0.0,0.0
Gemma,judge,ollama_timeout,0,0,881,0.0,0.0
Gemma,judge,extinct_ancient,0,0,881,0.0,0.0
Gemma,judge,knowledge_gap,0,0,881,0.0,0.0
Gemma,judge,generic_refusal,0,0,881,0.0,0.0
Gemma,judge,repetition_loop,0,0,881,0.0,0.0
Gemma,judge,parse_format,0,0,881,0.0,0.0
Gemma,judge,other,0,0,881,0.0,0.0
Gemma,judge,unknown,0,0,881,0.0,0.0
Qwen,minimal,max_tokens,0,0,881,0.0,0.0
Qwen,minimal,api_error,0,0,881,0.0,0.0
Qwen,minimal,empty_translation,2,2,881,0.0022701475595913734,0.0022701475595913734
Qwen,minimal,ollama_timeout,0,0,881,0.0,0.0
Qwen,minimal,extinct_ancient,0,0,881,0.0,0.0
Qwen,minimal,knowledge_gap,0,0,881,0.0,0.0
Qwen,minimal,generic_refusal,0,0,881,0.0,0.0
Qwen,minimal,repetition_loop,0,0,881,0.0,0.0
Qwen,minimal,parse_format,1,1,881,0.0011350737797956867,0.0011350737797956867
Qwen,minimal,other,1,1,881,0.0011350737797956867,0.0011350737797956867
Qwen,minimal,unknown,0,0,881,0.0,0.0
Qwen,fluent_speaker,max_tokens,0,0,881,0.0,0.0
Qwen,fluent_speaker,api_error,0,0,881,0.0,0.0
Qwen,fluent_speaker,empty_translation,0,0,881,0.0,0.0
Qwen,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
Qwen,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
Qwen,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
Qwen,fluent_speaker,generic_refusal,0,0,881,0.0,0.0
Qwen,fluent_speaker,repetition_loop,0,0,881,0.0,0.0
Qwen,fluent_speaker,parse_format,0,0,881,0.0,0.0
Qwen,fluent_speaker,other,0,0,881,0.0,0.0
Qwen,fluent_speaker,unknown,0,0,881,0.0,0.0
Qwen,github_searcher,max_tokens,1,1,881,0.0011350737797956867,0.0011350737797956867
Qwen,github_searcher,api_error,0,0,881,0.0,0.0
Qwen,github_searcher,empty_translation,0,0,881,0.0,0.0
Qwen,github_searcher,ollama_timeout,0,0,881,0.0,0.0
Qwen,github_searcher,extinct_ancient,0,0,881,0.0,0.0
Qwen,github_searcher,knowledge_gap,0,0,881,0.0,0.0
Qwen,github_searcher,generic_refusal,0,0,881,0.0,0.0
Qwen,github_searcher,repetition_loop,0,0,881,0.0,0.0
Qwen,github_searcher,parse_format,0,0,881,0.0,0.0
Qwen,github_searcher,other,0,0,881,0.0,0.0
Qwen,github_searcher,unknown,0,0,881,0.0,0.0
Qwen,judge,max_tokens,0,0,881,0.0,0.0
Qwen,judge,api_error,0,0,881,0.0,0.0
Qwen,judge,empty_translation,0,0,881,0.0,0.0
Qwen,judge,ollama_timeout,0,0,881,0.0,0.0
Qwen,judge,extinct_ancient,0,0,881,0.0,0.0
Qwen,judge,knowledge_gap,0,0,881,0.0,0.0
Qwen,judge,generic_refusal,0,0,881,0.0,0.0
Qwen,judge,repetition_loop,0,0,881,0.0,0.0
Qwen,judge,parse_format,0,0,881,0.0,0.0
Qwen,judge,other,0,0,881,0.0,0.0
Qwen,judge,unknown,0,0,881,0.0,0.0
Mistral,minimal,max_tokens,0,0,881,0.0,0.0
Mistral,minimal,api_error,0,0,881,0.0,0.0
Mistral,minimal,empty_translation,1,1,881,0.0011350737797956867,0.0011350737797956867
Mistral,minimal,ollama_timeout,0,0,881,0.0,0.0
Mistral,minimal,extinct_ancient,3,3,881,0.00340522133938706,0.00340522133938706
Mistral,minimal,knowledge_gap,5,5,881,0.0056753688989784334,0.0056753688989784334
Mistral,minimal,generic_refusal,0,0,881,0.0,0.0
Mistral,minimal,repetition_loop,0,0,881,0.0,0.0
Mistral,minimal,parse_format,0,0,881,0.0,0.0
Mistral,minimal,other,43,43,881,0.04880817253121453,0.04880817253121453
Mistral,minimal,unknown,0,0,881,0.0,0.0
Mistral,fluent_speaker,max_tokens,0,0,881,0.0,0.0
Mistral,fluent_speaker,api_error,0,0,881,0.0,0.0
Mistral,fluent_speaker,empty_translation,0,0,881,0.0,0.0
Mistral,fluent_speaker,ollama_timeout,0,0,881,0.0,0.0
Mistral,fluent_speaker,extinct_ancient,0,0,881,0.0,0.0
Mistral,fluent_speaker,knowledge_gap,0,0,881,0.0,0.0
Mistral,fluent_speaker,generic_refusal,0,0,881,0.0,0.0
Mistral,fluent_speaker,repetition_loop,0,0,881,0.0,0.0
Mistral,fluent_speaker,parse_format,0,0,881,0.0,0.0
Mistral,fluent_speaker,other,0,0,881,0.0,0.0
Mistral,fluent_speaker,unknown,0,0,881,0.0,0.0
Mistral,github_searcher,max_tokens,0,0,881,0.0,0.0
Mistral,github_searcher,api_error,0,0,881,0.0,0.0
Mistral,github_searcher,empty_translation,0,0,881,0.0,0.0
Mistral,github_searcher,ollama_timeout,0,0,881,0.0,0.0
Mistral,github_searcher,extinct_ancient,0,0,881,0.0,0.0
Mistral,github_searcher,knowledge_gap,0,0,881,0.0,0.0
Mistral,github_searcher,generic_refusal,0,0,881,0.0,0.0
Mistral,github_searcher,repetition_loop,0,0,881,0.0,0.0
Mistral,github_searcher,parse_format,0,0,881,0.0,0.0
Mistral,github_searcher,other,0,0,881,0.0,0.0
Mistral,github_searcher,unknown,0,0,881,0.0,0.0
Mistral,judge,max_tokens,0,0,881,0.0,0.0
Mistral,judge,api_error,0,0,881,0.0,0.0
Mistral,judge,empty_translation,0,0,881,0.0,0.0
Mistral,judge,ollama_timeout,0,0,881,0.0,0.0
Mistral,judge,extinct_ancient,0,0,881,0.0,0.0
Mistral,judge,knowledge_gap,0,0,881,0.0,0.0
Mistral,judge,generic_refusal,0,0,881,0.0,0.0
Mistral,judge,repetition_loop,0,0,881,0.0,0.0
Mistral,judge,parse_format,0,0,881,0.0,0.0
Mistral,judge,other,0,0,881,0.0,0.0
Mistral,judge,unknown,0,0,881,0.0,0.0
