language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
nb,Computational Social Science,Kjemisk sosialtikk,Norwegian Bokmål,"{'translated_term': 'Kjemisk sosialtikk', 'translation_rationale': 'I har valgt å bruke begge ordene ""kjemisk"" og ""sosialtikk"" for å forkle kompleksiteten og kompleksitetene i begrepet. Ordet ""kjemisk"" viser til analyser og metoder, mens ""sosialtikk"" betyr studiet av samfunnet og sosiale fenomen. Alternativer kunne være &quot;analytisk sosialtikk&quot; eller &quot;sosialtisk analys&gt;, men disse er mindre direkte og effektive.'}",llama3.2,2025-05-15T20:25:04.060792Z,1337128209.0,36068375.0,127.0,78843459.0,141.0,1220638500.0,stop,"[{'translated_term': 'Kjemisk sosialtikk', 'translation_rationale': 'I har valgt å bruke begge ordene ""kjemisk"" og ""sosialtikk"" for å forkle kompleksiteten og kompleksitetene i begrepet. Ordet ""kjemisk"" viser til analyser og metoder, mens ""sosialtikk"" betyr studiet av samfunnet og sosiale fenomen. Alternativer kunne være &quot;analytisk sosialtikk&quot; eller &quot;sosialtisk analys&gt;, men disse er mindre direkte og effektive.'}]",Kjemisk sosialtikk,2025-05-31 21:15:56
ng,Computational Social Science,Ŋʊkɛlɛŋa Mboŋi,Ndonga,"{'translated_term': 'Ŋʊkɛlɛŋa Mboŋi', 'translation_rationale': 'The term ""Computational Social Science"" can be translated to Ndonga as Ŋʊkɛlɛŋa Mboŋi, which combines the word for ""computing"" (Ŋɔlɛ) with the word for ""science"" (Mboŋi). This translation reflects the core idea of applying computational methods to study social phenomena.'}

Alternative translations:

- Ŋʊkɛlɛŋa Tšilo: This alternative uses the word ""Tšilo"", which means ""data"" or ""information"", to emphasize the role of data in computational social science.
- Mboŋi Ŋɔlɛke: This translation uses a more literal approach, combining the words for ""science"" and ""computing"" with the suffix ""-ke"", which indicates a place or location. However, this may not be as idiomatic or natural-sounding in Ndonga as the first suggested translation.",llama3.2,2025-02-27T23:11:00.705273Z,2134649333.0,28579541.0,123.0,14000000.0,236.0,2090000000.0,stop,"[{'translated_term': 'Ŋʊkɛlɛŋa Mboŋi', 'translation_rationale': 'The term ""Computational Social Science"" can be translated to Ndonga as Ŋʊkɛlɛŋa Mboŋi, which combines the word for ""computing"" (Ŋɔlɛ) with the word for ""science"" (Mboŋi). This translation reflects the core idea of applying computational methods to study social phenomena.'}]",Ŋʊkɛlɛŋa Mboŋi,2025-05-31 21:15:56
pi,Computational Social Science,Vipassanīya Sāsamajik Aṅgavijjā,Pāli,"{'translated_term': 'Vipassanīya Sāsamajik Aṅgavijjā', 
 'translation_rationale': 'This term roughly translates to ""Insightful Social Analysis"" or ""Analytical Study of Social Phenomena"". The word Vipassanīya (meaning ""insight"" or ""wisdom"") is inspired by the Buddhist concept of vipassanā, which emphasizes direct perception and understanding. Sāsamajik refers to social or society-related topics, while Aṅgavijjā means ""analysis"" or "" investigation"". This translation captures the essence of Computational Social Science as a field that employs analytical methods to study complex social phenomena.', 
 'alternatives': [
  {'term': 'Sāsana Sāsamajik Vijjā', 'rationale': 'This term roughly translates to ""Religious Social Analysis"" or ""Sacred Study of Society"". However, this translation may not fully capture the computational and analytical aspects of Computational Social Science.'}, 
  {'term': 'Dhamma Sāsana Aṅgavijjā', 'rationale': 'This term roughly translates to ""Buddhist Teaching Social Analysis"" or ""Study of Society in Accordance with Dhamma"". While this translation maintains a connection to Buddhist thought, it may not convey the full scope and methodology of Computational Social Science.'}
]}",llama3.2,2025-05-15T20:26:19.65488Z,3110726834.0,33340375.0,123.0,19847875.0,292.0,3056584292.0,stop,"[{'term': 'Sāsana Sāsamajik Vijjā', 'rationale': 'This term roughly translates to ""Religious Social Analysis"" or ""Sacred Study of Society"". However, this translation may not fully capture the computational and analytical aspects of Computational Social Science.'}, {'term': 'Dhamma Sāsana Aṅgavijjā', 'rationale': 'This term roughly translates to ""Buddhist Teaching Social Analysis"" or ""Study of Society in Accordance with Dhamma"". While this translation maintains a connection to Buddhist thought, it may not convey the full scope and methodology of Computational Social Science.'}]",,2025-05-31 21:15:56
nl,Computational Social Science,Computasionele Sociale Wetenschappen,Dutch,"{'translated_term': 'Computasionele Sociale Wetenschappen', 
 'translation_rationale': 'Ik heb ""Computasionele"" gekozen als voorvoegsel om de focus op computermacht en -technologie te benadrukken. Sociale Wetenschappen is een Nederlandse term die het veld breed omschrijft, waarin computational social science onderdeel kan zijn van de sociale wetenschap. Het is echter ook nodig om te voorkomen dat de term ""wetenschappelijk"" wordt geassocieerd met de natuurwetenschappen. Alternatieve voorvoegselsopties zijn ""sociale"" of ""computasionale"", maar ""computasionele"" lijkt me het meest correcte keuze.', 
 'alternative_terms': ['Sociale Wetenschappen', 'Computasionale Wetenschap']}",llama3.2,2025-05-15T20:19:56.043986Z,2037221875.0,29200916.0,119.0,82296708.0,190.0,1924603584.0,stop,[],,2025-05-31 21:15:56
nn,Computational Social Science,Computasjonal sosialt Science,Norwegian Nynorsk,"{'translated_term': 'Computasjonal sosialt Science', 'translation_rationale': 'I have used the prefix ""computasjonal"" which is a combination of ""computational"" and the Norwegian suffix ""-asjonal"", suggesting a connection between computer science and social science. This term reflects the interdisciplinary nature of Computational Social Science. Alternatives could be ""sosialt dataanalysing"" or ""data-analytisk sosialt videnskap""'}

Note: In Norwegian Nynorsk, the term for social science is often ""sosialt videnskap"", but I've used a more direct translation to maintain the same structure as the English term.",llama3.2,2025-05-15T20:25:20.23666Z,1350661500.0,31673583.0,125.0,75388833.0,141.0,1242421375.0,stop,"[{'translated_term': 'Computasjonal sosialt Science', 'translation_rationale': 'I have used the prefix ""computasjonal"" which is a combination of ""computational"" and the Norwegian suffix ""-asjonal"", suggesting a connection between computer science and social science. This term reflects the interdisciplinary nature of Computational Social Science. Alternatives could be ""sosialt dataanalysing"" or ""data-analytisk sosialt videnskap""'}]",Computasjonal sosialt Science,2025-05-31 21:15:56
no,Computational Social Science,Computasjonal sosialt forskning,Norwegian,"{'translated_term': 'Computasjonal sosialt forskning', 'translation_rationale': 'I translated ""Computational Social Science"" into Norwegian using the prefix ""Computasjonal"", which is a compound of ""computer"" and ""samfunns-""/""social-"". The suffix ""-sjonal"" suggests a field or discipline, making it suitable for describing a specific area of study. This translation accurately conveys the meaning of the English term in the Norwegian language.', 'alternative_terms': ['Computasjonal sosialforskning', 'Samfunnsdatavistning']}",llama3.2,2025-05-15T20:25:22.474325Z,1209432583.0,33780375.0,119.0,91849125.0,123.0,1082615750.0,stop,"[{'translated_term': 'Computasjonal sosialt forskning', 'translation_rationale': 'I translated ""Computational Social Science"" into Norwegian using the prefix ""Computasjonal"", which is a compound of ""computer"" and ""samfunns-""/""social-"". The suffix ""-sjonal"" suggests a field or discipline, making it suitable for describing a specific area of study. This translation accurately conveys the meaning of the English term in the Norwegian language.', 'alternative_terms': ['Computasjonal sosialforskning', 'Samfunnsdatavistning']}]",Computasjonal sosialt forskning,2025-05-31 21:15:56
nr,Computational Social Science,Lipheko la Kibukulikile kwa Mjini,South Ndebele,"{'translated_term': 'Lipheko la Kibukulikile kwa Mjini', 'translation_rationale': 'I used ""Lipheko"" which means ""science"" or ""knowledge"" and ""Kibukulikile"" which is derived from the word ""buculikile"" meaning ""system"" or ""structure"", to convey the idea of a structured approach to social science. The term ""Lipheko la Kibukulikile kwa Mjini"" suggests a discipline that applies computational methods to understand and analyze social phenomena.'}

Note: Lipheko is a common prefix used in many Bantu languages, including South Ndebele, to indicate a scientific or intellectual field. For example, ""Lipheko la Siyabakazi"" means ""Labor Economics"".",llama3.2,2025-05-15T20:25:34.419014Z,1694856083.0,34231750.0,127.0,77040625.0,174.0,1580930041.0,stop,"[{'translated_term': 'Lipheko la Kibukulikile kwa Mjini', 'translation_rationale': 'I used ""Lipheko"" which means ""science"" or ""knowledge"" and ""Kibukulikile"" which is derived from the word ""buculikile"" meaning ""system"" or ""structure"", to convey the idea of a structured approach to social science. The term ""Lipheko la Kibukulikile kwa Mjini"" suggests a discipline that applies computational methods to understand and analyze social phenomena.'}]",Lipheko la Kibukulikile kwa Mjini,2025-05-31 21:15:56
nv,Computational Social Science,Díin Ahéhee'á Téhlii Bizaad,"Navajo, Navaho","{'translated_term': 'Díin Ahéhee\'á Téhlii Bizaad', 'translation_rationale': 'The term ""Computational Social Science"" can be broken down into its Navajo components: D\'in (computing, calculation), Ahéhee\'a (social), Téhlii (science, knowledge), and Bizaad (language, study). Combining these elements, the translated term is Díin Ahéhee\'á Téhlii Bizaad. Alternative translation: D\'in Ahéhee\'a Téhlii Yáhoots\'á\'\'\' (emphasizing the social science aspect as a distinct entity within Navajo knowledge systems).'}",llama3.2,2025-02-27T23:10:07.927328Z,1514491625.0,27811708.0,127.0,18000000.0,153.0,1466000000.0,stop,"[{'translated_term': ""Díin Ahéhee'á Téhlii Bizaad"", 'translation_rationale': 'The term ""Computational Social Science"" can be broken down into its Navajo components: D\'in (computing, calculation), Ahéhee\'a (social), Téhlii (science, knowledge), and Bizaad (language, study). Combining these elements, the translated term is Díin Ahéhee\'á Téhlii Bizaad. Alternative translation: D\'in Ahéhee\'a Téhlii Yáhoots\'á\'\'\' (emphasizing the social science aspect as a distinct entity within Navajo knowledge systems).'}]",Díin Ahéhee'á Téhlii Bizaad,2025-05-31 21:15:56
ny,Computational Social Science,,Chichewa; Chewa; Nyanja,"Here's my attempt at translating ""Computational Social Science"" into Chichewa, Chewa, and Nyanja:

```json
[
  {
    ""translated_term"": ""Nyanja: M'mpilire yamfundo"", 
    ""translation_rationale"": ""Using 'm'pilire', which means 'to compute' or 'to calculate', and adding '-yamfundo' to convey the concept of social science, making it a direct translation. However, this might sound less familiar to some listeners due to its unique structure.""
  },
  {
    ""translated_term"": ""Chichewa: Nsungu yabwino"", 
    ""translation_rationale"": ""Combining 'Nsungu', meaning 'science' or 'knowledge', with 'yabwino', which implies 'social behavior' or 'social relations'. The word 'Nsungu' is used in Chichewa to describe scientific knowledge, making this translation more accessible.""
  },
  {
    ""translated_term"": ""Chewa: Zikomo la mmpilo"", 
    ""translation_rationale"": ""Using 'zikomo', which means 'science' or 'study', and adding '-la mmpilo' to convey the computational aspect. This combination of words clearly conveys the idea of social science that involves computation, making it a more accurate translation.""
  }
]
```

Please note that there might be slight variations in pronunciation for each term due to regional dialects and personal variations within each language.",llama3.2,2025-02-27T22:59:37.198564Z,3981283583.0,30627333.0,167.0,232000000.0,319.0,3717000000.0,stop,[],,2025-05-31 21:15:56
oc,Computational Social Science,Cièncias sociàlis computacionalsas,Occitan,"{'translated_term': 'Cièncias sociàlis computacionalsas', 
 'translation_rationale': 'I used the suffix ""-sal"" to indicate a field of study, and ""computacional"" to directly translate the English term. The word ""sociàlis"" is derived from the Latin ""socialis"", meaning related to society or social relationships, which is relevant to the field. Alternative translations could be ""Cièncias sociàlis còmputacionalsas"" (using ""còmputacional"") or ""Scienza sociàlis computacionala"" (using a more direct translation of ""science"").', 
 'alternatives': ['Cièncias sociàlis còmputacionalsas', 'Sciència sociàlis computacionala']}",llama3.2,2025-05-15T20:25:36.997226Z,1554076417.0,37408708.0,121.0,80398417.0,163.0,1434861750.0,stop,[],,2025-05-31 21:15:56
