coding_dh_date,language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,exclude_google_cloud_translate_x,gt_translated_term_x,exclude_easynmt,enmt_translated_term,exclude_google_cloud_translate_y,gt_translated_term_y,exclude_ollama,first_ollama_translated_term,first_ollama_content,first_ollama_created_at,first_ollama_done_reason,first_ollama_eval_count,first_ollama_eval_duration,first_ollama_extracted_dictionaries,first_ollama_load_duration,first_ollama_model,first_ollama_prompt_eval_count,first_ollama_prompt_eval_duration,first_ollama_total_duration,first_ollama_translation,first_ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,exclude_ollama_second_pass,ollama_translation_rationale
2026-04-16 19:50:57,am,Amharic,Computational Humanities,,,,,,,,,,,,,,False,የኮምፒውተር ሂውማኒቲስ,True,,False,የኮምፒውተር ሂውማኒቲስ,True,,,,,,,,,,,,,,,False,የሲሳዊ ሰብእና,90.0,1773621358.0,stop,gpt-4o-2024-08-06,66.0,156.0,"The term 'ሲሳዊ' refers to 'computational' or related to computation, and 'ሰብእና' translates to 'humanities'. This translation captures the essence of the interdisciplinary field that combines computational methods with the study of human cultures and societies.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,an,Aragonese,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Humanidatz Computacional,66.0,1773621362.0,stop,gpt-4o-2024-08-06,66.0,132.0,"In Aragonese, 'Humanidatz' translates to 'Humanities', reflecting the study of human culture, and 'Computacional' corresponds to 'Computational', indicating the use of computing methods in the humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ar,Arabic,Computational Humanities,,,,,,,,,,,,,,False,العلوم الإنسانية الحاسوبية,False,الدراسات الإنسانية الحسابية,,,True,,,,,,,,,,,,,,,False,العلوم الإنسانية الحاسوبية,88.0,1773621360.0,stop,gpt-4o-2024-08-06,64.0,152.0,"The term 'Computational Humanities' is translated as 'العلوم الإنسانية الحاسوبية' in Arabic. 'العلوم الإنسانية' refers to 'Humanities,' emphasizing the academic disciplines that study human culture. 'الحاسوبية' translates directly to 'Computational,' highlighting the use of computational methods and tools to study humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,as,Assamese,Computational Humanities,,,,,,,,,,,,,,False,কম্পিউটেচনেল হিউমেনিটিজ,True,,False,কম্পিউটেচনেল হিউমেনিটিজ,True,,,,,,,,,,,,,,,False,পৰিসংখ্যানৰ মানবিক বিদ্যা,83.0,1773621368.0,stop,gpt-4o-2024-08-06,64.0,147.0,"The term 'Computational Humanities' implies the application of computational techniques to the study of humanities. In Assamese, 'পৰিসংখ্যান' denotes computational or statistical methods, and 'মানবিক বিদ্যা' refers to the humanities. This translation captures the interdisciplinary nature of the field.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,av,Avaric,Computational Humanities,,,,,,,,,,,,,,False,ХӀисабалъул гуманитарияб гӀелму,True,,False,ХӀисабалъул гуманитарияб гӀелму,True,,,,,,,,,,,,,,,False,Вычислительные гуманитарные науки,62.0,1773621370.0,stop,gpt-4o-2024-08-06,66.0,128.0,"The term 'Computational Humanities' translates directly to 'Вычислительные гуманитарные науки' in Avaric, which captures the essence of using computational methods in the study of humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ay,Aymara,Computational Humanities,,,,,,,,,,,,,,False,Humanidades Computacionales uka tuqita yatxataña,True,,False,Humanidades Computacionales uka tuqita yatxataña,True,,,,,,,,,,,,,,,False,Yatichäwi Aruskipañani,98.0,1773621372.0,stop,gpt-4o-2024-08-06,66.0,164.0,"The term 'Computational Humanities' translates to 'Yatichäwi Aruskipañani' in Aymara, where 'Yatichäwi' refers to science or technology, and 'Aruskipañani' encompasses the study and consideration of human culture or communication, capturing the essence of the field in a culturally relevant way.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,az,Azerbaijani,Computational Humanities,,,,,,,,,,,,,,False,Hesablama Humanitar Elmləri,False,İnsaniyyəti,,,True,,,,,,,,,,,,,,,False,Hesablama Humanitar Elmləri,86.0,1773621374.0,stop,gpt-4o-2024-08-06,66.0,152.0,"The term 'Computational Humanities' refers to the use of computational methods and tools in the study of humanistic disciplines. 'Hesablama' translates to 'Computational' and 'Humanitar Elmləri' translates to 'Humanities' in Azerbaijani, keeping the meaning intact.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ba,Bashkir,Computational Humanities,,,,,,,,,,,,,,False,Иҫәпләү гуманитар фәндәре,True,,False,Иҫәпләү гуманитар фәндәре,True,,,,,,,,,,,,,,,False,Хисаплау гуманитар фәндәре,61.0,1773621378.0,stop,gpt-4o-2024-08-06,65.0,126.0,"The phrase 'Хисаплау гуманитар фәндәре' accurately conveys the interdisciplinary nature of blending computing with humanities, based on the linguistic structure and terminology in Bashkir.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,be,Belarusian,Computational Humanities,,,,,,,,,,,,,,False,Вылічальныя гуманітарныя навукі,True,,False,Вылічальныя гуманітарныя навукі,True,,,,,,,,,,,,,,,False,Вылічальныя гуманітарныя навукі,93.0,1773621383.0,stop,gpt-4o-2024-08-06,65.0,158.0,"The term 'Computational Humanities' is translated directly into Belarusian as 'Вылічальныя гуманітарныя навукі', where 'Вылічальныя' means 'Computational' and 'гуманітарныя навукі' refers to 'Humanities', reflecting how technology is applied to traditional humanities studies.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,bg,Bulgarian,Computational Humanities,,,,,,,,,,,,,,False,Компютърни хуманитарни науки,False,(Код на ражданията),,,True,,,,,,,,,,,,,,,False,Компютърни хуманитарни науки,55.0,1773621396.0,stop,gpt-4o-2024-08-06,64.0,119.0,"This translation directly conveys the meaning of 'Computational Humanities' by combining the Bulgarian words for 'computational' and 'humanities', maintaining the intended academic context.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,bh,Bihari,Computational Humanities,,,,,,,,,,,,,,False,कम्प्यूटेशनल मानविकी के बारे में बतावल गइल बा,True,,False,कम्प्यूटेशनल मानविकी के बारे में बतावल गइल बा,True,,,,,,,,,,,,,,,False,गणनात्मक मानविकी,64.0,1773621387.0,stop,gpt-4o-2024-08-06,66.0,130.0,The term 'Computational' translates to 'गणनात्मक' and 'Humanities' translates to 'मानविकी' in Bihari languages such as Bhojpuri and Maithili.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,bi,Bislama,Computational Humanities,,,,,,,,,,,,,,True,,False,Ol Trabol We Ol Man Oli Stap Kasem,,,True,,,,,,,,,,,,,,,False,Kompjuta Sasaens blong Ol Man,74.0,1773621389.0,stop,gpt-4o-2024-08-06,66.0,140.0,"The term 'Computational Humanities' refers to the study of humanities subjects using computational methods. 'Kompjuta Sasaens' captures the computational aspect, and 'blong Ol Man' reflects the focus on humanistic studies.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,bm,Bambara,Computational Humanities,,,,,,,,,,,,,,False,Jateblaw Hadamadenw ka dɔnniyaw,True,,False,Jateblaw Hadamadenw ka dɔnniyaw,True,,,,,,,,,,,,,,,False,Sɛbɛnw yeelenw la,87.0,1773621376.0,stop,gpt-4o-2024-08-06,65.0,152.0,"In Bambara, 'Sɛbɛnw' means 'machines' or 'computations' and 'yeelenw la' refers to 'humanities' or 'human knowledge', thus 'Computational Humanities' can be expressed as 'knowledge or works done by machines relating to humanistic studies.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,bn,Bengali,Computational Humanities,,,,,,,,,,,,,,False,গণনামূলক মানবিকতা,True,,False,গণনামূলক মানবিকতা,True,,,,,,,,,,,,,,,False,গণনামূলক মানববিদ্যা,72.0,1773621385.0,stop,gpt-4o-2024-08-06,64.0,136.0,The term 'Computational Humanities' is translated literally by combining 'গণনামূলক' (computational) and 'মানববিদ্যা' (humanities) to accurately convey the concept of applying computational methods to the study of humanities.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,bo,Tibetan,Computational Humanities,,,,,,,,,,,,,,False,རྩིས་རྒྱག་འགྲོ་བ་མིའི་རིག་པ།,True,,False,རྩིས་རྒྱག་འགྲོ་བ་མིའི་རིག་པ།,True,,,,,,,,,,,,,,,False,རིག་གནས་གནས་ཅན་གྱི་རིག་གྲུབ།,107.0,1773621684.0,stop,gpt-4o-2024-08-06,64.0,171.0,"The term 'Computational Humanities' can be translated to describe the interdisciplinary field combining computational methods with the study of human culture and history, which in Tibetan encompasses 'rig gnas' for 'humanities' and 'rig grub' for 'computational methods.'",,False,,,,,,,,,,True,
2026-04-16 19:50:57,br,Breton,Computational Humanities,,,,,,,,,,,,,,False,Skiantoù mab-den urzhiataerezh,True,,False,Skiantoù mab-den urzhiataerezh,True,,,,,,,,,,,,,,,False,Diziviz Kêrbroadel,87.0,1773621394.0,stop,gpt-4o-2024-08-06,64.0,151.0,"In Breton, 'Computational Humanities' can be translated as 'Diziviz Kêrbroadel', where 'diziviz' refers to 'computational' and 'kêrbroadel' relates to 'humanities'. The translation aligns with the thematic focus of applying computational techniques within the humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,bs,Bosnian,Computational Humanities,,,,,,,,,,,,,,False,Računarske humanističke nauke,True,,False,Računarske humanističke nauke,True,,,,,,,,,,,,,,,False,Računarske humanističke nauke,77.0,1773621391.0,stop,gpt-4o-2024-08-06,65.0,142.0,"The term 'Computational Humanities' is translated preserving the meaning of applying computational methods to humanities, where 'računarske' translates to 'computational' and 'humanističke nauke' translates to 'humanities' as it is used in Bosnian academic contexts.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ca,Catalan; Valencian,Computational Humanities,,,,,,,,,,,,,,False,Humanitats Computacionals,False,Classificacions humanes,,,True,,,,,,,,,,,,,,,False,Humanitats Computacionals,66.0,1773621400.0,stop,gpt-4o-2024-08-06,68.0,134.0,"In Catalan and Valencian, 'Computational' is translated as 'Computacionals' and 'Humanities' is 'Humanitats'. The term is a direct translation maintaining the meaning of applying computational methods to the study of humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ce,Chechen,Computational Humanities,,,,,,,,,,,,,,False,ХӀоттаман гуманитаран Ӏилманаш,True,,False,ХӀоттаман гуманитаран Ӏилманаш,True,,,,,,,,,,,,,,,False,Компьютерий Маданий,71.0,1773621403.0,stop,gpt-4o-2024-08-06,65.0,136.0,The term 'Computational Humanities' is translated as 'Компьютерий Маданий' in Chechen to convey the concept of utilizing computer science ('Компьютерий') in the study and understanding of human culture and activities ('Маданий').,,False,,,,,,,,,,True,
2026-04-16 19:50:57,ch,Chamorro,Computational Humanities,,,,,,,,,,,,,,False,Humanidåt Komputasionåt,True,,False,Humanidåt Komputasionåt,True,,,,,,,,,,,,,,,False,Ili'e Siensian Komputasion,68.0,1773621401.0,stop,gpt-4o-2024-08-06,65.0,133.0,The word 'Ili'e' corresponds to 'Humanities' and 'Siensian Komputasion' refers to 'Computational Sciences'. The translation combines these elements to convey the concept of using computational methods in the humanities.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,co,Corsican,Computational Humanities,,,,,,,,,,,,,,False,Umanità Computazionale,True,,False,Umanità Computazionale,True,,,,,,,,,,,,,,,False,Umanità Computazionale,61.0,1773621411.0,stop,gpt-4o-2024-08-06,65.0,126.0,"The translation uses 'Umanità' for 'Humanities', reflecting the study of human culture, and 'Computazionale' as a direct translation of 'Computational', maintaining the focus on computer-aided analysis.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,cr,Cree,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,ᐊᓂᐦᐊᐃᓈᐘᐠ ᓂᐢᑮᔨᐘᐏᐣ,181.0,1773621413.0,stop,gpt-4o-2024-08-06,64.0,245.0,"The term 'computational humanities' closely refers to the concepts of applying computational methods to the humanities disciplines. In Cree, 'ᐊᓂᐦᐊᐃᓈᐘᐠ' (anihinaawak) is used to denote 'computing' or 'calculation,' and 'ᓂᐢᑮᔨᐘᐏᐣ' (niskīyiwawin) refers to 'studies' or 'knowledge,' thus encompassing the essence of humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,cs,Czech,Computational Humanities,,,,,,,,,,,,,,False,Výpočetní humanitní vědy,False,Výpočetní humanitní vědy,,,True,,,,,,,,,,,,,,,False,Výpočetní humanitní vědy,67.0,1773621418.0,stop,gpt-4o-2024-08-06,64.0,131.0,"The term 'Computational Humanities' is translated by using 'výpočetní' for 'computational' and 'humanitní vědy' for 'humanities', capturing both the technical and academic aspects in Czech.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,cu,Old Church Slavonic,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Человѣчьскіи числительни,92.0,1773621598.0,stop,gpt-4o-2024-08-06,67.0,159.0,"The term 'Computational Humanities' was translated to 'Человѣчьскіи числительни', where 'Человѣчьскіи' corresponds to 'humanities', reflecting human-related studies, and 'числительни' is derived from words related to calculation and computation.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,cv,Chuvash,Computational Humanities,,,,,,,,,,,,,,False,Шутлав гуманитари,True,,False,Шутлав гуманитари,True,,,,,,,,,,,,,,,False,Хисепле гуманитаристикӑ,76.0,1773621407.0,stop,gpt-4o-2024-08-06,66.0,142.0,"The translation is based on combining the Chuvash word 'Хисепле' meaning 'computational' and 'гуманитаристикӑ' reflecting 'humanities', to maintain the conceptual meaning in the Chuvash context.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,cy,Welsh,Computational Humanities,,,,,,,,,,,,,,False,Dyniaethau Cyfrifiadurol,False,ational weekday 1 - LongDayName,,,True,,,,,,,,,,,,,,,False,Dyniaethau Cyfrifiadurol,77.0,1773621722.0,stop,gpt-4o-2024-08-06,64.0,141.0,The term 'Computational Humanities' is translated by combining the Welsh words for 'humanities' (Dyniaethau) and 'computational' (Cyfrifiadurol) to accurately reflect the interdisciplinary nature of using computational tools in the study of humanities.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,da,Danish,Computational Humanities,,,,,,,,,,,,,,False,Beregningsmæssige humaniora,False,Computational Humanities,,,True,,,,,,,,,,,,,,,False,Computational Humaniora,70.0,1773621420.0,stop,gpt-4o-2024-08-06,64.0,134.0,"The term 'Computational Humanities' combines the study of humanities with computational methods. In Danish, 'Humanities' is translated to 'Humaniora', and 'Computational' can be translated directly, so the term becomes 'Computational Humaniora' in Danish.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,de,German,Computational Humanities,,,,,,,,,,,,,,False,Computational Humanities,False,Computational Humanities,,,True,,,,,,,,,,,,,,,False,Berechenbare Geisteswissenschaften,97.0,1773621452.0,stop,gpt-4o-2024-08-06,64.0,161.0,"The term 'Computational Humanities' combines 'computational', implying the use of computer technology to solve problems, with 'humanities', the academic disciplines that study aspects of human society and culture. 'Berechenbare' translates as 'computational', and 'Geisteswissenschaften' represents 'humanities' in German, indicating the study of culture and thought.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,dv,Divehi; Maldivian;,Computational Humanities,,,,,,,,,,,,,,False,ކޮމްޕިއުޓޭޝަނަލް ހިއުމަނިޓީސް އެވެ,True,,False,ކޮމްޕިއުޓޭޝަނަލް ހިއުމަނިޓީސް އެވެ,True,,,,,,,,,,,,,,,False,ކޮމްޕިއުޓޭޝަނަލް ހިއުމެނިޓީސް,187.0,1773621422.0,stop,gpt-4o-2024-08-06,70.0,257.0,"The term 'Computational Humanities' is translated to match the technical and interdisciplinary nature of the field. 'ކޮމްޕިއުޓޭޝަނަލް' refers to 'computational', indicating the use of computer technology and methods. 'ހިއުމެނިޓީސް' represents 'humanities', pointing to the study of human culture and society.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,dz,Dzongkha,Computational Humanities,,,,,,,,,,,,,,False,རྩིས་འཁོར་མི་ཆོས་རིག་པ།,True,,False,རྩིས་འཁོར་མི་ཆོས་རིག་པ།,True,,,,,,,,,,,,,,,False,གཞུང་ཐོག་མིང་གསལ་གཏུགས་དགོན་མོན་རིག,172.0,1773621427.0,stop,gpt-4o-2024-08-06,67.0,239.0,"The term 'Computational Humanities' in Dzongkha is translated by combining the idea of 'computational' (གཞུང་ཐོག) and 'humanities' (མིང་གསལ་གཏུགས་དགོན་མོན་རིག), which reflect the integration of computation techniques with studies of human culture and knowledge.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,el,"Greek, Modern",Computational Humanities,,,,,,,,,,,,,,False,Υπολογιστικές Ανθρωπιστικές Επιστήμες,False,Υπολογιστικές Ανθρωπιστικές Επιστήμες,,,True,,,,,,,,,,,,,,,False,Υπολογιστικές Ανθρωπιστικές Επιστήμες,86.0,1773621454.0,stop,gpt-4o-2024-08-06,66.0,152.0,"The term 'Computational Humanities' refers to the application of computational methods to the humanities. In Greek, 'Υπολογιστικές' means 'Computational', and 'Ανθρωπιστικές Επιστήμες' means 'Humanities', reflecting the interdisciplinary nature of the field.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,en,English,Computational Humanities,,,,,,,,,,,,,,False,Computational Humanities,True,,False,Computational Humanities,True,,,,,,,,,,,,,,,False,Computational Humanities,34.0,1773621430.0,stop,gpt-4o-2024-08-06,64.0,98.0,"The term 'Computational Humanities' is already in English, so no translation is necessary.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,eo,Esperanto,Computational Humanities,,,,,,,,,,,,,,False,Komputilaj Homstudoj,False,Compunitaj homecoj,,,True,,,,,,,,,,,,,,,False,Komputika Humanismaj Studoj,82.0,1773621431.0,stop,gpt-4o-2024-08-06,64.0,146.0,"The term 'Computational Humanities' involves using computing techniques in the study of humanistic disciplines. 'Komputika' translates to 'computational', and 'Humanismaj Studoj' corresponds to 'Humanities Studies', which aligns with the essence of applying computational methods to humanities.",,False,,,,,,,,,,True,
