language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translation_rationale
sco,Scots,Digital Humanities,,"{'translated_term': 'Digital Leid-Literanure', 'translation_rationale': 'Cant say Digital Humanities jist yet, need tae get intae the mair specific meenins o' ""humanities"". I've got it noo: humanitees refers tae the study o' human cultur an' achievement, sae I'll jist add that tae ""digital"" tae gie us Digital Leid-Literanure. Anither way tae say it coud be Humanities Digital (Huidigal Leid-Literanure), but the Scots language tends tae like its words in a specific order: subject, then object.'}",2026-04-07T07:52:14.270235Z,stop,141.0,6745213498.0,[],94041250.0,llama3.1,144.0,363912584.0,7250974791.0,,,,2026-04-07 08:52:14,True,,True,,True,,False,
scn,Sicilian,Digital Humanities,Umàniti Digitali,"{'translated_term': 'Umàniti Digitali', 'translation_rationale': ""Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali.""}",2026-04-07T07:52:04.998229Z,stop,108.0,5146917334.0,"[{'translated_term': 'Umàniti Digitali', 'translation_rationale': ""Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali.""}]",83149209.0,llama3.1,152.0,363791625.0,5631277959.0,Umàniti Digitali,,,2026-04-07 08:52:05,False,Scienzi umanistichi diggitali,True,,True,,False,"Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali."
roa-rup,Aromanian,Digital Humanities,Omenia Digitală a Umanităților,"{
  ""translated_term"": ""Omenia Digitală a Umanităților"",
  ""translation_rationale"": ""Termenul 'Digital Humanities' se traduce prin unirea două concepte importante pentru cultura și disciplina noastră. 'Omenia' vine din limba Aromană, având semnificație similară cu termenul 'umanități', care include toate ramurile culturii umane. De asemenea, 'digitală' se referă la prezența online și utilizarea tehnologiei în acest domeniu. Prin această unire, putem spune că Omenia Digitală a Umanităților reprezintă studiul și utilizarea tehnicilor digitale pentru a explora și prezenta cultura umană.""
}",2026-04-07T07:51:57.344584Z,stop,185.0,9334694588.0,[],83886667.0,llama3.1,163.0,408739250.0,9898879042.0,,,,2026-04-07 08:51:57,True,,True,,True,,False,"Termenul 'Digital Humanities' se traduce prin unirea două concepte importante pentru cultura și disciplina noastră. 'Omenia' vine din limba Aromană, având semnificație similară cu termenul 'umanități', care include toate ramurile culturii umane. De asemenea, 'digitală' se referă la prezența online și utilizarea tehnologiei în acest domeniu. Prin această unire, putem spune că Omenia Digitală a Umanităților reprezintă studiul și utilizarea tehnicilor digitale pentru a explora și prezenta cultura umană."
rmy,Romani,Digital Humanities,Romane kalah valde,"{
  ""translated_term"": ""Romane kalah valde"",
  ""translation_rationale"": ""Kalhavale, shavalo, romane kalah - Digital Humanities. Vajlo phrala vitsenla e kalhalo, 'digital' a va romani ke chavo a phrale vitsenla. Kalhalo valde 'studia', 'artes liberales', 'umanitares shukar'.""
}",2026-04-07T07:51:45.422918Z,stop,98.0,4626434919.0,[],87309958.0,llama3.1,153.0,381830125.0,5134637500.0,,,,2026-04-07 08:51:45,False,Digitalno Humaniàlo,True,,True,,False,"Kalhavale, shavalo, romane kalah - Digital Humanities. Vajlo phrala vitsenla e kalhalo, 'digital' a va romani ke chavo a phrale vitsenla. Kalhalo valde 'studia', 'artes liberales', 'umanitares shukar'."
pms,Piedmontese,Digital Humanities,Umanità digitale,"{
""translated_term"": ""Umanità digitale"",
""translation_rationale"": ""A l'é sté scelto de mantegnì el term ""Humanities"" perché se riferisce a le discipline che s'occupen de la cultura, la storia e la creatività. In piemontèj a ven l'assimilà a l'espression ""umanità"", che vò dí dito la condizione umana e i comportamenti uman. El term ""digitale"" se refarisse già da sé a la parte tecnologica e informativa de la disciplina.""
}",2026-04-07T07:51:38.260742Z,stop,130.0,6479443366.0,[],93104125.0,llama3.1,161.0,420276625.0,7048498083.0,,,,2026-04-07 08:51:38,True,,True,,True,,False,A l'é sté scelto de mantegnì el term 
pdc,Pennsylvania German,Digital Humanities,Digitaalische Menschaheitsstudie,"{'translated_term': 'Digitaalische Menschaheitsstudie', 'translation_rationale': 'Schee Dijitale Menschaheit studiere, um die digitale Wissenschaft mit deitsch-sprachige Kultuv zu verbine. Die Endung -schaft kummt vun ""Menschaheit"", un das Adjektiv ""digitaalische"" kummt direkt vun Englisch.'}",2026-04-07T07:51:29.183688Z,stop,91.0,4488391502.0,"[{'translated_term': 'Digitaalische Menschaheitsstudie', 'translation_rationale': 'Schee Dijitale Menschaheit studiere, um die digitale Wissenschaft mit deitsch-sprachige Kultuv zu verbine. Die Endung -schaft kummt vun ""Menschaheit"", un das Adjektiv ""digitaalische"" kummt direkt vun Englisch.'}]",82134417.0,llama3.1,153.0,372704083.0,4979239875.0,Digitaalische Menschaheitsstudie,,,2026-04-07 08:51:29,True,,True,,True,,False,"Schee Dijitale Menschaheit studiere, um die digitale Wissenschaft mit deitsch-sprachige Kultuv zu verbine. Die Endung -schaft kummt vun ""Menschaheit"", un das Adjektiv ""digitaalische"" kummt direkt vun Englisch."
pap,Papiamentu,Digital Humanities,Dokumental Humano Digital,"{'translated_term': 'Dokumental Humano Digital', 'translation_rationale': 'Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital.'}",2026-04-07T07:51:22.176316Z,stop,111.0,5722482371.0,"[{'translated_term': 'Dokumental Humano Digital', 'translation_rationale': 'Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital.'}]",81913667.0,llama3.1,168.0,435773334.0,6284173625.0,Dokumental Humano Digital,,,2026-04-07 08:51:22,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,"Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital."
pam,Kapampangan,Digital Humanities,Dijitales na Kasayasayanan,"{'translated_term': 'Dijitales na Kasayasayanan', 'translation_rationale': 'Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!'}",2026-04-07T07:51:13.866336Z,stop,88.0,4491452251.0,"[{'translated_term': 'Dijitales na Kasayasayanan', 'translation_rationale': 'Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!'}]",79775166.0,llama3.1,160.0,398786250.0,5001921208.0,Dijitales na Kasayasayanan,,,2026-04-07 08:51:13,False,Digital Humanities,True,,True,,False,"Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!"
pag,Pangasinan,Digital Humanities,Saad at Pamayanan Digital,"{
  ""translated_term"": ""Saad at Pamayanan Digital"",
  ""translation_rationale"": ""Saan a naririto an terma na digital humanities, kayat kong itangi ito king Pangasinan. Ginamit kong tanaw ing 'saad' (sarili), a tukoyan ing mga disiplina o field na pang-kultura at makabayan. Sadya kong lagyan ang 'digital', dahil sa tatanongan nanung kailangan keng panahon, moderno, at teknolohiya. Anu-ano kaya naman an 'humanities'? Ing karulatang kung ita, ing 'pamayanan' a tunton ya masansin na tanaw a pang-makabayan o pang-kultura.""
}",2026-04-07T07:51:06.83768Z,stop,176.0,9804086174.0,[],79402959.0,llama3.1,160.0,420805333.0,10379885334.0,,,,2026-04-07 08:51:06,False,Digital Humanities,False,Saray Manangiyabawag na Too,True,,False,"Saan a naririto an terma na digital humanities, kayat kong itangi ito king Pangasinan. Ginamit kong tanaw ing 'saad' (sarili), a tukoyan ing mga disiplina o field na pang-kultura at makabayan. Sadya kong lagyan ang 'digital', dahil sa tatanongan nanung kailangan keng panahon, moderno, at teknolohiya. Anu-ano kaya naman an 'humanities'? Ing karulatang kung ita, ing 'pamayanan' a tunton ya masansin na tanaw a pang-makabayan o pang-kultura."
nso,Northern Sotho,Digital Humanities,Mošomo wa Mabūdi,"{
  ""translated_term"": ""Mošomo wa Mabūdi"",
  ""translation_rationale"": ""Go tswelopelelwa ke mokgatlo wa lebaka la dipeledi. Mabūdi a hlagalang e ka ntlha ya matshelo a a neng di ntswa kudu. Mošomo o mongwadi wa dipeledio, mošomo o swela 'Digital Humanities'""
}",2026-04-07T07:50:54.424965Z,stop,99.0,5355273787.0,[],75775125.0,llama3.1,169.0,437643083.0,5906179125.0,,,,2026-04-07 08:50:54,False,Thuto ya Botho ya Dijithale,False,Ditekanyo tša Batho,True,,False,"Go tswelopelelwa ke mokgatlo wa lebaka la dipeledi. Mabūdi a hlagalang e ka ntlha ya matshelo a a neng di ntswa kudu. Mošomo o mongwadi wa dipeledio, mošomo o swela 'Digital Humanities'"
nrm,Norman,Digital Humanities,Les Humanités Numériques,"{
  ""translated_term"": ""Les Humanités Numériques"",
  ""translation_rationale"": ""Ch'est la traduction directe d'la combinaison d'designations, 'Digital' qui vient du latin 'digitus', l'veut dire le doigt ou l'signet, et 'Humanities' qui est la variante anglaise de 'les Humanités', ch'est-à-dire les sciences des lettres et des arts.""
}",2026-04-07T07:50:46.493203Z,stop,97.0,4973197253.0,[],79825791.0,llama3.1,145.0,353282542.0,5438136458.0,,,,2026-04-07 08:50:46,True,,True,,True,,False,"Ch'est la traduction directe d'la combinaison d'designations, 'Digital' qui vient du latin 'digitus', l'veut dire le doigt ou l'signet, et 'Humanities' qui est la variante anglaise de 'les Humanités', ch'est-à-dire les sciences des lettres et des arts."
new,Newar,Digital Humanities,डिजिटल महाकविता,"{
  ""translated_term"": ""डिजिटल महाकविता"",
  ""translation_rationale"": ""नेपाली भाषामा डिजिटल मनोविश्वास, सांस्कृतिक शोध र तात्पुर्ति यकिनबाधा गरेर यो शब्द व्युत्पन्न गरिएको छ। 'डिजिटल' अर्थमा नुवाचित्र बाढ (digital = नेवादि-निवास), 'मनोविश्वास' अर्थमा महाकविता(humanities = काव्य-कृति) र 'सांस्कृतिक शोध' अर्थमा तात्पुर्ति (research = निरीक्षा) का प्रयोग गरिएको छ।""
}",2026-04-07T07:50:39.032128Z,stop,180.0,9520625131.0,[],79546875.0,llama3.1,152.0,346569000.0,10004241084.0,,,,2026-04-07 08:50:39,False,डिजिटल मानविकी,True,,True,,False,"नेपाली भाषामा डिजिटल मनोविश्वास, सांस्कृतिक शोध र तात्पुर्ति यकिनबाधा गरेर यो शब्द व्युत्पन्न गरिएको छ। 'डिजिटल' अर्थमा नुवाचित्र बाढ (digital = नेवादि-निवास), 'मनोविश्वास' अर्थमा महाकविता(humanities = काव्य-कृति) र 'सांस्कृतिक शोध' अर्थमा तात्पुर्ति (research = निरीक्षा) का प्रयोग गरिएको छ।"
nds-nl,Dutch Low Saxon,Digital Humanities,Digitaal Menswetenschap,"{
  ""translated_term"": ""Digitaal Menswetenschap"",
  ""translation_rationale"": ""De term \""Digital Humanities\"" is toepasst op de digitale aspecten van de menswetenschappen. In plaats van \""Humanities\"", gebruiken we een verwijzing naar de menswetenschappen, wat in Nederlandse contexten algemeen gebruikelijk is. Het suffix \""-digitaal\"" verwijsd naar de digitalisering en computertechnologie die nu een integraal onderdeel is van deze veld. ""
}",2026-04-07T07:50:27.006521Z,stop,124.0,6395040209.0,[],82995375.0,llama3.1,171.0,378411709.0,6894124834.0,,,,2026-04-07 08:50:27,True,,True,,True,,False,"De term ""Digital Humanities"" is toepasst op de digitale aspecten van de menswetenschappen. In plaats van ""Humanities"", gebruiken we een verwijzing naar de menswetenschappen, wat in Nederlandse contexten algemeen gebruikelijk is. Het suffix ""-digitaal"" verwijsd naar de digitalisering en computertechnologie die nu een integraal onderdeel is van deze veld. "
nds,Low German / Low Saxon,Digital Humanities,Digitale Humanisten,"{
  ""translated_term"": ""Digitale Humanisten"",
  ""translation_rationale"": ""De Term \""Digital Humanities\"" betydt so, dat Weten un Wiedergeeven van digitale Medien un Technologien in de wetenschaplichen Forschung anwendet warrt. Dat Woort 'Humanities' verwiest na de Wetenschappen, de sik mit den Menschen, sien Kultur un Gesellschaftsbedingungen beskäftigen. In disse Ümstände hefft de Digitale Humanisten en Brede Reeg von Disziplinen entwickelt, de digitale Methode to Anwennen bringen in't Oarbieten an Literatur, Kunst, Geschicht, Spraken un annere humanistische Facken.""
}",2026-04-07T07:50:18.089327Z,stop,167.0,9288726121.0,[],83625333.0,llama3.1,193.0,416733209.0,9846975458.0,,,,2026-04-07 08:50:18,True,,True,,True,,False,"De Term ""Digital Humanities"" betydt so, dat Weten un Wiedergeeven van digitale Medien un Technologien in de wetenschaplichen Forschung anwendet warrt. Dat Woort 'Humanities' verwiest na de Wetenschappen, de sik mit den Menschen, sien Kultur un Gesellschaftsbedingungen beskäftigen. In disse Ümstände hefft de Digitale Humanisten en Brede Reeg von Disziplinen entwickelt, de digitale Methode to Anwennen bringen in't Oarbieten an Literatur, Kunst, Geschicht, Spraken un annere humanistische Facken."
nap,Neapolitan,Digital Humanities,,"{'translated_term': 'Umanità Digitélla', 'translation_rationale': 'Cristiano \""Digitélla\"" è 'n termine ch'è già 'ncoraggio a traslitterare, ca se parla d''umanità e d'internet. Però, se volimmo tradurlo in napoletano, avemmo da pigliate 'n conto ca ""digitale"" si rifà a tutto cio' che è tecnologico e computerizzato. Perciò, avemo usato ""'a digitélla"", pe' dì l'umanità con cchiù tecnologia.'}",2026-04-07T07:50:06.215161Z,stop,137.0,7240250910.0,[],82523625.0,llama3.1,160.0,381374708.0,7747236375.0,,,,2026-04-07 08:50:06,True,,True,,True,,False,
nah,Nahuatl,Digital Humanities,Tlātlamahualtzinilli,"{'translated_term': 'Tlātlamahualtzinilli', 'translation_rationale': 'Tlātla āmehualli, ""tecuān tlein tlanelhuiliz"", īn motoca Nāhutlalli. Tlātla ānahuac ēca in motocatlalli, āmehualticpa Nāhutlac.'}",2026-04-07T07:49:56.441795Z,stop,90.0,4822554745.0,"[{'translated_term': 'Tlātlamahualtzinilli', 'translation_rationale': 'Tlātla āmehualli, ""tecuān tlein tlanelhuiliz"", īn motoca Nāhutlalli. Tlātla ānahuac ēca in motocatlalli, āmehualticpa Nāhutlac.'}]",82027291.0,llama3.1,160.0,381595708.0,5314763958.0,Tlātlamahualtzinilli,,,2026-04-07 08:49:56,True,,True,,True,,False,"Tlātla āmehualli, ""tecuān tlein tlanelhuiliz"", īn motoca Nāhutlalli. Tlātla ānahuac ēca in motocatlalli, āmehualticpa Nāhutlac."
mwl,Mirandese,Digital Humanities,,"{'translated_term': 'Humanidades Digitales', 'translation_rationale': 'La palabra ""Digital Humanities"" tenho-la traduzida para Mirandés, usando la forma habitual de traduzir adjetivos que seguen a substantibo ne l lenguache anglés. Porque ""digital"" ye un adjetibo qu'aparece ante o substantibo ""humanidades"", i ls dou l peso de ser un adjetivo que define la esséncia de las humanidades, antre outras cousas.'}",2026-04-07T07:49:49.105402Z,stop,112.0,6083545127.0,[],82622833.0,llama3.1,161.0,416177625.0,6623121333.0,,,,2026-04-07 08:49:49,True,,True,,True,,False,
