language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude
fiu-vro,Võro,Digital Humanities,Digitaalnõ humanitaartiidüs,326.0,2026-04-07T09:05:33.297951,end_turn,claude-sonnet-4-5-20250929,171.0,497.0,"Võro keelen om 'Digital Humanities' kõgõ parõmbahe tõlkõ 'Digitaalnõ humanitaartiidüs'. Sõna 'digitaalnõ' om võro keele jaos sopõv viis üteldes 'digital', miä tulõ inglüse keelest ja tähendäs numbrilist, arvotikõsõlist. 'Humanitaartiidüs' om võro keelen kasutõdav sõna humanitaartiidüisi poolõst - humanitiis-, kultuuri- ja ütiskundatiidüisi. Taa om otsilõ laen, a võro keelen om täpsä tähendüsegaq ja kõnõlõjas saa aru. Tõnõ võimalus olõs 'Digitaalnõ inemisetegevüs-tiidüs', a taa om pikk ja vaeg täpsembä. Sõna 'humanitaartiidüs' om parõmb, selle et taa om joba kasutusõn ja teedüsmiihi saa aru.",,,,2026-04-07 09:05:33,True,,True,,True,,False,Digitaalse ilukunst,"{
  ""translated_term"": ""Digitaalse ilukunst"",
  ""translation_rationale"": ""Digitaal sündinud ühiskonna ilukunsti uurimine ja avatud vormid. 'Humanities' tähendab inimese tegevusi, mis on seotud kunstidega, kirjandusega, filosoofia ja muusiga.""
}",2026-04-07T07:47:00.53201Z,stop,91.0,1069200711.0,[],80162000.0,llama3.1,163.0,389888084.0,1565131083.0,,"Digitaal sündinud ühiskonna ilukunsti uurimine ja avatud vormid. 'Humanities' tähendab inimese tegevusi, mis on seotud kunstidega, kirjandusega, filosoofia ja muusiga.",False,Digiitlaal Inimpäärtüsõõlõ,155.0,1775548601.0,stop,gpt-4o-2024-08-06,151.0,306.0,"Sõna ""Digiitlaal"" tulõb inglise keelen ""Digital"", ku ""digi"" tähendäs elektroosi ja ""laal"" omadust. ""Inimpäärtüsõõlõ"" tulõngu sõnast ""humanities"", ku ""inim-"" tähendäs inimese, ja ""päärtüsõõlõ"" tähendäs kultuurõnõ ja ühiskondlidsõnõ uurmist. Niisiis, tervikuna tähendäs termin in tegemist humanoovidigu urimine digitaalsel tymäl.",,False
ext,Extremaduran,Digital Humanities,Humanidais Digitalis,251.0,2026-04-07T09:05:20.080559,end_turn,claude-sonnet-4-5-20250929,183.0,434.0,"En estremeñu, pa traduçi 'Digital Humanities' tenemos que consirará los dos elementus: 'Digital' y 'Humanities'. El términu 'digital' se mantieni como 'digital' o 'digitalis' (forma mas latineçá que s'aqueça bien al estremeñu). Pa 'Humanities', el términu propiu es 'humanidais' (del latín humanitas), que signifia las çiénçias y estúdius sobri la cultura, literatura, história y demás disciplinas humanísticus. La forma 'Humanidais Digitalis' respeta la estrutura morfológica del estremeñu y la influéncia del latín que carateriza esta luenga. Es la manera mas natural de nombral esti campu d'estúdiu que combina las tenologías digitalis con las investigaçionis humanísticus.",,,,2026-04-07 09:05:20,True,,True,,True,,False,Humanidáis Dixitales,"{'translated_term': 'Humanidáis Dixitales', 'translation_rationale': 'Lo he traducío segund la raíz común de ""humán"" i ""dixital"", con un resaltu en la importancia de las humanidades en el ámbito digital. El prefijo ""human-"" se refiere a lo relativo al ser humano, mientras que ""-idáis"" hace referencia a las nuevas tecnologías y formas de interacción.'}",2026-04-07T07:46:56.947269Z,stop,103.0,1212861627.0,"[{'translated_term': 'Humanidáis Dixitales', 'translation_rationale': 'Lo he traducío segund la raíz común de ""humán"" i ""dixital"", con un resaltu en la importancia de las humanidades en el ámbito digital. El prefijo ""human-"" se refiere a lo relativo al ser humano, mientras que ""-idáis"" hace referencia a las nuevas tecnologías y formas de interacción.'}]",83510958.0,llama3.1,168.0,389655542.0,1715688250.0,Humanidáis Dixitales,"Lo he traducío segund la raíz común de ""humán"" i ""dixital"", con un resaltu en la importancia de las humanidades en el ámbito digital. El prefijo ""human-"" se refiere a lo relativo al ser humano, mientras que ""-idáis"" hace referencia a las nuevas tecnologías y formas de interacción.",False,Humanidás Dixitalis,177.0,1775548597.0,stop,gpt-4o-2024-08-06,156.0,333.0,"La traducción de 'Digital Humanities' al estremeñu ye 'Humanidás Dixitalis'. La parabra 'Humanidás' vieni direutamente del españolu 'Humanidades', una forma que se mantienu mui similar en estremeñu debidu al usu compartíu y la influenzia histórica del latín. Poli otrolau, 'Dixitalis' se refieru a 'Digital', y ta formá a partir del términu global 'dixital', que igualmente tien raiz en 'digitus', aludiendu a la computación o representação por medios numéricos. Asina, alivir letras en plural, se asegura que se parla de conceptos en plural, sigún el idioma original.",,False
dsb,Lower Sorbian,Digital Humanities,digitalne humanitarne wědy,282.0,2026-04-07T09:05:10.153407,end_turn,claude-sonnet-4-5-20250929,176.0,458.0,"Pśełožk 'Digital Humanities' do dolnoserbšćiny trjeba wóźiś k standarnemu słowestwoju a gramatiskej strukturje rěcy. 'Digital' se pśełožujo ako 'digitalne' (pśidawne mě w množynje), což jo pśewześe z engelskego wóraza a jo se zakórjenjone w serbskej terminologiji. 'Humanities' wótpowědujo 'humanitarnym wědam' – množyna słowa 'wěda' z pśidawnym mjenim 'humanitarne', což se njesie na gejstesne, kulturelne a linguistiske discipliny. Alternatiwa by mógła byś 'digitalne humanistiske wědy', ale 'humanitarne wědy' jo wěcej rozšyrjony termin w serbskej akademiskej rěcy za toś ten wědomnostny wobcerk.",,,,2026-04-07 09:05:10,True,,True,,True,,False,digitale wuměntnosty,"{
  ""translated_term"": ""digitale wuměntnosty"",
  ""translation_rationale"": ""Termin \'Digital Humanities\' skeram přeložiću do nižo-serbšćina. Wuměntnosty je słowo, kiž wotpowědača ""wumjenja"" a čita so ""wuměnjo"", ale mjeno za něžo togo pojetija słuša, móže być přidane přezdźělko ""digitale"".""
}",2026-04-07T07:46:53.210077Z,stop,117.0,1381207084.0,[],80994375.0,llama3.1,161.0,392875291.0,1888075542.0,,"Termin \'Digital Humanities\' skeram přeložiću do nižo-serbšćina. Wuměntnosty je słowo, kiž wotpowědača ",False,Digitalne humanistike,184.0,1775548589.0,stop,gpt-4o-2024-08-06,157.0,341.0,"Termin ""Digitalne humanistike"" se składa ze słowa ""digitalne"", kótare zwěsči teknologije, a ""humanistike"", což wopśimjeśe wucěźenje łowjeckich kultur, literatury a historii. ""Digitalne"" deriva z anglickeje słowa ""digital"", a ""humanistike"" jo pochodne ze słowa ""humanistische"", kótare teke se wužywa wšykneśkó bijeże w Lower Sorbian slědkach. Terminy musějo se demokrijoju digitalizace, a dlatego ""Digitalne humanistike"" jo termin kótary wópisuja nowu rěčnu disciplinu.",,False
diq,Dimli,Digital Humanities,Humanîteyê Dîjîtal,343.0,2026-04-07T09:04:57.819807,end_turn,claude-sonnet-4-5-20250929,168.0,511.0,"Ziwanê Dimlî de, 'Digital' kelîme 'Dîjîtal' yo ra ameyî thesnayene û hîna zaf şikenîya. 'Humanities' qandê 'îlmê însanan' yan zî 'zanistê însanan' manaya xo rê şuxulnenê, labelê Dimlî de terminolojîya akademîk ra, 'Humanîte' yan zî 'Humanîtey' forma adapteyî peyser girenîya. Coka 'Humanîteyê Dîjîtal'îfadeyo ke saha merkezî yo ke teknolojîya dîjîtal û zanistê însanan/edebîyat/çand yewbînan ra yena şuxulnayene xeylî raşt yo. Struktura gramatîkalî Dimlî de, sifet/adjektîv badê îsiman yeno (Dîjîtal badê Humanîtey), labelê forma îzafetî 'Humanîteyê Dîjîtal' zî meqbul a û terminolojîya îlmî de zafêr şikenîya.",,,,2026-04-07 09:04:57,True,,True,,True,,False,Zıwanevanên Elektronik,"{
  ""translated_term"": ""Zıwanevanên Elektronik"",
  ""translation_rationale"": ""Dewleta wazifenandêra ziwanan (Digital Humanities) zey qısımê çareserışti, internet u teknolojiyê ke peyser naskenê ra xelat biya. Mınasibi ra vênayene, ênan ewro wexte sero xebate, êni dewleti vano.""
}",2026-04-07T07:46:49.299344Z,stop,107.0,1263729619.0,[],80418667.0,llama3.1,153.0,375591708.0,1749630417.0,,"Dewleta wazifenandêra ziwanan (Digital Humanities) zey qısımê çareserışti, internet u teknolojiyê ke peyser naskenê ra xelat biya. Mınasibi ra vênayene, ênan ewro wexte sero xebate, êni dewleti vano.",False,Dijîtal Insanî,245.0,1775548582.0,stop,gpt-4o-2024-08-06,149.0,394.0,"Çımeyna pêyva ""Dijîtal Humanities"", peyva ""dijîtal"" mastira inglizîdi, ke cı destnê zavari du nêrînan vindeno, yew teknologiye ke ra deteyê istilado şekilê da. İna peyvê Dimli zi destnê inglizî do, ke cı alemê zaf zemana ra qebul viya. ""Insanî"" de behsê insania ri kerzo ke çimçesnayişa binê vi vurnayişi be yew istiqatê salah be tekkeıja payên. Entermiyalah, pêyvana ""Dijîtal Insanî"" bimayeno, pê eyar kê cı sıngra vi navê, betavniya bini zero key, mera xısrana binena vi vîraş ku istiqatê. Vi terma bimuqëra, na gıreyê Inglizî nivîşıyo.",,False
csb,Kashubian,Digital Humanities,Cyfrowi Humanistyka,325.0,2026-04-07T09:04:42.961375,end_turn,claude-sonnet-4-5-20250929,176.0,501.0,"Termin 'Digital Humanities' to nowoczesnô dzedzina naukòwô,co łączë w se humanistycznë studiã z cyfrowima technologijama. W kaszëbsczi môme słowò 'cyfrowi' (òd 'cyfra', równak tworzonô òd pòlsczégò 'cyfra'), chtërné òdpòwiôdô anielskiémù 'digital'. Słowò 'humanistyka' je miarownë dlô wszëtczich słowiańsczich jãzëków, w tim kaszëbsczégò, i òznôczô naukòwé dziedzënë, co sã zabierajë człowiekã, jegò kùlturą a histórëjã. Przëdownik 'cyfrowi' je w ti kòmbinacëji w rodzaju przëmiétnikòwim a stoji przed rzecznikã 'humanistyka', còż je nôbardżi naturalnô strukturã w kaszëbsczi mòwie, równak jakno 'nowô histora' abò 'stôrô kùltura'.",,,,2026-04-07 09:04:42,True,,True,,True,,False,Humaństwo Digitalne,"{
  ""translated_term"": ""Humaństwo Digitalne"",
  ""translation_rationale"": ""Mianowicie, ""Digitalne"" pochodzi z angielskiego, a to słowo możemy przełożyć na kashubski jako ""digitalny"", co oznaczałoby 'cyfrowy' lub 'komputerowy'. 'Humaństwo', czyli humanistyka, jest już dobrze znana w języku kaszubskim, bo korzenie są one związane ze słowem 'humanista', które oznacza osobę zajmującą się kształceniem człowieka. W tym przypadku powinniśmy użyć rzeczownika ""humaństwo"" w kształcie wyrazu, a nie jako ""humanistyka"", która była by potoczna forma i nie pasowałaby do oznaczenia dyscypliny naukowej.""
}",2026-04-07T07:46:45.526103Z,stop,213.0,2527757002.0,[],89080000.0,llama3.1,161.0,391664792.0,3069086625.0,,"Mianowicie, ",True,,,,,,,,,,False
ckb,Kurdish (Sorani),Digital Humanities,مرۆڤایەتی دیجیتاڵی,430.0,2026-04-07T09:04:27.557142,end_turn,claude-sonnet-4-5-20250929,190.0,620.0,وشەی 'Digital Humanities' بریتییە لە بوارێکی ئەکادیمی نوێ کە تێکەڵەیەکە لە زانستە مرۆڤایەتییەکان و تەکنەلۆژیای دیجیتاڵی. لە سۆرانیدا 'مرۆڤایەتی' وشەیەکی پەسەندکراوە بۆ 'Humanities' کە ئاماژەیە بۆ لقە زانستییەکانی وەک ئەدەبیات، مێژوو، فەلسەفە و هتد. وشەی 'دیجیتاڵی' بە هەمان شێوە لە کوردیدا بەکاردێت و پەیوەندی بە تەکنەلۆژیای کۆمپیوتەرەوە هەیە. هەردوو وشەکە بە شێوەی رێزمانی سۆرانی کۆبووندەوە، بەو شێوەیەی کە ناوی دواتر (دیجیتاڵی) وەک سیفەت بۆ ناوی یەکەم (مرۆڤایەتی) کار دەکات.,,,,2026-04-07 09:04:27,False,زانستە مرۆییە دیجیتاڵییەکان,True,,True,,False,Zanistîya Dijitāl,"{'translated_term': 'Zanistîya Dijitāl', 'translation_rationale': 'Wêneyê fermî ya termê ""Digital Humanities"" heye. Lēshkar û kovarên îro gelemperî ji bo xizmetekarên zanistî û şanozanîyan li ser înternetê tê dehatineve. Bi vê rûpelî re, zanistîyên dijîtāl ên nûdizayî nekevt dîpênî bûne.'}",2026-04-07T07:46:40.432698Z,stop,126.0,1483074123.0,"[{'translated_term': 'Zanistîya Dijitāl', 'translation_rationale': 'Wêneyê fermî ya termê ""Digital Humanities"" heye. Lēshkar û kovarên îro gelemperî ji bo xizmetekarên zanistî û şanozanîyan li ser înternetê tê dehatineve. Bi vê rûpelî re, zanistîyên dijîtāl ên nûdizayî nekevt dîpênî bûne.'}]",79796875.0,llama3.1,182.0,391017083.0,1988861416.0,Zanistîya Dijitāl,"Wêneyê fermî ya termê ""Digital Humanities"" heye. Lēshkar û kovarên îro gelemperî ji bo xizmetekarên zanistî û şanozanîyan li ser înternetê tê dehatineve. Bi vê rûpelî re, zanistîyên dijîtāl ên nûdizayî nekevt dîpênî bûne.",False,زانستی مەدەنیاتی دیجیتاڵ,426.0,1775548572.0,stop,gpt-4o-2024-08-06,170.0,596.0,"کرنەوتی زانستی مەدەنیاتی بەھێزی زیاتر لە زمانە پرۆژەی گەشەی پەیوەندیدانی ئایتیی. ""میوانی دیجیتاڵ"" هاوپەیەندی لە نێوان زانکەی زمانی مەدەنی پلەی جیهانی، بەرزیە ناوەکییان بە زانیاری و هەژمارە کۆنڵەی زانستی دەرمیسۆزییا ژمارەدامەزرادەیی دیواکەی رادەک. بەرەکەیان بەرزیە ناوەکەی باری، هەژمار و زانین ژمارە دامەزرادەیی پلەی جیهانەکەیان فەرمیی بەرزیان دێ. ئەمە بەھاریدانی زانیاری بەرزی مینەی سپییە دابەکوە مەدەنی بەرز، بەرزبۆنی لەجەکی دامەرزیاییاندنەکە. بەرزی زانیاری و دەستە ناسارە دامەزراندەی. بەرزی جیهانی دەچێندە بە بەرزی زانیاری دامەرزیادە بەتوانای رەیبەری بەڕێوەری ناوتایەکان. بەرز بەرزبۆنی دامەرزیەژینە نوێدانە ناوتایە دامەزراندنەوەی نوێی پلەی ڕاگەیاندەر دێ. بەرزبۆنی بۆ بەکارروانی نوێوە مەدەنی دیجیی بەرچەم ئەمەرە دامەزراندنەوە بەرزیە.",,False
chy,Cheyenne,Digital Humanities,Vé'ho'éome Hohtsémâhéóhe,269.0,2026-04-07T09:04:11.981252,end_turn,claude-sonnet-4-5-20250929,176.0,445.0,"Néhe vého'éome (vé'ho'éome) na'éstse hósêstse véhpoome hó'e, éne'hoháóotsé'tovâhéva tsé'tóhe móhnóhvéhoohe. Hohtsémâhéóhe na'éstse éne'hoháhtsévá'e tsé'tóhe vóhpoma'xémâhéóhe, tsêhe'óhnêstsese, hávôxe'êstóotsese. Néhe vé'ho'éome hohtsémâhéóhe éne'hoháméstómâheohe computer véhpoome hó'e éne'xhómá'e tsé'tóhe vóhpoma'xémâhéóhe, tsêhestôtse, éne hohtsémâhéóhe.",,,,2026-04-07 09:04:11,True,,True,,True,,False,Meeyómaa hoowóose'e,"{
  ""translated_term"": ""Meeyómaa hoowóose'e"",
  ""translation_rationale"": ""Meeyómaa (me-e-yo-mah) oóe áhehe keyáma, hoowóose'e (hoh-woh-weh-seh) áhehe k'éhe, hómaa heehee'óowe. Áhee k'éhe meeyómaa hoowóose'e hoó'e héí máaséehaaye' akiitsiiseksoo'ée, máaséehaaye' oóe áhee éee'óowe.""
}",2026-04-07T07:46:36.420719Z,stop,140.0,1650042915.0,[],86454750.0,llama3.1,160.0,390523917.0,2164096000.0,,"Meeyómaa (me-e-yo-mah) oóe áhehe keyáma, hoowóose'e (hoh-woh-weh-seh) áhehe k'éhe, hómaa heehee'óowe. Áhee k'éhe meeyómaa hoowóose'e hoó'e héí máaséehaaye' akiitsiiseksoo'ée, máaséehaaye' oóe áhee éee'óowe.",False,,,,,,,,,,False
chr,Cherokee,Digital Humanities,ᏗᏎᏍᏗ ᎠᏂᎩᏍᎩ ᏧᏬᏪᎳᏅᎯ,500.0,2026-04-07T09:04:02.080040,max_tokens,claude-sonnet-4-5-20250929,151.0,651.0,No rationale provided,,,,2026-04-07 09:04:02,True,,True,,True,,False,ᏌᏊ ᎣᏓᎵᏛ ᏚᎳᏅᎯ," {'translated_term': 'ᏌᏊ ᎣᏓᎵᏛ ᏚᎳᏅᎯ', 'translation_rationale': 'ᏌᏊ ᎠᏰᏟ ᏗᎧᏁᏗᏱ, ᎡᎶᏂᎥ ᏚᎳᏄᏕ ᏙᎯᏓᏁᎵ. ᎣᏓᎵᏛ ᎠᎦᏘᏃᎸᏔᏊ, ᎤᎬᏗᏜ ᎢᎩᏈᎭᏱ.'}",2026-04-07T07:46:32.230851Z,stop,177.0,2070892757.0,"[{'translated_term': 'ᏌᏊ ᎣᏓᎵᏛ ᏚᎳᏅᎯ', 'translation_rationale': 'ᏌᏊ ᎠᏰᏟ ᏗᎧᏁᏗᏱ, ᎡᎶᏂᎥ ᏚᎳᏄᏕ ᏙᎯᏓᏁᎵ. ᎣᏓᎵᏛ ᎠᎦᏘᏃᎸᏔᏊ, ᎤᎬᏗᏜ ᎢᎩᏈᎭᏱ.'}]",83718834.0,llama3.1,144.0,350515709.0,2548414750.0,ᏌᏊ ᎣᏓᎵᏛ ᏚᎳᏅᎯ,"ᏌᏊ ᎠᏰᏟ ᏗᎧᏁᏗᏱ, ᎡᎶᏂᎥ ᏚᎳᏄᏕ ᏙᎯᏓᏁᎵ. ᎣᏓᎵᏛ ᎠᎦᏘᏃᎸᏔᏊ, ᎤᎬᏗᏜ ᎢᎩᏈᎭᏱ.",False,ᏗᏍᏚᎢᏯᏛᏁᎸᎢ ᏚᏳᎾᏛᏁᎸᎢ,285.0,1775548562.0,stop,gpt-4o-2024-08-06,140.0,425.0,ᎤᏲᏗᏒ ᏚᏳᎾᏛᏁᎸᎢ ᏗᏨᏍᏗᏍᎩ ᎠᏓᏁᏟ ᏂᎦᏛᎢ. ᎾᏛᏁᎸᎢ ᎤᏲᏍᏗ ᏂᎩ ᎬᏗ ᎠᏧᏟᎶᏍᏙᎢ. ᏓᎷᏥ ᎤᏲᏍᏗ ᏍᏛ ᏘᎦᏗᏱᎢ ᎠᏧᏣ ᏂᎪᏗᏱᎢ.,,False
cho,Choctaw,Digital Humanities,Holisso Yukpali Nana Ithana,195.0,2026-04-07T09:03:51.513146,end_turn,claude-sonnet-4-5-20250929,175.0,370.0,"Holisso (nana holhtina, holisso) yumma komputa micha teknoloji himona pila ho isht holitopa ma, Yukpali (tikahbi, shali) yumma teknoloji holisso ai isht isht anukfilli imponna ma, Nana Ithana (knowledge, learning) yumma hatak okla nana ithana micha isht anumpa micha nana isht ai asha aiimma isht ithaiyana ho tosholi hoke. Toba holisso micha komputa pila ho isht holitopa isht anukfilli imponna chi hoke.",,,,2026-04-07 09:03:51,True,,True,,True,,False,Itokoba Hoksholakobi,"{'translated_term': 'Itokoba Hoksholakobi', 'translation_rationale': 'Okchi tokoba hoki, chito holisso, kholokoli hoksolov, ekvta holoklaka, ishchi holitoba. Tokoba itokobalik, holoklitoka hokshi, shi okcha holitoka. Hokshola hokolaka, khoti okcha holisso.'}",2026-04-07T07:46:27.660497Z,stop,99.0,1144381164.0,"[{'translated_term': 'Itokoba Hoksholakobi', 'translation_rationale': 'Okchi tokoba hoki, chito holisso, kholokoli hoksolov, ekvta holoklaka, ishchi holitoba. Tokoba itokobalik, holoklitoka hokshi, shi okcha holitoka. Hokshola hokolaka, khoti okcha holisso.'}]",80014833.0,llama3.1,160.0,379497208.0,1632079708.0,Itokoba Hoksholakobi,"Okchi tokoba hoki, chito holisso, kholokoli hoksolov, ekvta holoklaka, ishchi holitoba. Tokoba itokobalik, holoklitoka hokshi, shi okcha holitoka. Hokshola hokolaka, khoti okcha holisso.",False,Aiyaanvnna Ilittvtoba,93.0,1775548558.0,stop,gpt-4o-2024-08-06,156.0,249.0,"“Aiyaanna” mana eho oa ya vnna nakni, ittonlik hilha ittoliko hokka analkochi. “Ilittvtoba” ia aiansohmi envlichi ilittvloha hvmmak nana im alhkana toklili, hattak ai ilittoba.",,False
ceb,Cebuano,Digital Humanities,Digitol nga Humanidades,305.0,2026-04-07T09:03:41.158823,end_turn,claude-sonnet-4-5-20250929,176.0,481.0,"Ang termino 'Digital Humanities' gihubad nga 'Digitol nga Humanidades' tungod kay kini ang labing tin-aw ug tataw nga paagi sa paghubad sa konsepto. Ang 'Digital' gipabilin nga 'Digitol' kay kini usa ka komon nga pulong sa Cebuano nga gigamit sa teknolohiya. Ang 'Humanities' gihubad nga 'Humanidades' kay mao kini ang espesipiko nga akademikong termino nga gigamit sa mga unibersidad ug mga iskwelahan sa Pilipinas alang sa natad sa pagtuon nga naglakip sa kasaysayan, literatura, pilosopiya, ug uban pang disiplina bahin sa tawhanong kasinatian. Ang paggamit sa 'nga' maoy konektibo nga Cebuano nga nagdugtong sa duha ka mga konsepto. Kini nga hubad nagtahod sa akademikong kahulogan ug kasayon sa pagsabot sa mga Cebuano speakers.",,,,2026-04-07 09:03:41,False,Digital nga mga Humanidad,False,Digital nga mga Tawhanon,False,Digital Humanities,False,Digitalong Humanidades,"{
  ""translated_term"": ""Digitalong Humanidades"",
  ""translation_rationale"": ""Sa pagkaron sa ingles, ang ""digital"" ug ""humanities"" usa kini ka hambalakaw nga salita. Ang ""digital"" mipahibalo sa teknolohiya o elektronikong panahon, ug ang ""humanities"" mihimoonon sa mga panidpanaon ug humanista nga disiplina. Sa Cebuano, gibutang kining duha ka katuyoan sa usa ka salita, diin ""digitalong"" mipalibot sa ""panahon"" ug ""humanidades"".""
}",2026-04-07T07:46:24.003661Z,stop,141.0,1726622296.0,[],86967125.0,llama3.1,169.0,437337167.0,2290025083.0,,"Sa pagkaron sa ingles, ang ",False,Diyital nga Humanidades,176.0,1775548553.0,stop,gpt-4o-2024-08-06,148.0,324.0,"Ang Cebuano nga pulong alang sa 'Digital Humanities' kay 'Diyital nga Humanidades.' Ang pulong 'diyital' hinulma gikan sa Ingles nga 'digital,' nga sabay-sabay gigamit sa ordinaryong panulti-an sa Cebuano ug walay nasayon nga tapat nga pulong. Ang pulong 'humanidades' naggikan sa tuslob sa Ingles nga 'humanities,' nga gihubo na sab sa konteksto sa akademikong diskurso sa Filipino. Sa kadaghanan sa mga pribado ug publikong institusyon sa Pilipinas, bahin sa mga 'arts and humanities' naggamit sa Ingles, ug ang pinulungang Cebuano nanalipod usab sa maong mga termino.",,False
cdo,Min Dong Chinese,Digital Humanities,數字人文,220.0,2026-04-07T09:03:29.492886,end_turn,claude-sonnet-4-5-20250929,176.0,396.0,「Digital Humanities」翻譯做「數字人文」是根據現代漢語學術界其通用譯法。「數字」(sô̤-cê) 表示 digital 其意思，指電腦共數位技術；「人文」(ìng-ùng) 指人文學科，包括文學、歷史、哲學等等傳統其人文研究領域。蜀萆詞表示應用數位技術來進行人文學科其研究共教學。閩東語其學術用語通常參考標準華語其譯法，所以採用「數字人文」蜀萆講法是最合適其。,,,,2026-04-07 09:03:29,True,,True,,True,,True,,,,,,,,,,,,,,,False,數位人文,114.0,1775548550.0,stop,gpt-4o-2024-08-06,157.0,271.0,數位是一個源自於英文「digital」的詞彙，意指二進位或相關的計算技術。而人文則涵蓋了人類文化、歷史及語言等學科。因此，數位人文是與應用技術於人文學科之研究的方法學。有時會使用替代詞，但數位人文是較為常用及明確的說法。,,False
bxr,Buriat (Russia),Digital Humanities,Тоон хүмүүнлэгэй эрдэм ухаан,378.0,2026-04-07T09:03:20.721377,end_turn,claude-sonnet-4-5-20250929,190.0,568.0,"Буряад хэлэндэ 'Digital Humanities' гэһэн түгэсхэлые оршуулхада, 'тоон' гэһэн үгэ 'digital' гэһэн утгые харуулна (компьютер болон тоон технологи). 'Хүмүүнлэг' гэһэн үгэ хүн түрэлхитэнэй соёл, түүхэ, хэлэн, уран зохёол гэхэ мэтэ талануудые харуулна. 'Эрдэм ухаан' гэһэн хоёр үгэнүүд хамта 'наука', 'шэнжэлэлгэ' буюу академическа эрдэм гэһэн утгые илгаана. Энэ орчуулга нь тоон технологиин хэрэгсэлнүүдые ашаглажа хүмүүнлэгэй эрдэм ухаанай һалбаринуудые шэнжэлдэг мэргэжэлэй нэрэ юм.",,,,2026-04-07 09:03:20,False,Тоон хүнэй эрдэм ухаан,True,,True,,False,Мэдийи Шүгэл,"{
  'translated_term': 'Мэдийи Шүгэл',
  'translation_rationale': 'Бу хамагай ""Дигитал"" гутаашан унэн, Буряад бусын тосоолгоорой. ""Humanities"" шүгэли ""Иимэрэй аялгуури"" бүөд татажа, бүтэн шүгэл ""Мэдийи Шүгэл"" биир.'
}",2026-04-07T07:46:19.695885Z,stop,125.0,1447019709.0,[],80208792.0,llama3.1,182.0,380521125.0,1942876292.0,,"Бу хамагай ""Дигитал"" гутаашан унэн, Буряад бусын тосоолгоорой. ""Humanities"" шүгэли ""Иимэрэй аялгуури"" бүөд татажа, бүтэн шүгэл ""Мэдийи Шүгэл"" биир.",False,,,,,,,,,,False
bug,Buginese,Digital Humanities,Kamanusiaan Digital,256.0,2026-04-07T09:03:07.238076,end_turn,claude-sonnet-4-5-20250929,175.0,431.0,"Terjemahan 'Digital Humanities' makkeda 'Kamanusiaan Digital' sabab: 'Humanities' ri terjemahengngé maknana 'kamanusiaan' naiyya mappakkareso ilmu-ilmu ri padada tau, budaya, basa, sejarah, siagang sastra. Ugi 'Digital' tettong sibawa maéga teknologi komputer siagang internet. Akkullé-pasangang duanna mancaji 'Kamanusiaan Digital' naiyya maélo tudang ilmu kamanusiaan naiya mappakarajangang teknologi digital. Sibawa basa Bugis, pole akkullé kata 'kamanusiaan' sibawa 'digital' naiyya lebih macca-i ri nawa-nawa ata Bugis sibawa lebih mappancaji ri sistem pappasangang basa Bugis.",,,,2026-04-07 09:03:07,True,,True,,True,,False,Kadai Inggil Digital,"{
""translated_term"": ""Kadai Inggil Digital"",
""translation_rationale"": "" Kadai Inggil Digital, ena nanggala paham tentang teknologi kompyuter bisi pangandikan babaturan lan pangolahan data. Ena bukti sambung antara ilmu humaniora lan teknologi.""
}",2026-04-07T07:46:15.729117Z,stop,77.0,884994666.0,[],68671334.0,llama3.1,152.0,356755083.0,1332167959.0,," Kadai Inggil Digital, ena nanggala paham tentang teknologi kompyuter bisi pangandikan babaturan lan pangolahan data. Ena bukti sambung antara ilmu humaniora lan teknologi.",False,Ugi Digitale,124.0,1775548541.0,stop,gpt-4o-2024-08-06,156.0,280.0,"Istilah 'Digital Humanities' di Buginese bisa diterjemahkan sebagai 'Ugi Digitale'. Kata 'Ugi' dalam konteks ni mean' artinyana 'humanities' atau 'kemanusiaan', sedangkan 'Digitale' dapat digunakan untuk mewakili kata 'digital' yang berasal dari bahasa Inggris. Penggunaan kata 'Digitale' adalah penting karena tidak ada padanan langsung dalam Buginese dan banyak istilah teknologi moden yang diadopsi langsung dari bahasa Inggris.",,False
