language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translation_rationale
uz_AF,Uzbeki Afghanistan,Digital Humanities,Dijital Ilm-fan,"{
  ""translated_term"": ""Dijital Ilm-fan"",
  ""translation_rationale"": ""I combined the Uzbek words for 'digital' (dijital) and 'humanities' (ilm-fan), using the existing linguistic patterns in Uzbeki Afghanistan. In this language, ilm-fan is a common term to refer to humanities or social sciences.""
}",2026-04-07T00:23:19.021481Z,stop,78.0,1566138835.0,[],74730708.0,llama3.1,86.0,321048667.0,1984070500.0,,,,2026-04-07 01:23:19,True,,True,,True,,False,"I combined the Uzbek words for 'digital' (dijital) and 'humanities' (ilm-fan), using the existing linguistic patterns in Uzbeki Afghanistan. In this language, ilm-fan is a common term to refer to humanities or social sciences."
udm,Udmurt,Digital Humanities,Цифровой гуманитаризм киямас,"{
  ""translated_term"": ""Цифровой гуманитаризм киямас"",
  ""translation_rationale"": ""I modified Google Translate's suggestion by replacing 'наукаос' with 'гуманитаризм киямас', which is a more idiomatic and precise translation of 'Digital Humanities'. In Udmurt, 'кіяма' means 'science' or 'knowledge', and the suffix '-мизм' indicates a field or discipline. 'Цифровой' remains unchanged as it directly translates to 'digital'.""
}",2026-04-07T00:23:15.017685Z,stop,121.0,4295141458.0,[],86339416.0,llama3.1,121.0,352946875.0,4768853500.0,,,,2026-04-07 01:23:15,False,Цифровой гуманитарной наукаос,True,,True,,False,"I modified Google Translate's suggestion by replacing 'наукаос' with 'гуманитаризм киямас', which is a more idiomatic and precise translation of 'Digital Humanities'. In Udmurt, 'кіяма' means 'science' or 'knowledge', and the suffix '-мизм' indicates a field or discipline. 'Цифровой' remains unchanged as it directly translates to 'digital'."
tum,Tumbuka,Digital Humanities,Ŵanthu ŵa pa ntakwana,"{
  ""translated_term"": ""Ŵanthu ŵa pa ntakwana"",
  ""translation_rationale"": ""I modified Google Translate's suggestion to more accurately reflect the concept of Digital Humanities. I replaced 'intaneti' with 'ntakwana', which means 'machine' or 'computer', to better convey the digital aspect, while keeping 'Ŵanthu ŵa' (meaning 'humans') to acknowledge the humanities component.""
}",2026-04-07T00:23:08.225413Z,stop,98.0,3450142676.0,[],81569334.0,llama3.1,119.0,344999125.0,3904652709.0,,,,2026-04-07 01:23:08,False,Ŵanthu ŵa pa intaneti,True,,True,,False,"I modified Google Translate's suggestion to more accurately reflect the concept of Digital Humanities. I replaced 'intaneti' with 'ntakwana', which means 'machine' or 'computer', to better convey the digital aspect, while keeping 'Ŵanthu ŵa' (meaning 'humans') to acknowledge the humanities component."
tpi,Tok Pisin,Digital Humanities,Dijital Humanitis,"{
""translated_term"": ""Dijital Humanitis"",
""translation_rationale"": ""I've modified the Google Translate suggestion by changing 'Diwel' to 'Dijital' to better reflect the Tok Pisin preference for using English loanwords with a more direct translation. 'Humanitis' is retained as it's a widely recognized term in linguistic and cultural contexts.""
}",2026-04-07T00:23:02.297728Z,stop,77.0,2805472123.0,[],92109084.0,llama3.1,128.0,405926750.0,3325345042.0,,,,2026-04-07 01:23:02,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,I've modified the Google Translate suggestion by changing 'Diwel' to 'Dijital' to better reflect the Tok Pisin preference for using English loanwords with a more direct translation. 'Humanitis' is retained as it's a widely recognized term in linguistic and cultural contexts.
tokipona,tokipona,Digital Humanities,Silisili Sina,"{
""translated_term"": ""Silisili Sina"",
""translation_rationale"": ""The word Silisili in Toki Pona means 'computer' or 'machine'. The word sina refers to the human, implying that it is a field of study related to computers and humans.""
}",2026-04-07T00:22:56.951394Z,stop,60.0,817258379.0,[],81123084.0,llama3.1,87.0,286017666.0,1201167750.0,,,,2026-04-07 01:22:56,True,,True,,True,,False,"The word Silisili in Toki Pona means 'computer' or 'machine'. The word sina refers to the human, implying that it is a field of study related to computers and humans."
tlh,Klingon,Digital Humanities,DajatlhIngan Hol,"{
  ""translated_term"": ""DajatlhIngan Hol"",
  ""translation_rationale"": ""The term is a combination of tlhIngan (Klingon) and Daja, which roughly translates to 'new' or 'innovative'. This reflects the cutting-edge nature of digital humanities. The suffix -tlh is used to indicate a concept or field of study.""
}",2026-04-07T00:22:53.72819Z,stop,82.0,2649638799.0,[],89921292.0,llama3.1,84.0,289170417.0,3053285458.0,,,,2026-04-07 01:22:53,True,,True,,True,,False,"The term is a combination of tlhIngan (Klingon) and Daja, which roughly translates to 'new' or 'innovative'. This reflects the cutting-edge nature of digital humanities. The suffix -tlh is used to indicate a concept or field of study."
tet,Tetum,Digital Humanities,Umanidade Digitál,"{
  ""translated_term"": ""Umanidade Digitál"",
  ""translation_rationale"": ""I modified the Google Translate suggestion to use 'Digitál' instead of 'Dijitál', as Tetum typically uses a more phonetic spelling for loanwords. This is consistent with how other digital terms are spelled in Tetum, such as 'Kompjuter' (Computer).""
}",2026-04-07T00:22:48.647364Z,stop,82.0,3691267373.0,[],88263959.0,llama3.1,113.0,429389875.0,4241969959.0,,,,2026-04-07 01:22:48,False,Umanidade Dijitál,True,,True,,False,"I modified the Google Translate suggestion to use 'Digitál' instead of 'Dijitál', as Tetum typically uses a more phonetic spelling for loanwords. This is consistent with how other digital terms are spelled in Tetum, such as 'Kompjuter' (Computer)."
sco,Scots,Digital Humanities,Humanties Digitals,"{
  ""translated_term"": ""Humanties Digitals"",
  ""translation_rationale"": ""Combining the two words, as in English, wi' a slight modification tae reflect Scots orthography an' pronunciation.""
}",2026-04-07T00:22:42.371998Z,stop,47.0,598397292.0,[],74573708.0,llama3.1,81.0,285670750.0,972804250.0,,,,2026-04-07 01:22:42,True,,True,,True,,False,"Combining the two words, as in English, wi' a slight modification tae reflect Scots orthography an' pronunciation."
scn,Sicilian,Digital Humanities,Scienzi umanistichi dixitali,"{
  ""translated_term"": ""Scienzi umanistichi dixitali"",
  ""translation_rationale"": ""Modified Google Translate suggestion to adapt Sicilian linguistic conventions and spelling. In particular, I replaced the anglicized 'dig' with the more common Sicilian prefix 'dix-' (from Greek \u03b4\u03b9\u03ba\u03c4\u03ac\u03bb\u03bf) to create a more idiomatic term.""
}",2026-04-07T00:22:39.379814Z,stop,101.0,4028461670.0,[],80168209.0,llama3.1,117.0,463788291.0,4605585625.0,,,,2026-04-07 01:22:39,False,Scienzi umanistichi diggitali,True,,True,,False,"Modified Google Translate suggestion to adapt Sicilian linguistic conventions and spelling. In particular, I replaced the anglicized 'dig' with the more common Sicilian prefix 'dix-' (from Greek δικτάλο) to create a more idiomatic term."
roa-rup,Aromanian,Digital Humanities,Umanistigi Digitale,"{
  ""translated_term"": ""Umanistigi Digitale"",
  ""translation_rationale"": ""Combining the Aromanian words for 'humanities' (umanistigi) with the adjective 'digital' (digitale), following common linguistic patterns in Aromanian language.""
}",2026-04-07T00:22:32.745987Z,stop,60.0,1119615041.0,[],79629083.0,llama3.1,88.0,344586625.0,1562203583.0,,,,2026-04-07 01:22:32,True,,True,,True,,False,"Combining the Aromanian words for 'humanities' (umanistigi) with the adjective 'digital' (digitale), following common linguistic patterns in Aromanian language."
rmy,Romani,Digital Humanities,Digitalno Romano Loth,"{
  ""translated_term"": ""Digitalno Romano Loth"", 
  ""translation_rationale"": ""The term 'Loth' is derived from the Romani word for 'people' or 'nation', reflecting the field's focus on humanistic inquiry and community. I've used 'Digitalno' as a prefix to convey the digital aspect, which is a more direct translation.""
}",2026-04-07T00:22:29.158066Z,stop,80.0,3795462582.0,[],78621416.0,llama3.1,113.0,321314250.0,4220276333.0,,,,2026-04-07 01:22:29,False,Digitalno Humaniàlo,True,,True,,False,"The term 'Loth' is derived from the Romani word for 'people' or 'nation', reflecting the field's focus on humanistic inquiry and community. I've used 'Digitalno' as a prefix to convey the digital aspect, which is a more direct translation."
pms,Piedmontese,Digital Humanities,Umanità dël Sègol Ën Ligìer,"{
  ""translated_term"": ""Umanità dël Sègol Ën Ligìer"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated by combining the adjective 'dël Sègol' (digital) with the noun 'Umanità' (humanities or arts), and then specifying that it refers to 'Ën Ligìer', which means 'on line' or 'in the network'. This reflects the intersection of digital technologies and humanities disciplines.""
}",2026-04-07T00:22:22.903467Z,stop,106.0,5434151828.0,[],84989167.0,llama3.1,86.0,288242625.0,5848413125.0,,,,2026-04-07 01:22:22,True,,True,,True,,False,"The term 'Digital Humanities' is translated by combining the adjective 'dël Sègol' (digital) with the noun 'Umanità' (humanities or arts), and then specifying that it refers to 'Ën Ligìer', which means 'on line' or 'in the network'. This reflects the intersection of digital technologies and humanities disciplines."
pih,Norfolk,Digital Humanities,Digihumanistisk Kunst,"Here is the translation:

{
  ""translated_term"": ""Digihumanistisk Kunst"",
  ""translation_rationale"": ""The term 'Digital Humanities' translates to 'Digihumanistisk Kunst' in Norfolk. The word 'Digihumanistisk' combines 'digihumani' (from 'digitik humani', a combination of 'digitik' from 'digi' meaning digital and 'humani' from 'human', referring to the study of humans) with the suffix '-istisk' indicating a field of study. The word 'Kunst' means art or science, but in this context it is used to refer to the study of humanities in a digital format.""
}",2026-04-07T00:22:15.032756Z,stop,145.0,6451901172.0,[],99197250.0,llama3.1,82.0,285994875.0,6879186625.0,,,,2026-04-07 01:22:15,True,,True,,True,,False,"The term 'Digital Humanities' translates to 'Digihumanistisk Kunst' in Norfolk. The word 'Digihumanistisk' combines 'digihumani' (from 'digitik humani', a combination of 'digitik' from 'digi' meaning digital and 'humani' from 'human', referring to the study of humans) with the suffix '-istisk' indicating a field of study. The word 'Kunst' means art or science, but in this context it is used to refer to the study of humanities in a digital format."
pdc,Pennsylvania German,Digital Humanities,Digitale Menschlichkeitswissenschaften,"{
  ""translated_term"": ""Digitale Menschlichkeitswissenschaften"",
  ""translation_rationale"": ""The term is a direct translation of the English phrase, with 'digitale' (digital) and 'Menschlichkeitswissenschaften' (Humanities) following the original word order. In Pennsylvania German, 'Wissenschaften' typically refers to the study or knowledge of something, so adding 'Humanity's' keeps the meaning intact.""
}",2026-04-07T00:22:06.129991Z,stop,98.0,4524860087.0,[],86579417.0,llama3.1,84.0,334779291.0,4976498209.0,,,,2026-04-07 01:22:06,True,,True,,True,,False,"The term is a direct translation of the English phrase, with 'digitale' (digital) and 'Menschlichkeitswissenschaften' (Humanities) following the original word order. In Pennsylvania German, 'Wissenschaften' typically refers to the study or knowledge of something, so adding 'Humanity's' keeps the meaning intact."
pap,Papiamentu,Digital Humanities,Humanidatnan Digital,"{
  ""translated_term"": ""Humanidatnan Digital"",
  ""translation_rationale"": ""Based on Google Translate's suggestion, I've decided to stick with 'Humanidatnan Digital' as it's a straightforward translation. In Papiamentu, 'humanidat' is the adjective form of 'humano', meaning 'human'. Adding '-nan' is a common way to make an adjective into a noun in Papiamentu. 'Digital' is translated directly from the English term.""
}",2026-04-07T00:21:59.126172Z,stop,105.0,5136401089.0,[],78905708.0,llama3.1,130.0,411545750.0,5672920250.0,,,,2026-04-07 01:21:59,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,"Based on Google Translate's suggestion, I've decided to stick with 'Humanidatnan Digital' as it's a straightforward translation. In Papiamentu, 'humanidat' is the adjective form of 'humano', meaning 'human'. Adding '-nan' is a common way to make an adjective into a noun in Papiamentu. 'Digital' is translated directly from the English term."
pam,Kapampangan,Digital Humanities,Humantidad sa Digital,"{
  ""translated_term"": ""Humantidad sa Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Kapampangan by combining the concept of 'digital' (which is directly borrowed from English) with the root word for 'humanities', which in Kapampangan is derived from the Spanish loanword 'umanidad'. The suffix '-tidad' is used to indicate a state or condition, similar to how it's used in Spanish.""
}",2026-04-07T00:21:51.426163Z,stop,99.0,4984517086.0,[],84382708.0,llama3.1,110.0,328279333.0,5429287208.0,,,,2026-04-07 01:21:51,False,Digital Humanities,True,,True,,False,"The term 'Digital Humanities' is translated into Kapampangan by combining the concept of 'digital' (which is directly borrowed from English) with the root word for 'humanities', which in Kapampangan is derived from the Spanish loanword 'umanidad'. The suffix '-tidad' is used to indicate a state or condition, similar to how it's used in Spanish."
pag,Pangasinan,Digital Humanities,Saray Digtimal na Arte at Kultura,"{
  ""translated_term"": ""Saray Digtimal na Arte at Kultura"",
  ""translation_rationale"": ""I modified the suggestions to better reflect the nuances of the term 'Digital Humanities'. 'Saray' is a common prefix in Pangasinan meaning 'all', 'digtimal' is a direct translation of 'digital', and 'arte at kultura' translates 'humanities' which encompasses arts, culture, and humanities studies. This phrase accurately conveys the interdisciplinary nature of Digital Humanities in the Pangasinan language.""
}",2026-04-07T00:21:43.970518Z,stop,116.0,6076166497.0,[],82765833.0,llama3.1,127.0,368745125.0,6565142750.0,,,,2026-04-07 01:21:43,False,Digital Humanities,False,Saray Manangiyabawag na Too,True,,False,"I modified the suggestions to better reflect the nuances of the term 'Digital Humanities'. 'Saray' is a common prefix in Pangasinan meaning 'all', 'digtimal' is a direct translation of 'digital', and 'arte at kultura' translates 'humanities' which encompasses arts, culture, and humanities studies. This phrase accurately conveys the interdisciplinary nature of Digital Humanities in the Pangasinan language."
nso,Northern Sotho,Digital Humanities,Thuto ya Botho ya Diithale,"{
  ""translated_term"": ""Thuto ya Botho ya Diithale"",
  ""translation_rationale"": ""I've modified the Google Translate suggestion to reflect the correct spelling of 'Diithale' in Northern Sotho, which is the language's own adaptation of the term 'Digital'. The phrase 'ya Botho' translates to 'of People/Humans', emphasizing the humanistic aspect of the field. I also added the definite article 'ya' to make the translation more idiomatic.""
}",2026-04-07T00:21:35.383177Z,stop,105.0,5125486335.0,[],74937167.0,llama3.1,137.0,380896208.0,5611768875.0,,,,2026-04-07 01:21:35,False,Thuto ya Botho ya Dijithale,False,Ditekanyo tša Batho,True,,False,"I've modified the Google Translate suggestion to reflect the correct spelling of 'Diithale' in Northern Sotho, which is the language's own adaptation of the term 'Digital'. The phrase 'ya Botho' translates to 'of People/Humans', emphasizing the humanistic aspect of the field. I also added the definite article 'ya' to make the translation more idiomatic."
nrm,Norman,Digital Humanities,Humynités digitâles,"{
  ""translated_term"": ""Humynités digitâles"",
  ""translation_rationale"": ""In Norman, the adjective 'digitales' becomes 'digitâles' due to the language's French influence, and 'humynités' is a direct translation of 'humanities'.""
}",2026-04-07T00:21:27.74923Z,stop,62.0,2521987206.0,[],85086500.0,llama3.1,82.0,319328375.0,2945420541.0,,,,2026-04-07 01:21:27,True,,True,,True,,False,"In Norman, the adjective 'digitales' becomes 'digitâles' due to the language's French influence, and 'humynités' is a direct translation of 'humanities'."
new,Newar,Digital Humanities,डिजिटल मानविकी,"{
  ""translated_term"": 'डिजिटल मानविकी' ,
  ""translation_rationale"": 'This is a straightforward literal translation of the English term ""Digital Humanities"" into Nepali, but it may not fully capture the nuances and connotations of the original term.'
}",2026-04-07T00:21:22.781982Z,stop,60.0,1625211249.0,[],79758541.0,llama3.1,114.0,324300375.0,2048173041.0,,,,2026-04-07 01:21:22,False,डिजिटल मानविकी,True,,True,,False,"This is a straightforward literal translation of the English term ""Digital Humanities"" into Nepali, but it may not fully capture the nuances and connotations of the original term."
nds-nl,Dutch Low Saxon,Digital Humanities,Digitale Minsken,"{
  ""translated_term"": ""Digitale Minsken"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Dutch Low Saxon by combining the adjective 'digitale' (digital) with the term 'Minsken', which is the Low Saxon translation of 'Humanities'. The word order and vocabulary used in this translation aim to replicate the original English phrase in a way that sounds natural in the Dutch Low Saxon language.""
}",2026-04-07T00:21:18.707608Z,stop,94.0,4521567161.0,[],91535833.0,llama3.1,90.0,347285959.0,4991130083.0,,,,2026-04-07 01:21:18,True,,True,,True,,False,"I translated 'Digital Humanities' into Dutch Low Saxon by combining the adjective 'digitale' (digital) with the term 'Minsken', which is the Low Saxon translation of 'Humanities'. The word order and vocabulary used in this translation aim to replicate the original English phrase in a way that sounds natural in the Dutch Low Saxon language."
nds,Low German / Low Saxon,Digital Humanities,Digitaal Huusdorpen,"{
  ""translated_term"": ""Digitaal Huusdorpen"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated literally, with 'digitaal' being the Low German equivalent of 'digital', and 'huusdorpen' meaning 'humanities'. The word order follows the typical Low German pattern.""
}",2026-04-07T00:21:11.692046Z,stop,73.0,2015258708.0,[],86227875.0,llama3.1,94.0,318762375.0,2441908208.0,,,,2026-04-07 01:21:11,True,,True,,True,,False,"The term 'Digital Humanities' is translated literally, with 'digitaal' being the Low German equivalent of 'digital', and 'huusdorpen' meaning 'humanities'. The word order follows the typical Low German pattern."
nap,Neapolitan,Digital Humanities,Umanitarie Digitali,"{
  ""translated_term"": ""Umanitarie Digitali"",
  ""translation_rationale"": ""I have translated the term 'Digital Humanities' into Neapolitan by breaking it down as follows: 
   - 'Humanities' corresponds to the Italian 'umanitarie', which is a common term in academic and intellectual circles, including Neapolitan. 
   - 'Digital' remains untranslated, as it's a loanword from English that has been adopted directly into many languages, including Italian and Neapolitan.""
}",2026-04-07T00:21:07.223136Z,stop,108.0,3789804750.0,[],78637000.0,llama3.1,85.0,291112125.0,4192714458.0,,,,2026-04-07 01:21:07,True,,True,,True,,False,"I have translated the term 'Digital Humanities' into Neapolitan by breaking it down as follows: 
   - 'Humanities' corresponds to the Italian 'umanitarie', which is a common term in academic and intellectual circles, including Neapolitan. 
   - 'Digital' remains untranslated, as it's a loanword from English that has been adopted directly into many languages, including Italian and Neapolitan."
nah,Nahuatl,Digital Humanities,Tlilli in Tlācatiani,"{
  ""translated_term"": ""Tlilli in Tlācatiani"",
  ""translation_rationale"": ""The Nahuatl term 'Tlilli' refers to the written word or letter, while 'in' is a prefix indicating something related to or concerning. 'Tlācatiani', derived from 'tlācatl', meaning man or human being, and the suffix '-iani', which forms a noun indicating a place or field of study. Therefore, 'Tlilli in Tlācatiani' translates to 'The Field of Written Humanity' or more accurately, 'Digital Humanities'.""
}",2026-04-07T00:21:01.009496Z,stop,128.0,4597568247.0,[],89427834.0,llama3.1,85.0,347718875.0,5072503292.0,,,,2026-04-07 01:21:01,True,,True,,True,,False,"The Nahuatl term 'Tlilli' refers to the written word or letter, while 'in' is a prefix indicating something related to or concerning. 'Tlācatiani', derived from 'tlācatl', meaning man or human being, and the suffix '-iani', which forms a noun indicating a place or field of study. Therefore, 'Tlilli in Tlācatiani' translates to 'The Field of Written Humanity' or more accurately, 'Digital Humanities'."
mwl,Mirandese,Digital Humanities,Humanidades Digitales,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""I used the Portuguese word for 'Digital Humanities' as Mirandese is a Romance language closely related to Portuguese. I also considered using the Latin phrase 'humanitates digitale', but opted for the more common and widely accepted translation.""
}",2026-04-07T00:20:53.92028Z,stop,68.0,894609917.0,[],84043208.0,llama3.1,86.0,284636834.0,1284036583.0,,,,2026-04-07 01:20:53,True,,True,,True,,False,"I used the Portuguese word for 'Digital Humanities' as Mirandese is a Romance language closely related to Portuguese. I also considered using the Latin phrase 'humanitates digitale', but opted for the more common and widely accepted translation."
mus,Creek / Muskogee,Digital Humanities,Isi Gi Kasi Dlgital,"{
  ""translated_term"": ""Isi Gi Kasi Dlgital"",
  ""translation_rationale"": ""I translated the term by breaking it down into its components: 'Digital' is rendered as 'Kasi' (a word meaning 'computer' or 'technology'), and 'Humanities' is represented as 'Gi Kasi', with 'Gi' signifying 'people' or 'culture'. The prefix 'Isi Gi' is added to indicate the focus on people or culture in this field.""
}",2026-04-07T00:20:50.614388Z,stop,105.0,2574260252.0,[],74247792.0,llama3.1,91.0,335805209.0,3016109000.0,,,,2026-04-07 01:20:50,True,,True,,True,,False,"I translated the term by breaking it down into its components: 'Digital' is rendered as 'Kasi' (a word meaning 'computer' or 'technology'), and 'Humanities' is represented as 'Gi Kasi', with 'Gi' signifying 'people' or 'culture'. The prefix 'Isi Gi' is added to indicate the focus on people or culture in this field."
mrh,Mara,Digital Humanities,Bhasa Digitala Manasvijñāna,"{
  ""translated_term"": ""Bhasa Digitala Manasvijñāna"",
  ""translation_rationale"": ""Bhasa"" means language or discourse, ""Digitala"" is derived from the English word ""digital"", ""Manasvijñāna"" means humanities or knowledge of human affairs in Mara.""
}",2026-04-07T00:20:45.581049Z,stop,70.0,909203134.0,[],82776750.0,llama3.1,82.0,289351042.0,1301944958.0,,,,2026-04-07 01:20:45,True,,True,,True,,False,Bhasa
