language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translation_rationale
tum,Tumbuka,Digital Humanities,Mamanga ya Teknolojia,"{
""translated_term"": ""Mamanga ya Teknolojia"",
""translation_rationale"": ""To maintain scholarly accuracy, I combined the Tumbuka words for 'digital' (mamanga) and 'humanities' (ya tekolojia), as in many African languages. Mamanga is derived from the Bantu root -mama-, which means 'to be like a computer', implying digital technology. Tekolojia is used to translate 'humanities' due to its equivalence with the Tumbuka word for 'arts' or 'culture'. This combination ensures cultural equivalence and adherence to academic conventions in Tumbuka.""
}",2026-04-07T01:27:19.253452Z,stop,129.0,3783281879.0,[],69426291.0,llama3.1,134.0,379379084.0,4271269791.0,,,,2026-04-07 02:27:19,False,Ŵanthu ŵa pa intaneti,True,,True,,False,"To maintain scholarly accuracy, I combined the Tumbuka words for 'digital' (mamanga) and 'humanities' (ya tekolojia), as in many African languages. Mamanga is derived from the Bantu root -mama-, which means 'to be like a computer', implying digital technology. Tekolojia is used to translate 'humanities' due to its equivalence with the Tumbuka word for 'arts' or 'culture'. This combination ensures cultural equivalence and adherence to academic conventions in Tumbuka."
tpi,Tok Pisin,Digital Humanities,Buk bilong Digital,"{
  ""translated_term"": ""Buk bilong Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated to Tok Pisin by combining the concept of 'digital' with the Tok Pisin word for 'humanities', which is 'buk'. The phrase 'buk bilong digital' accurately conveys the idea of humanities in a digital context. This translation maintains scholarly accuracy, cultural equivalence, and adheres to academic conventions in Tok Pisin.""
}",2026-04-07T01:27:12.959358Z,stop,100.0,2441232959.0,[],80786958.0,llama3.1,135.0,368933083.0,2919296083.0,,,,2026-04-07 02:27:12,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,"The term 'Digital Humanities' is translated to Tok Pisin by combining the concept of 'digital' with the Tok Pisin word for 'humanities', which is 'buk'. The phrase 'buk bilong digital' accurately conveys the idea of humanities in a digital context. This translation maintains scholarly accuracy, cultural equivalence, and adheres to academic conventions in Tok Pisin."
tokipona,tokipona,Digital Humanities,Teni Kama Mili,"{
  ""translated_term"": ""Teni Kama Mili"",
  ""translation_rationale"":
    ""The term 'Digital Humanities' is a compound concept that combines the digital realm with humanistic studies. To translate this into Toki Pona, we need to find equivalents for both parts of the compound.

    For 'digital', we use the word 'teni' which roughly translates to 'machine' or 'equipment'. This captures the essence of digital technology as it is commonly understood in modern society.

    For 'humanities', we draw from Toki Pona's concept of 'kama mili', meaning 'way of living' or 'culture'. However, to specify that this refers to humanistic studies, we modify it slightly to 'mili', emphasizing the focus on human experience and culture. This retains the nuance of academic inquiry characteristic of the Humanities.

    Combining these two elements, 'teni kama mili' effectively conveys the core ideas of Digital Humanities in Toki Pona, while respecting cultural equivalence and scholarly accuracy.""
}",2026-04-07T01:27:08.011324Z,stop,216.0,7160863660.0,[],72977458.0,llama3.1,136.0,374221958.0,7668300541.0,,,,2026-04-07 02:27:08,True,,True,,True,,False,"The term 'Digital Humanities' is a compound concept that combines the digital realm with humanistic studies. To translate this into Toki Pona, we need to find equivalents for both parts of the compound.

    For 'digital', we use the word 'teni' which roughly translates to 'machine' or 'equipment'. This captures the essence of digital technology as it is commonly understood in modern society.

    For 'humanities', we draw from Toki Pona's concept of 'kama mili', meaning 'way of living' or 'culture'. However, to specify that this refers to humanistic studies, we modify it slightly to 'mili', emphasizing the focus on human experience and culture. This retains the nuance of academic inquiry characteristic of the Humanities.

    Combining these two elements, 'teni kama mili' effectively conveys the core ideas of Digital Humanities in Toki Pona, while respecting cultural equivalence and scholarly accuracy."
tlh,Klingon,Digital Humanities,qongwIj DaHwIj,"{
  ""translated_term"": ""qongwIj DaHwIj"",
  ""translation_rationale"": ""To achieve scholarly accuracy, I combined the Klingon terms for 'digital' (qon-) and 'humanities' (-wIj), with a nod to our traditional concept of warrior- intellectuals ('DaH'). The prefix qon- implies a focus on technology and information processing. wIj is a broad term that encompasses various academic disciplines, much like the English word 'humanities'. DaHwIj conveys the intersection of digital tools and intellectual pursuits, aligning with the Digital Humanities' core principles. This translation adheres to Klingon linguistic conventions by using root words and affixes in accordance with our grammatical structure.""
}",2026-04-07T01:26:58.319788Z,stop,158.0,4984298333.0,[],83181750.0,llama3.1,132.0,359982750.0,5473508208.0,,,,2026-04-07 02:26:58,True,,True,,True,,False,"To achieve scholarly accuracy, I combined the Klingon terms for 'digital' (qon-) and 'humanities' (-wIj), with a nod to our traditional concept of warrior- intellectuals ('DaH'). The prefix qon- implies a focus on technology and information processing. wIj is a broad term that encompasses various academic disciplines, much like the English word 'humanities'. DaHwIj conveys the intersection of digital tools and intellectual pursuits, aligning with the Digital Humanities' core principles. This translation adheres to Klingon linguistic conventions by using root words and affixes in accordance with our grammatical structure."
tet,Tetum,Digital Humanities,Humanitás Liurán liu husi internet,"{
  ""translated_term"": ""Humanitás Liurán liu husi internet"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Tetum by breaking it down into its constituent parts. 'Digital' is translated as 'liu husi internet', which conveys the idea of digital or computer-based. 'Humanities' is translated as 'Liurán', which is a direct loanword from Portuguese, but has been widely adopted in Tetum to refer to the humanities disciplines. This translation reflects the cultural equivalence of adopting international terminology where necessary, while also being mindful of the need for scholarly accuracy and academic conventions in Tetum.""
}",2026-04-07T01:26:50.819211Z,stop,138.0,4286203381.0,[],82764750.0,llama3.1,131.0,374120583.0,4783036000.0,,,,2026-04-07 02:26:50,False,Umanidade Dijitál,True,,True,,False,"The term 'Digital Humanities' is translated into Tetum by breaking it down into its constituent parts. 'Digital' is translated as 'liu husi internet', which conveys the idea of digital or computer-based. 'Humanities' is translated as 'Liurán', which is a direct loanword from Portuguese, but has been widely adopted in Tetum to refer to the humanities disciplines. This translation reflects the cultural equivalence of adopting international terminology where necessary, while also being mindful of the need for scholarly accuracy and academic conventions in Tetum."
sco,Scots,Digital Humanities,Humanities Digital,"{
  ""translated_term"": ""Humanities Digital"",
  ""translation_rationale"": ""While some might suggest translating the entire phrase, 'Digital Humanities' is a term that has been adopted and naturalized in academic discourse. To ensure cultural equivalence, I have chosen to preserve the order of the terms, rather than reversing them as one might expect in translation. This decision prioritizes scholarly accuracy and familiarity with the field's conventions. The Scots language, being closely related to English, allows for this approach without compromising semantic equivalence.""
}",2026-04-07T01:26:44.017893Z,stop,107.0,3109611757.0,[],83927417.0,llama3.1,128.0,370116042.0,3595377167.0,,,,2026-04-07 02:26:44,True,,True,,True,,False,"While some might suggest translating the entire phrase, 'Digital Humanities' is a term that has been adopted and naturalized in academic discourse. To ensure cultural equivalence, I have chosen to preserve the order of the terms, rather than reversing them as one might expect in translation. This decision prioritizes scholarly accuracy and familiarity with the field's conventions. The Scots language, being closely related to English, allows for this approach without compromising semantic equivalence."
scn,Sicilian,Digital Humanities,Umanitati Digitali,"{
  ""translated_term"": ""Umanitati Digitali"",
  ""translation_rationale"": ""I chose to translate \""Digital Humanities\"" into Sicilian as 'Umanitati Digitali' for several reasons. Firstly, I aimed to maintain the original term's scholarly accuracy by translating it directly and without modification. In Sicilian, the prefix 'digital-' is translated as 'digitali-', and 'humanities' becomes 'umanitati-'. This translation adheres to the standard convention of using Italian-derived terms in Sicilian.

    Secondly, I considered cultural equivalence, recognizing that the term's meaning would be retained within the context of academic discourse. The focus on digital methods and tools for analyzing and presenting humanistic knowledge is preserved through this translation.

    Finally, I ensured that the translation conforms to academic conventions in Sicilian by adopting a style consistent with scholarly writing in the language. This entails using standard terminology, following accepted transliteration practices, and maintaining the original term's structure and emphasis.""",2026-04-07T01:26:38.393182Z,stop,204.0,6300878577.0,[],83125042.0,llama3.1,131.0,363692625.0,6804826167.0,,,,2026-04-07 02:26:38,False,Scienzi umanistichi diggitali,True,,True,,False,"I chose to translate ""Digital Humanities"" into Sicilian as 'Umanitati Digitali' for several reasons. Firstly, I aimed to maintain the original term's scholarly accuracy by translating it directly and without modification. In Sicilian, the prefix 'digital-' is translated as 'digitali-', and 'humanities' becomes 'umanitati-'. This translation adheres to the standard convention of using Italian-derived terms in Sicilian.

    Secondly, I considered cultural equivalence, recognizing that the term's meaning would be retained within the context of academic discourse. The focus on digital methods and tools for analyzing and presenting humanistic knowledge is preserved through this translation.

    Finally, I ensured that the translation conforms to academic conventions in Sicilian by adopting a style consistent with scholarly writing in the language. This entails using standard terminology, following accepted transliteration practices, and maintaining the original term's structure and emphasis."
roa-rup,Aromanian,Digital Humanities,Omenia Digitale,"{
  ""translated_term"": ""Omenia Digitale"",
  ""translation_rationale"": 
    ""I've chosen to translate 'Digital Humanities' into Aromanian as 'Omenia Digitale'. The term 'Omenia' is derived from the Aromanian word for 'humanities', which aligns with the field's focus on humanistic inquiry. Adding 'Digitale' maintains cultural equivalence by incorporating the Germanic root 'digital', widely accepted in Aromanian academia, as it has been adopted and adapted into various regional languages.
    In scholarly contexts, this translation ensures accuracy by reflecting the core concept of digital humanities: applying digital methods to the study of human culture. The choice of 'Omenia Digitale' also adheres to academic conventions in Aromanian by adopting a format consistent with European language traditions.""
}",2026-04-07T01:26:29.561037Z,stop,173.0,5056958119.0,[],80495042.0,llama3.1,137.0,363280791.0,5552232709.0,,,,2026-04-07 02:26:29,True,,True,,True,,False,"I've chosen to translate 'Digital Humanities' into Aromanian as 'Omenia Digitale'. The term 'Omenia' is derived from the Aromanian word for 'humanities', which aligns with the field's focus on humanistic inquiry. Adding 'Digitale' maintains cultural equivalence by incorporating the Germanic root 'digital', widely accepted in Aromanian academia, as it has been adopted and adapted into various regional languages.
    In scholarly contexts, this translation ensures accuracy by reflecting the core concept of digital humanities: applying digital methods to the study of human culture. The choice of 'Omenia Digitale' also adheres to academic conventions in Aromanian by adopting a format consistent with European language traditions."
rmy,Romani,Digital Humanities,Džipalenga Ćhavranja,"{
  ""translated_term"": ""Džipalenga Ćhavranja"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' into Romani (rmy) with consideration for scholarly accuracy, cultural equivalence, and academic conventions in Romani.

The term 'Džipalenga Ćhavranja' combines two key concepts from Romani culture:

* 'Džipalen' refers to modern technology or computers, derived from the Romani word for 'machine' or 'device'.
* 'Ćhavranja' is a combination of 'ćhavro', meaning 'knowledge' or 'learning', and the suffix '-anja', indicating a field of study or discipline.

This translation captures the essence of the Digital Humanities as a field that explores the intersection of technology, humanities, and culture. The term is both accurate and culturally relevant, reflecting the Romani people's own experiences with digital technologies and their pursuit of knowledge.""

}",2026-04-07T01:26:21.98253Z,stop,202.0,6599867501.0,[],86400375.0,llama3.1,132.0,372918625.0,7115291459.0,,,,2026-04-07 02:26:21,False,Digitalno Humaniàlo,True,,True,,False,"I translated the term 'Digital Humanities' into Romani (rmy) with consideration for scholarly accuracy, cultural equivalence, and academic conventions in Romani.

The term 'Džipalenga Ćhavranja' combines two key concepts from Romani culture:

* 'Džipalen' refers to modern technology or computers, derived from the Romani word for 'machine' or 'device'.
* 'Ćhavranja' is a combination of 'ćhavro', meaning 'knowledge' or 'learning', and the suffix '-anja', indicating a field of study or discipline.

This translation captures the essence of the Digital Humanities as a field that explores the intersection of technology, humanities, and culture. The term is both accurate and culturally relevant, reflecting the Romani people's own experiences with digital technologies and their pursuit of knowledge."
pms,Piedmontese,Digital Humanities,Umanità Digitàie,"{
  ""translated_term"": ""Umanità Digitàie"",
  ""translation_rationale"": ""For scholarly accuracy, I have translated 'Digital Humanities' into Piedmontese by adapting the Italian term 'Umanità Digitale', which is widely used in academic circles. To ensure cultural equivalence, I have maintained the same root word 'umànita' to convey the concept of human-centered studies. The addition of '-Digitàie' suffix follows the conventions of neologisms in Piedmontese, where -e and -a are often used to form compound words related to technology and innovation.""
}",2026-04-07T01:26:12.840685Z,stop,124.0,3432826331.0,[],82687625.0,llama3.1,135.0,360982250.0,3911665542.0,,,,2026-04-07 02:26:12,True,,True,,True,,False,"For scholarly accuracy, I have translated 'Digital Humanities' into Piedmontese by adapting the Italian term 'Umanità Digitale', which is widely used in academic circles. To ensure cultural equivalence, I have maintained the same root word 'umànita' to convey the concept of human-centered studies. The addition of '-Digitàie' suffix follows the conventions of neologisms in Piedmontese, where -e and -a are often used to form compound words related to technology and innovation."
pih,Norfolk,Digital Humanities,Bukkleteren Hoomaanijys,"{
  ""translated_term"": ""Bukkleteren Hoomaanijys"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Norfolk (ISO code: pih) by combining 'bukklete' (digital) and 'hoomaani' (humanities). The suffix '-ry' is added to indicate the study or field of inquiry, resulting in 'Bukkleteren Hoomaanijys'. This translation prioritizes scholarly accuracy by conveying the digital dimension and humanistic focus of the field. Cultural equivalence is maintained by using native Norfolk terms that reflect the language's characteristic blend of Norse and Old English influences. Academic conventions in Norfolk are adhered to by employing a consistent orthography and grammatical structure.""
}",2026-04-07T01:26:06.901151Z,stop,158.0,4637987541.0,[],83693208.0,llama3.1,129.0,373240292.0,5140041000.0,,,,2026-04-07 02:26:06,True,,True,,True,,False,"The term 'Digital Humanities' has been translated into Norfolk (ISO code: pih) by combining 'bukklete' (digital) and 'hoomaani' (humanities). The suffix '-ry' is added to indicate the study or field of inquiry, resulting in 'Bukkleteren Hoomaanijys'. This translation prioritizes scholarly accuracy by conveying the digital dimension and humanistic focus of the field. Cultural equivalence is maintained by using native Norfolk terms that reflect the language's characteristic blend of Norse and Old English influences. Academic conventions in Norfolk are adhered to by employing a consistent orthography and grammatical structure."
