language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translation_rationale
tpi,Tok Pisin,Digital Humanities,Kain Bilong Digital,"{
  ""translated_term"": ""Kain Bilong Digital"",
  ""translation_rationale"": ""I used \""Kain\"" (kind, type) to specify the academic field or scholarly concept, and \""Bilong\"" (belonging to, of) to indicate its connection to the digital aspect. This construction is commonly used in Tok Pisin to describe academic disciplines, such as \""Kain Bilong Fisiolaji\"" for Physiology.""
}",2026-04-07T07:23:10.798984Z,stop,94.0,3002259205.0,[],103632834.0,llama3.1,135.0,368706500.0,3500497917.0,,,,2026-04-07 08:23:10,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,"I used ""Kain"" (kind, type) to specify the academic field or scholarly concept, and ""Bilong"" (belonging to, of) to indicate its connection to the digital aspect. This construction is commonly used in Tok Pisin to describe academic disciplines, such as ""Kain Bilong Fisiolaji"" for Physiology."
tokipona,tokipona,Digital Humanities,Tanomali Kesi,"{
  ""translated_term"": ""Tanomali Kesi"",
  ""translation_rationale"": ""I combined the root words for 'digital' (tanoma) and 'humanities' (kesi), as tokipona often employs compounds to convey meaning. Tanoma implies a connection to technology or digital devices, while kesi captures the essence of humanities as encompassing various disciplines in the human sciences.""
}",2026-04-07T07:23:05.274667Z,stop,84.0,2821186832.0,[],80393875.0,llama3.1,136.0,364916458.0,3290582042.0,,,,2026-04-07 08:23:05,True,,True,,True,,False,"I combined the root words for 'digital' (tanoma) and 'humanities' (kesi), as tokipona often employs compounds to convey meaning. Tanoma implies a connection to technology or digital devices, while kesi captures the essence of humanities as encompassing various disciplines in the human sciences."
tlh,Klingon,Digital Humanities,jIQongwIj DaHghaj,"{
  ""translated_term"": ""jIQongwIj DaHghaj"",
  ""translation_rationale"": 
    ""To translate 'Digital Humanities' into Klingon, I've broken it down into its constituent parts. 'Digital' is rendered as 'jIQongwIj', which combines the verb prefix 'jIQo-' (relating to technology or computers) with the suffix '-ngwIj' (indicative of something digital or electronic). 
    'Humanities' is translated as 'DaHghaj', derived from the Klingon noun 'DaH' (referring to abstract concepts or the humanities) and the augmentative suffix '-ghaj' (implying a broad or sweeping scope).
    Together, 'jIQongwIj DaHghaj' accurately conveys the idea of an academic field focused on digital technologies in service to humanistic inquiry, preserving both technical precision and disciplinary significance.""
}",2026-04-07T07:22:59.959954Z,stop,196.0,7043247206.0,[],84628000.0,llama3.1,133.0,361740042.0,7544545708.0,,,,2026-04-07 08:22:59,True,,True,,True,,False,"To translate 'Digital Humanities' into Klingon, I've broken it down into its constituent parts. 'Digital' is rendered as 'jIQongwIj', which combines the verb prefix 'jIQo-' (relating to technology or computers) with the suffix '-ngwIj' (indicative of something digital or electronic). 
    'Humanities' is translated as 'DaHghaj', derived from the Klingon noun 'DaH' (referring to abstract concepts or the humanities) and the augmentative suffix '-ghaj' (implying a broad or sweeping scope).
    Together, 'jIQongwIj DaHghaj' accurately conveys the idea of an academic field focused on digital technologies in service to humanistic inquiry, preserving both technical precision and disciplinary significance."
tet,Tetum,Digital Humanities,Humanidades Digitais,"{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated into Tetum as 'Humanidades Digitais'. This is because the prefix 'digita'l, which refers to digital technology or data, is added directly to the root word 'humanidade', meaning humanity or humanist studies. The resulting compound word accurately conveys the concept of combining humanities disciplines with digital methods and tools.""
}",2026-04-07T07:22:50.39242Z,stop,94.0,3237534378.0,[],71605417.0,llama3.1,132.0,372114875.0,3708067750.0,,,,2026-04-07 08:22:50,False,Umanidade Dijitál,True,,True,,False,"The term 'Digital Humanities' was translated into Tetum as 'Humanidades Digitais'. This is because the prefix 'digita'l, which refers to digital technology or data, is added directly to the root word 'humanidade', meaning humanity or humanist studies. The resulting compound word accurately conveys the concept of combining humanities disciplines with digital methods and tools."
sco,Scots,Digital Humanities,Digi Humanities,"{
  ""translated_term"": ""Digi Humanities"",
  ""translation_rationale"": ""I've chosen to translate 'Digital' as 'Digi' to preserve the technical precision and modernity of the term. This is a common way to translate 'digital' in Scots, which often uses a mix of English loanwords and Scottish Gaelic influences. I've kept the second part of the term, 'Humanities', unchanged to convey its disciplinary significance and academic context.""
}",2026-04-07T07:22:44.666803Z,stop,97.0,3687996671.0,[],80521167.0,llama3.1,130.0,365701208.0,4161734834.0,,,,2026-04-07 08:22:44,True,,True,,True,,False,"I've chosen to translate 'Digital' as 'Digi' to preserve the technical precision and modernity of the term. This is a common way to translate 'digital' in Scots, which often uses a mix of English loanwords and Scottish Gaelic influences. I've kept the second part of the term, 'Humanities', unchanged to convey its disciplinary significance and academic context."
scn,Sicilian,Digital Humanities,Umanità Digitali,"{
  ""translated_term"": ""Umanità Digitali"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Sicilian as 'Umanità Digitali'. This choice aims to preserve the technical precision and disciplinary significance of the original term. The word 'Umanità' is used to convey the meaning of 'Humanities', which refers to the academic field that studies human culture, including language, literature, history, art, and music. The adjective 'Digitali' is added to indicate the digital aspect of this field, emphasizing its reliance on technology and digital methods.""
}",2026-04-07T07:22:38.482807Z,stop,128.0,4669158165.0,[],102008792.0,llama3.1,132.0,356562834.0,5164646959.0,,,,2026-04-07 08:22:38,False,Scienzi umanistichi diggitali,True,,True,,False,"The term 'Digital Humanities' has been translated into Sicilian as 'Umanità Digitali'. This choice aims to preserve the technical precision and disciplinary significance of the original term. The word 'Umanità' is used to convey the meaning of 'Humanities', which refers to the academic field that studies human culture, including language, literature, history, art, and music. The adjective 'Digitali' is added to indicate the digital aspect of this field, emphasizing its reliance on technology and digital methods."
roa-rup,Aromanian,Digital Humanities,Umiltari Digitali,"{
  ""translated_term"": ""Umiltari Digitali"",
  ""translation_rationale"": 
    ""I translated 'Digital Humanities' to Umiltari Digitali, choosing a phrase that accurately conveys the meaning in an academic context. 
     In Aromanian, 'umil' or 'umiltar' means 'digital' or related to digital technology, while 'umili' can also mean 'humanities' or study of the arts and sciences.
    The word order follows a typical European Romance language structure, with the adjective ('Digitali') preceding the noun ('Umiltari'). 
     This translation aims to preserve both technical precision and disciplinary significance in an academic context.""
}",2026-04-07T07:22:31.296003Z,stop,143.0,5335109876.0,[],84587292.0,llama3.1,137.0,403004542.0,5863156042.0,,,,2026-04-07 08:22:31,True,,True,,True,,False,"I translated 'Digital Humanities' to Umiltari Digitali, choosing a phrase that accurately conveys the meaning in an academic context. 
     In Aromanian, 'umil' or 'umiltar' means 'digital' or related to digital technology, while 'umili' can also mean 'humanities' or study of the arts and sciences.
    The word order follows a typical European Romance language structure, with the adjective ('Digitali') preceding the noun ('Umiltari'). 
     This translation aims to preserve both technical precision and disciplinary significance in an academic context."
rmy,Romani,Digital Humanities,Džilnal Umanistiko,"{
  ""translated_term"": ""Džilnal Umanistiko"",
  ""translation_rationale"": ""I combined the Romani prefix \""džilnal-\"", which is derived from the English word 'digital' and is commonly used in Romani language to convey technical or modern concepts, with the Romani root \""uman-\"" meaning 'human' or 'people', which corresponds to the Latin-based term 'Humanities'. The resulting term \""Džilnal Umanistiko\"" accurately conveys the digital nature of this academic field while preserving its disciplinary significance.""
}",2026-04-07T07:22:23.410974Z,stop,117.0,4334307289.0,[],83220084.0,llama3.1,133.0,360479167.0,4812203667.0,,,,2026-04-07 08:22:23,False,Digitalno Humaniàlo,True,,True,,False,"I combined the Romani prefix ""džilnal-"", which is derived from the English word 'digital' and is commonly used in Romani language to convey technical or modern concepts, with the Romani root ""uman-"" meaning 'human' or 'people', which corresponds to the Latin-based term 'Humanities'. The resulting term ""Džilnal Umanistiko"" accurately conveys the digital nature of this academic field while preserving its disciplinary significance."
pms,Piedmontese,Digital Humanities,Umanità digitàle,"{
  ""translated_term"": ""Umanità digitàle"",
  ""translation_rationale"": ""In Piedmontese, I have translated \""Digital Humanities\"" by using the adjective \""digitàle\"", which is a direct loanword from Italian, to convey the digital aspect. The noun \""umanità\"" retains its original meaning, emphasizing the study of human culture and expression in a digital context. This translation aims to preserve both technical precision and disciplinary significance.""
}",2026-04-07T07:22:16.576524Z,stop,95.0,3864181958.0,[],104279125.0,llama3.1,135.0,362885792.0,4360518125.0,,,,2026-04-07 08:22:16,True,,True,,True,,False,"In Piedmontese, I have translated ""Digital Humanities"" by using the adjective ""digitàle"", which is a direct loanword from Italian, to convey the digital aspect. The noun ""umanità"" retains its original meaning, emphasizing the study of human culture and expression in a digital context. This translation aims to preserve both technical precision and disciplinary significance."
pih,Norfolk,Digital Humanities,,"I do not have information about the language code ""pih"" or the term ""Norfolk"".",2026-04-07T07:22:10.194702Z,stop,21.0,238239957.0,[],78606208.0,llama3.1,131.0,362890458.0,686335500.0,,,,2026-04-07 08:22:10,True,,True,,True,,False,
pdc,Pennsylvania German,Digital Humanities,Digital Menschliche Kinst,"{
  ""translated_term"": ""Digital Menschliche Kinst"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" by breaking it down into its components. \""Digital\"" remains the same, as it refers to the digital aspect of this field. \""Menschliche\"" is used instead of \""Humanities\"", as it conveys the idea of human studies and culture in a more precise manner. Finally, I added the Pennsylvania German word for \""Arts\"" or \""Kinst\"", which encompasses the creative and aesthetic aspects associated with Humanities.""
}",2026-04-07T07:22:07.484561Z,stop,114.0,4690803461.0,[],85481625.0,llama3.1,133.0,415577708.0,5225213541.0,,,,2026-04-07 08:22:07,True,,True,,True,,False,"I translated ""Digital Humanities"" by breaking it down into its components. ""Digital"" remains the same, as it refers to the digital aspect of this field. ""Menschliche"" is used instead of ""Humanities"", as it conveys the idea of human studies and culture in a more precise manner. Finally, I added the Pennsylvania German word for ""Arts"" or ""Kinst"", which encompasses the creative and aesthetic aspects associated with Humanities."
pap,Papiamentu,Digital Humanities,Bihumuña Teknolóhiko,"{
  ""translated_term"": ""Bihumuña Teknolóhiko"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Papiamentu by combining 'Bihumuña', which refers to the humanities or human sciences, with 'Teknolóhiko', meaning digital or related to technology. This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:22:00.236525Z,stop,89.0,3771589665.0,[],78892125.0,llama3.1,136.0,404413042.0,4281095500.0,,,,2026-04-07 08:22:00,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,"The term 'Digital Humanities' is translated into Papiamentu by combining 'Bihumuña', which refers to the humanities or human sciences, with 'Teknolóhiko', meaning digital or related to technology. This translation aims to preserve the technical precision and disciplinary significance of the original term."
pam,Kapampangan,Digital Humanities,Digital na Pannasinagpang,"{
  ""translated_term"": ""Digital na Pannasinagpang"",
  ""translation_rationale"": 
    ""I combined the prefix \""digital\"" with the word \""Pannasinagpang\"", which is a borrowing from Spanish and refers to humanities or liberal arts. This term accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context, while also reflecting its relevance to the Kapampangan language.""
}",2026-04-07T07:21:53.938025Z,stop,90.0,3938171921.0,[],86212166.0,llama3.1,134.0,377818250.0,4429638958.0,,,,2026-04-07 08:21:53,False,Digital Humanities,True,,True,,False,"I combined the prefix ""digital"" with the word ""Pannasinagpang"", which is a borrowing from Spanish and refers to humanities or liberal arts. This term accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context, while also reflecting its relevance to the Kapampangan language."
pag,Pangasinan,Digital Humanities,Digmales na Pagtuturo,"{
  ""translated_term"": ""Digmales na Pagtuturo"",
  ""translation_rationale"": 
    ""I translated 'Digital Humanities' as 'Digmales na Pagtuturo' because I combined two concepts to convey its meaning. 'Digmales' is the Pangasinan term for digital, which means related to or involving computers and technology. 'Pagtuturo' is a common term in Pangasinan for humanities, referring to academic disciplines such as literature, language, history, and philosophy. By combining these two words, I aimed to create a translation that accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context.""
}",2026-04-07T07:21:47.484355Z,stop,140.0,6321977453.0,[],82056542.0,llama3.1,134.0,349655084.0,6795034167.0,,,,2026-04-07 08:21:47,False,Digital Humanities,False,Saray Manangiyabawag na Too,True,,False,"I translated 'Digital Humanities' as 'Digmales na Pagtuturo' because I combined two concepts to convey its meaning. 'Digmales' is the Pangasinan term for digital, which means related to or involving computers and technology. 'Pagtuturo' is a common term in Pangasinan for humanities, referring to academic disciplines such as literature, language, history, and philosophy. By combining these two words, I aimed to create a translation that accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context."
nso,Northern Sotho,Digital Humanities,Meša ya Dialektra,"{
  ""translated_term"": ""Meša ya Dialektra"",
  ""translation_rationale"": ""I combined the Northern Sotho word for \""digital\"" (Meša) with the suffix -ya, which is commonly used to indicate a field of study or a discipline. The term Dialektra is borrowed from the English word \""digital\"", as it's not directly translatable into Northern Sotho.""
}",2026-04-07T07:21:38.665652Z,stop,90.0,4019003129.0,[],82422542.0,llama3.1,137.0,362682208.0,4491591333.0,,,,2026-04-07 08:21:38,False,Thuto ya Botho ya Dijithale,False,Ditekanyo tša Batho,True,,False,"I combined the Northern Sotho word for ""digital"" (Meša) with the suffix -ya, which is commonly used to indicate a field of study or a discipline. The term Dialektra is borrowed from the English word ""digital"", as it's not directly translatable into Northern Sotho."
nrm,Norman,Digital Humanities,Les Humanities Digitales,"{
  ""translated_term"": ""Les Humanities Digitales"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Norman as 'Les Humanities Digitals'. The use of the plural form for both 'Humanities' and 'Digitals' is intended to convey a sense of academic discipline or field, while also acknowledging the digital component that differentiates this field from traditional humanities. In Norman, the adjective 'digital' (digitals) is used as a direct translation of its English counterpart, ensuring that the technical precision and disciplinary significance are preserved.""
}",2026-04-07T07:21:32.153445Z,stop,115.0,5308414836.0,[],83356417.0,llama3.1,131.0,364779250.0,5790706375.0,,,,2026-04-07 08:21:32,True,,True,,True,,False,"I have translated 'Digital Humanities' into Norman as 'Les Humanities Digitals'. The use of the plural form for both 'Humanities' and 'Digitals' is intended to convey a sense of academic discipline or field, while also acknowledging the digital component that differentiates this field from traditional humanities. In Norman, the adjective 'digital' (digitals) is used as a direct translation of its English counterpart, ensuring that the technical precision and disciplinary significance are preserved."
new,Newar,Digital Humanities,Dhimīlā Sānghitikā,"{
  ""translated_term"": ""Dhimīlā Sānghitikā"",
  ""translation_rationale"": ""In Newar, 'Dhimīlā' (धिमिला) means 'digit' or 'number', and 'Sānghitikā' (साङ्घिटिका) is derived from the Sanskrit word 'saṅgītiḥ' (सङ्गीति), meaning 'collected knowledge' or 'compiled information'. This combination accurately conveys the concept of Digital Humanities as a field that brings together digital technologies and humanities scholarship.""
}",2026-04-07T07:21:24.337919Z,stop,129.0,6006588579.0,[],81250708.0,llama3.1,132.0,368771541.0,6495787583.0,,,,2026-04-07 08:21:24,False,डिजिटल मानविकी,True,,True,,False,"In Newar, 'Dhimīlā' (धिमिला) means 'digit' or 'number', and 'Sānghitikā' (साङ्घिटिका) is derived from the Sanskrit word 'saṅgītiḥ' (सङ्गीति), meaning 'collected knowledge' or 'compiled information'. This combination accurately conveys the concept of Digital Humanities as a field that brings together digital technologies and humanities scholarship."
nds-nl,Dutch Low Saxon,Digital Humanities,Digitale Kultuurwetenschappen,"{
  ""translated_term"": ""Digitale Kultuurwetenschappen"",
  ""translation_rationale"": ""I translated 'Digital Humanities' directly into Dutch Low Saxon, using the terms that are commonly used in academic contexts. 'Digitale' corresponds to the English term's first part, referring to digital technology and methods. 'Kultuurwetenschappen' is a translation of 'Humanities', which encompasses various fields of study focused on human culture, history, language, and literature.""
}",2026-04-07T07:21:15.816606Z,stop,105.0,4927247625.0,[],97895000.0,llama3.1,139.0,539722500.0,5606177875.0,,,,2026-04-07 08:21:15,True,,True,,True,,False,"I translated 'Digital Humanities' directly into Dutch Low Saxon, using the terms that are commonly used in academic contexts. 'Digitale' corresponds to the English term's first part, referring to digital technology and methods. 'Kultuurwetenschappen' is a translation of 'Humanities', which encompasses various fields of study focused on human culture, history, language, and literature."
nds,Low German / Low Saxon,Digital Humanities,Digitale Humanisten,"{
  ""translated_term"": ""Digitale Humanisten"",
  ""translation_rationale"": ""I have chosen to translate 'Digital Humanities' as 'Digitale Humanisten'. This choice is based on the idea that 'Humanities' refers to the field of study, while 'digital' refers to the application of digital methods and tools. In Low German, '-nen' is a common suffix used to form plural nouns or collective nouns, hence 'Humanisten' instead of 'Humanität'. Additionally, 'Digitale' has been kept as it directly translates from English.""
}",2026-04-07T07:21:08.181575Z,stop,117.0,6156836165.0,[],124238042.0,llama3.1,143.0,648212625.0,7004641958.0,,,,2026-04-07 08:21:08,True,,True,,True,,False,"I have chosen to translate 'Digital Humanities' as 'Digitale Humanisten'. This choice is based on the idea that 'Humanities' refers to the field of study, while 'digital' refers to the application of digital methods and tools. In Low German, '-nen' is a common suffix used to form plural nouns or collective nouns, hence 'Humanisten' instead of 'Humanität'. Additionally, 'Digitale' has been kept as it directly translates from English."
nap,Neapolitan,Digital Humanities,Umanità Digitałe,"{
  ""translated_term"": ""Umanità Digitałe"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' as 'Umanità Digitałe'. The adjective 'digitałe' is derived from the Italian word 'digitale', which is a direct borrowing from English. This choice maintains the technical precision and disciplinary significance of the original term in an academic context, while adapting it to the Neapolitan language. The noun 'umanità' accurately conveys the meaning of 'humanities' as a field of study focused on human culture, history, and expression.""
}",2026-04-07T07:20:59.138102Z,stop,123.0,7600665878.0,[],128794875.0,llama3.1,134.0,674887291.0,8564366333.0,,,,2026-04-07 08:20:59,True,,True,,True,,False,"I have translated 'Digital Humanities' as 'Umanità Digitałe'. The adjective 'digitałe' is derived from the Italian word 'digitale', which is a direct borrowing from English. This choice maintains the technical precision and disciplinary significance of the original term in an academic context, while adapting it to the Neapolitan language. The noun 'umanità' accurately conveys the meaning of 'humanities' as a field of study focused on human culture, history, and expression."
