language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai
udm,Udmurt,Digital Humanities,,,,,,,,,,,,2026-04-07 01:27:35,False,Цифровой гуманитарной наукаос,True,,True,,False,Цифровой гуманитаризм киямас,"{
  ""translated_term"": ""Цифровой гуманитаризм киямас"",
  ""translation_rationale"": ""I modified Google Translate's suggestion by replacing 'наукаос' with 'гуманитаризм киямас', which is a more idiomatic and precise translation of 'Digital Humanities'. In Udmurt, 'кіяма' means 'science' or 'knowledge', and the suffix '-мизм' indicates a field or discipline. 'Цифровой' remains unchanged as it directly translates to 'digital'.""
}",2026-04-07T00:23:15.017685Z,stop,121.0,4295141458.0,[],86339416.0,llama3.1,121.0,352946875.0,4768853500.0,,"I modified Google Translate's suggestion by replacing 'наукаос' with 'гуманитаризм киямас', which is a more idiomatic and precise translation of 'Digital Humanities'. In Udmurt, 'кіяма' means 'science' or 'knowledge', and the suffix '-мизм' indicates a field or discipline. 'Цифровой' remains unchanged as it directly translates to 'digital'.",False
tum,Tumbuka,Digital Humanities,Sayansi ya Pa Intaneti,105.0,1775521648.0,stop,gpt-4o-2024-08-06,128.0,233.0,"The term ""Digital Humanities"" can be challenging to translate directly due to its specificity. ""Sayansi ya Pa Intaneti"" is a translation that combines ""Sayansi"" (Science) and ""Pa Intaneti"" (Online) to convey the academic and digital nature of the field. This term reflects both the scholarly aspect of ""humanities"" and the digital/online component as practiced in the modern context.",,,,2026-04-07 01:27:30,False,Ŵanthu ŵa pa intaneti,True,,True,,False,Ŵanthu ŵa pa ntakwana,"{
  ""translated_term"": ""Ŵanthu ŵa pa ntakwana"",
  ""translation_rationale"": ""I modified Google Translate's suggestion to more accurately reflect the concept of Digital Humanities. I replaced 'intaneti' with 'ntakwana', which means 'machine' or 'computer', to better convey the digital aspect, while keeping 'Ŵanthu ŵa' (meaning 'humans') to acknowledge the humanities component.""
}",2026-04-07T00:23:08.225413Z,stop,98.0,3450142676.0,[],81569334.0,llama3.1,119.0,344999125.0,3904652709.0,,"I modified Google Translate's suggestion to more accurately reflect the concept of Digital Humanities. I replaced 'intaneti' with 'ntakwana', which means 'machine' or 'computer', to better convey the digital aspect, while keeping 'Ŵanthu ŵa' (meaning 'humans') to acknowledge the humanities component.",False
tpi,Tok Pisin,Digital Humanities,Olget Grisim Bilong Kompiuta,88.0,1775521645.0,stop,gpt-4o-2024-08-06,134.0,222.0,"This translation attempts to convey the interdisciplinary nature of Digital Humanities by combining ""Grisim"" (meaning the act or idea of engaging or working on something) with ""Kompiuta"" (computer). The term ""Olget"" emphasizes the collective or comprehensive aspect of humanistic disciplines enhanced or facilitated by digital tools.",,,,2026-04-07 01:27:27,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,Dijital Humanitis,"{
""translated_term"": ""Dijital Humanitis"",
""translation_rationale"": ""I've modified the Google Translate suggestion by changing 'Diwel' to 'Dijital' to better reflect the Tok Pisin preference for using English loanwords with a more direct translation. 'Humanitis' is retained as it's a widely recognized term in linguistic and cultural contexts.""
}",2026-04-07T00:23:02.297728Z,stop,77.0,2805472123.0,[],92109084.0,llama3.1,128.0,405926750.0,3325345042.0,,I've modified the Google Translate suggestion by changing 'Diwel' to 'Dijital' to better reflect the Tok Pisin preference for using English loanwords with a more direct translation. 'Humanitis' is retained as it's a widely recognized term in linguistic and cultural contexts.,False
tokipona,tokipona,Digital Humanities,pilin pona pi ilo,107.0,1775521641.0,stop,gpt-4o-2024-08-06,110.0,217.0,"In Toki Pona, 'pilin' can mean 'emotion' or 'thought', and 'pona' means 'good'. 'Ilo' means 'tool' or 'device', which can be seen as referencing technology or digital tools. Therefore, 'pilin pona pi ilo' suggests good thought or analysis using tools, capturing the essence of what Digital Humanities aims to achieve with digital and humanistic inquiry combined.",,,,2026-04-07 01:27:23,True,,True,,True,,False,Silisili Sina,"{
""translated_term"": ""Silisili Sina"",
""translation_rationale"": ""The word Silisili in Toki Pona means 'computer' or 'machine'. The word sina refers to the human, implying that it is a field of study related to computers and humans.""
}",2026-04-07T00:22:56.951394Z,stop,60.0,817258379.0,[],81123084.0,llama3.1,87.0,286017666.0,1201167750.0,,"The word Silisili in Toki Pona means 'computer' or 'machine'. The word sina refers to the human, implying that it is a field of study related to computers and humans.",False
tlh,Klingon,Digital Humanities,potlhmajDIghoq,92.0,1775521639.0,stop,gpt-4o-2024-08-06,108.0,200.0,"The term ""Digital Humanities"" can be broken down into components reflecting the Klingon perspective on the concept. ""potlh"" means ""important,"" ""maj"" reflects ""our,"" and ""DIghoq"" combines the idea of ""digital"" (ghoq: to track or record) and ""humanities."" This provides a culturally relevant adaptation while maintaining clarity.",,,,2026-04-07 01:27:20,True,,True,,True,,False,DajatlhIngan Hol,"{
  ""translated_term"": ""DajatlhIngan Hol"",
  ""translation_rationale"": ""The term is a combination of tlhIngan (Klingon) and Daja, which roughly translates to 'new' or 'innovative'. This reflects the cutting-edge nature of digital humanities. The suffix -tlh is used to indicate a concept or field of study.""
}",2026-04-07T00:22:53.72819Z,stop,82.0,2649638799.0,[],89921292.0,llama3.1,84.0,289170417.0,3053285458.0,,"The term is a combination of tlhIngan (Klingon) and Daja, which roughly translates to 'new' or 'innovative'. This reflects the cutting-edge nature of digital humanities. The suffix -tlh is used to indicate a concept or field of study.",False
tet,Tetum,Digital Humanities,Umanidade Digital,95.0,1775521635.0,stop,gpt-4o-2024-08-06,118.0,213.0,"The translation 'Umanidade Digital' closely aligns with native Tetum vocabulary and maintains the original meaning of 'Digital Humanities'. The term 'Umanidade' is directly borrowed from Portuguese, reflecting a common practice in Tetum for terms related to academic disciplines. 'Digital' is slightly altered to 'Digital' to better fit Tetum phonetics, reflecting a standard adaptation of borrowed terms.",,,,2026-04-07 01:27:17,False,Umanidade Dijitál,True,,True,,False,Umanidade Digitál,"{
  ""translated_term"": ""Umanidade Digitál"",
  ""translation_rationale"": ""I modified the Google Translate suggestion to use 'Digitál' instead of 'Dijitál', as Tetum typically uses a more phonetic spelling for loanwords. This is consistent with how other digital terms are spelled in Tetum, such as 'Kompjuter' (Computer).""
}",2026-04-07T00:22:48.647364Z,stop,82.0,3691267373.0,[],88263959.0,llama3.1,113.0,429389875.0,4241969959.0,,"I modified the Google Translate suggestion to use 'Digitál' instead of 'Dijitál', as Tetum typically uses a more phonetic spelling for loanwords. This is consistent with how other digital terms are spelled in Tetum, such as 'Kompjuter' (Computer).",False
sco,Scots,Digital Humanities,Digtal Humanities,90.0,1775521633.0,stop,gpt-4o-2024-08-06,105.0,195.0,"Scots often retains similar terminology to English, with slight modifications in spelling or pronunciation reflecting dialectal differences. While 'Humanities Digitals' was suggested, a more natural rendering leverages the directionality observed in the English term, preserving familiarity and understanding within Scots language usage. Thus, 'Digtal Humanities' aligns with Scots orthographic patterns, ensuring clarity.",,,,2026-04-07 01:27:14,True,,True,,True,,False,Humanties Digitals,"{
  ""translated_term"": ""Humanties Digitals"",
  ""translation_rationale"": ""Combining the two words, as in English, wi' a slight modification tae reflect Scots orthography an' pronunciation.""
}",2026-04-07T00:22:42.371998Z,stop,47.0,598397292.0,[],74573708.0,llama3.1,81.0,285670750.0,972804250.0,,"Combining the two words, as in English, wi' a slight modification tae reflect Scots orthography an' pronunciation.",False
scn,Sicilian,Digital Humanities,Scienzi umanistichi diggitali,98.0,1775521630.0,stop,gpt-4o-2024-08-06,127.0,225.0,"The term ""scienzi umanistichi diggitali"" reflects a broad understanding in Sicilian for ""Digital Humanities,"" where ""scienzi umanistichi"" conveys ""humanities"" and ""diggitali"" accurately translates ""digital"" in the context of technology and digital media. This translation respects the structure and lexicon of the Sicilian language.",,,,2026-04-07 01:27:11,False,Scienzi umanistichi diggitali,True,,True,,False,Scienzi umanistichi dixitali,"{
  ""translated_term"": ""Scienzi umanistichi dixitali"",
  ""translation_rationale"": ""Modified Google Translate suggestion to adapt Sicilian linguistic conventions and spelling. In particular, I replaced the anglicized 'dig' with the more common Sicilian prefix 'dix-' (from Greek \u03b4\u03b9\u03ba\u03c4\u03ac\u03bb\u03bf) to create a more idiomatic term.""
}",2026-04-07T00:22:39.379814Z,stop,101.0,4028461670.0,[],80168209.0,llama3.1,117.0,463788291.0,4605585625.0,,"Modified Google Translate suggestion to adapt Sicilian linguistic conventions and spelling. In particular, I replaced the anglicized 'dig' with the more common Sicilian prefix 'dix-' (from Greek δικτάλο) to create a more idiomatic term.",False
roa-rup,Aromanian,Digital Humanities,Umanistice Digitale,85.0,1775521627.0,stop,gpt-4o-2024-08-06,112.0,197.0,"The term ""Umanistice Digitale"" is chosen because ""Umanistice"" directly relates to studies and disciplines concerning human culture, mirroring the meaning of ""Humanities."" ""Digitale"" is directly borrowed from its Latin-based counterparts in Romance languages, reflecting the field’s strong association with technology and digital mediums.",,,,2026-04-07 01:27:08,True,,True,,True,,False,Umanistigi Digitale,"{
  ""translated_term"": ""Umanistigi Digitale"",
  ""translation_rationale"": ""Combining the Aromanian words for 'humanities' (umanistigi) with the adjective 'digital' (digitale), following common linguistic patterns in Aromanian language.""
}",2026-04-07T00:22:32.745987Z,stop,60.0,1119615041.0,[],79629083.0,llama3.1,88.0,344586625.0,1562203583.0,,"Combining the Aromanian words for 'humanities' (umanistigi) with the adjective 'digital' (digitale), following common linguistic patterns in Aromanian language.",False
rmy,Romani,Digital Humanities,Digitalno Romano Buti,108.0,1775521623.0,stop,gpt-4o-2024-08-06,119.0,227.0,"The term 'Digitalno' aptly fits as it directly translates to 'Digital' in Romani. 'Buti' means 'work' or 'occupation' and captures the essence of 'Humanities' as areas of human activity and study. This choice reflects the broader focus of Humanities as disciplines or fields, which 'Buti' represents, rather than focusing on 'humaniàlo', which might be interpreted more narrowly as 'human'.",,,,2026-04-07 01:27:06,False,Digitalno Humaniàlo,True,,True,,False,Digitalno Romano Loth,"{
  ""translated_term"": ""Digitalno Romano Loth"", 
  ""translation_rationale"": ""The term 'Loth' is derived from the Romani word for 'people' or 'nation', reflecting the field's focus on humanistic inquiry and community. I've used 'Digitalno' as a prefix to convey the digital aspect, which is a more direct translation.""
}",2026-04-07T00:22:29.158066Z,stop,80.0,3795462582.0,[],78621416.0,llama3.1,113.0,321314250.0,4220276333.0,,"The term 'Loth' is derived from the Romani word for 'people' or 'nation', reflecting the field's focus on humanistic inquiry and community. I've used 'Digitalno' as a prefix to convey the digital aspect, which is a more direct translation.",False
pms,Piedmontese,Digital Humanities,Umanità Digitaj,93.0,1775521620.0,stop,gpt-4o-2024-08-06,118.0,211.0,"The term ""Umanità Digitaj"" uses ""Umanità,"" which directly translates to ""Humanities,"" and ""Digitaj,"" which is derived from the Italian ""Digitale"" and adaptable to Piedmontese to convey the concept of digital technology. This translation remains clear and recognizable within the local context, while retaining the contemporary implications of digital studies within the humanities.",,,,2026-04-07 01:27:02,True,,True,,True,,False,Umanità dël Sègol Ën Ligìer,"{
  ""translated_term"": ""Umanità dël Sègol Ën Ligìer"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated by combining the adjective 'dël Sègol' (digital) with the noun 'Umanità' (humanities or arts), and then specifying that it refers to 'Ën Ligìer', which means 'on line' or 'in the network'. This reflects the intersection of digital technologies and humanities disciplines.""
}",2026-04-07T00:22:22.903467Z,stop,106.0,5434151828.0,[],84989167.0,llama3.1,86.0,288242625.0,5848413125.0,,"The term 'Digital Humanities' is translated by combining the adjective 'dël Sègol' (digital) with the noun 'Umanità' (humanities or arts), and then specifying that it refers to 'Ën Ligìer', which means 'on line' or 'in the network'. This reflects the intersection of digital technologies and humanities disciplines.",False
pih,Norfolk,Digital Humanities,Digitol Humanistiks,115.0,1775521618.0,stop,gpt-4o-2024-08-06,107.0,222.0,"The term 'Digital Humanities' is translated into 'Digitol Humanistiks' in Norfolk Pidgin as it retains the word 'digitol' similar to 'digihumanistisk,' which implies digital technology. The 'humanistiks' component simplifies and phonetically represents 'humanities' in a way that is intuitive for speakers of Norfolk Pidgin, maintaining a phonetic correspondence with the English term while fitting the linguistic patterns of the language.",,,,2026-04-07 01:26:59,True,,True,,True,,False,Digihumanistisk Kunst,"Here is the translation:

{
  ""translated_term"": ""Digihumanistisk Kunst"",
  ""translation_rationale"": ""The term 'Digital Humanities' translates to 'Digihumanistisk Kunst' in Norfolk. The word 'Digihumanistisk' combines 'digihumani' (from 'digitik humani', a combination of 'digitik' from 'digi' meaning digital and 'humani' from 'human', referring to the study of humans) with the suffix '-istisk' indicating a field of study. The word 'Kunst' means art or science, but in this context it is used to refer to the study of humanities in a digital format.""
}",2026-04-07T00:22:15.032756Z,stop,145.0,6451901172.0,[],99197250.0,llama3.1,82.0,285994875.0,6879186625.0,,"The term 'Digital Humanities' translates to 'Digihumanistisk Kunst' in Norfolk. The word 'Digihumanistisk' combines 'digihumani' (from 'digitik humani', a combination of 'digitik' from 'digi' meaning digital and 'humani' from 'human', referring to the study of humans) with the suffix '-istisk' indicating a field of study. The word 'Kunst' means art or science, but in this context it is used to refer to the study of humanities in a digital format.",False
pdc,Pennsylvania German,Digital Humanities,Digitale Geisteswissenschaften,92.0,1775521615.0,stop,gpt-4o-2024-08-06,110.0,202.0,"The term ""Digital Humanities"" in German is often rendered as ""Digitale Geisteswissenschaften,"" which directly translates to ""Digital Geisteswissenschaften"" in Pennsylvania German. The word ""Geisteswissenschaften"" is commonly used to represent the humanities in Germanic languages and is understood in the context of academic disciplines in Pennsylvania German as well.",,,,2026-04-07 01:26:57,True,,True,,True,,False,Digitale Menschlichkeitswissenschaften,"{
  ""translated_term"": ""Digitale Menschlichkeitswissenschaften"",
  ""translation_rationale"": ""The term is a direct translation of the English phrase, with 'digitale' (digital) and 'Menschlichkeitswissenschaften' (Humanities) following the original word order. In Pennsylvania German, 'Wissenschaften' typically refers to the study or knowledge of something, so adding 'Humanity's' keeps the meaning intact.""
}",2026-04-07T00:22:06.129991Z,stop,98.0,4524860087.0,[],86579417.0,llama3.1,84.0,334779291.0,4976498209.0,,"The term is a direct translation of the English phrase, with 'digitale' (digital) and 'Menschlichkeitswissenschaften' (Humanities) following the original word order. In Pennsylvania German, 'Wissenschaften' typically refers to the study or knowledge of something, so adding 'Humanity's' keeps the meaning intact.",False
pap,Papiamentu,Digital Humanities,Humanidatnan Digital,100.0,1775521612.0,stop,gpt-4o-2024-08-06,134.0,234.0,"The term 'Humanidatnan Digital' effectively captures the essence of ""Digital Humanities"" in Papiamentu. ""Humanidatnan"" is the plural form that reflects ""humanities,"" and ""Digital"" is retained as is because it is widely understood and used in contemporary Papiamentu to refer to digital technology and media. This translation maintains the relevance and applicability in scholarly contexts.",,,,2026-04-07 01:26:54,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,Humanidatnan Digital,"{
  ""translated_term"": ""Humanidatnan Digital"",
  ""translation_rationale"": ""Based on Google Translate's suggestion, I've decided to stick with 'Humanidatnan Digital' as it's a straightforward translation. In Papiamentu, 'humanidat' is the adjective form of 'humano', meaning 'human'. Adding '-nan' is a common way to make an adjective into a noun in Papiamentu. 'Digital' is translated directly from the English term.""
}",2026-04-07T00:21:59.126172Z,stop,105.0,5136401089.0,[],78905708.0,llama3.1,130.0,411545750.0,5672920250.0,,"Based on Google Translate's suggestion, I've decided to stick with 'Humanidatnan Digital' as it's a straightforward translation. In Papiamentu, 'humanidat' is the adjective form of 'humano', meaning 'human'. Adding '-nan' is a common way to make an adjective into a noun in Papiamentu. 'Digital' is translated directly from the English term.",False
