language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai
tum,Tumbuka,Digital Humanities,Umunthu wa Digito,88.0,1775546886.0,stop,gpt-4o-2024-08-06,130.0,218.0,"The term ""Digital Humanities"" combines technology with humanistic disciplines. ""Umunthu"" represents ""humanities"" and refers to the study of human culture, while ""Digito"" is a transliteration of ""Digital,"" referring to technology and digital tools. This preserves the disciplinary significance and technical precision in an academic context.",,,,2026-04-07 08:28:08,False,Ŵanthu ŵa pa intaneti,True,,True,,False,Muunganisho wa Digital,"{
  ""translated_term"": ""Muunganisho wa Digital"",
  ""translation_rationale"": ""I translated 'Digital Humanities' to Muunganisho wa Digital, combining the Tumbuka prefix 'mu-,' which indicates a field of study or academic discipline (e.g., muunganisho wa daktari = medical field), with the word 'digital' and the term for humanities (wanjananijenga). This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:23:16.853863Z,stop,106.0,3555888791.0,[],82278500.0,llama3.1,134.0,361604167.0,4030802666.0,,"I translated 'Digital Humanities' to Muunganisho wa Digital, combining the Tumbuka prefix 'mu-,' which indicates a field of study or academic discipline (e.g., muunganisho wa daktari = medical field), with the word 'digital' and the term for humanities (wanjananijenga). This translation aims to preserve the technical precision and disciplinary significance of the original term.",False
tpi,Tok Pisin,Digital Humanities,Digital Humanities,74.0,1775546884.0,stop,gpt-4o-2024-08-06,131.0,205.0,"The field of Digital Humanities is relatively new and specialized, with few, if any, direct translations in many languages, including Tok Pisin. In academic contexts, it is common to retain the original English term to maintain technical precision and ensure understanding among scholars familiar with the concept.",,,,2026-04-07 08:28:05,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,Kain Bilong Digital,"{
  ""translated_term"": ""Kain Bilong Digital"",
  ""translation_rationale"": ""I used \""Kain\"" (kind, type) to specify the academic field or scholarly concept, and \""Bilong\"" (belonging to, of) to indicate its connection to the digital aspect. This construction is commonly used in Tok Pisin to describe academic disciplines, such as \""Kain Bilong Fisiolaji\"" for Physiology.""
}",2026-04-07T07:23:10.798984Z,stop,94.0,3002259205.0,[],103632834.0,llama3.1,135.0,368706500.0,3500497917.0,,"I used ""Kain"" (kind, type) to specify the academic field or scholarly concept, and ""Bilong"" (belonging to, of) to indicate its connection to the digital aspect. This construction is commonly used in Tok Pisin to describe academic disciplines, such as ""Kain Bilong Fisiolaji"" for Physiology.",False
tokipona,tokipona,Digital Humanities,len lawa pi ilo,111.0,1775546881.0,stop,gpt-4o-2024-08-06,132.0,243.0,"In Toki Pona, 'len' can mean 'net' or 'network', 'lawa' relates to 'head' or 'control', both combined to give 'lawa pi ilo' meaning 'control of tools/machines,' which can interpret as 'humanities' in the context of management of digital tools. This indicates the field's focus on the intersection between humanistic study (lawa) and technology (len, ilo).",,,,2026-04-07 08:28:03,True,,True,,True,,False,Tanomali Kesi,"{
  ""translated_term"": ""Tanomali Kesi"",
  ""translation_rationale"": ""I combined the root words for 'digital' (tanoma) and 'humanities' (kesi), as tokipona often employs compounds to convey meaning. Tanoma implies a connection to technology or digital devices, while kesi captures the essence of humanities as encompassing various disciplines in the human sciences.""
}",2026-04-07T07:23:05.274667Z,stop,84.0,2821186832.0,[],80393875.0,llama3.1,136.0,364916458.0,3290582042.0,,"I combined the root words for 'digital' (tanoma) and 'humanities' (kesi), as tokipona often employs compounds to convey meaning. Tanoma implies a connection to technology or digital devices, while kesi captures the essence of humanities as encompassing various disciplines in the human sciences.",False
tlh,Klingon,Digital Humanities,yanDIghpu' mIw,128.0,1775546877.0,stop,gpt-4o-2024-08-06,128.0,256.0,"The term ""Digital Humanities"" combines the concepts of technology (""yan"") with humanistic scholarly study (""DIghpu' mIw""). In Klingon, ""yan"" refers to a tool or instrument, which conceptually aligns with the use of digital tools in this academic field. ""DIghpu' mIw"" implies the process or method of humanistic studies or humanities, acknowledging the academic and disciplinary significance. This translation aims to encapsulate the essence of using digital tools to explore and analyze human culture and scholarship.",,,,2026-04-07 08:28:00,True,,True,,True,,False,jIQongwIj DaHghaj,"{
  ""translated_term"": ""jIQongwIj DaHghaj"",
  ""translation_rationale"": 
    ""To translate 'Digital Humanities' into Klingon, I've broken it down into its constituent parts. 'Digital' is rendered as 'jIQongwIj', which combines the verb prefix 'jIQo-' (relating to technology or computers) with the suffix '-ngwIj' (indicative of something digital or electronic). 
    'Humanities' is translated as 'DaHghaj', derived from the Klingon noun 'DaH' (referring to abstract concepts or the humanities) and the augmentative suffix '-ghaj' (implying a broad or sweeping scope).
    Together, 'jIQongwIj DaHghaj' accurately conveys the idea of an academic field focused on digital technologies in service to humanistic inquiry, preserving both technical precision and disciplinary significance.""
}",2026-04-07T07:22:59.959954Z,stop,196.0,7043247206.0,[],84628000.0,llama3.1,133.0,361740042.0,7544545708.0,,"To translate 'Digital Humanities' into Klingon, I've broken it down into its constituent parts. 'Digital' is rendered as 'jIQongwIj', which combines the verb prefix 'jIQo-' (relating to technology or computers) with the suffix '-ngwIj' (indicative of something digital or electronic). 
    'Humanities' is translated as 'DaHghaj', derived from the Klingon noun 'DaH' (referring to abstract concepts or the humanities) and the augmentative suffix '-ghaj' (implying a broad or sweeping scope).
    Together, 'jIQongwIj DaHghaj' accurately conveys the idea of an academic field focused on digital technologies in service to humanistic inquiry, preserving both technical precision and disciplinary significance.",False
tet,Tetum,Digital Humanities,Humanidades Dijitál,121.0,1775546874.0,stop,gpt-4o-2024-08-06,128.0,249.0,"The translation ""Humanidades Dijitál"" is chosen to maintain both the technical accuracy and the disciplinary significance of the term ""Digital Humanities"" in an academic context. ""Humanidades"" is the Tetum equivalent for ""Humanities,"" and ""Dijitál"" is a transliteration of ""Digital,"" a term commonly used in various languages to denote the technological aspect. This translation adheres to the linguistic structure of Tetum while conveying the focus on integrating digital technology within the humanities discipline.",,,,2026-04-07 08:27:56,False,Umanidade Dijitál,True,,True,,False,Humanidades Digitais,"{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated into Tetum as 'Humanidades Digitais'. This is because the prefix 'digita'l, which refers to digital technology or data, is added directly to the root word 'humanidade', meaning humanity or humanist studies. The resulting compound word accurately conveys the concept of combining humanities disciplines with digital methods and tools.""
}",2026-04-07T07:22:50.39242Z,stop,94.0,3237534378.0,[],71605417.0,llama3.1,132.0,372114875.0,3708067750.0,,"The term 'Digital Humanities' was translated into Tetum as 'Humanidades Digitais'. This is because the prefix 'digita'l, which refers to digital technology or data, is added directly to the root word 'humanidade', meaning humanity or humanist studies. The resulting compound word accurately conveys the concept of combining humanities disciplines with digital methods and tools.",False
sco,Scots,Digital Humanities,Digital Humanities,83.0,1775546871.0,stop,gpt-4o-2024-08-06,126.0,209.0,"The term ""Digital Humanities"" is relatively modern and often borrowed as-is in many languages, including Scots, particularly in academic contexts. Retaining the English form ensures clarity and preserves its technical precision, as no direct equivalent exists in Scots. Additionally, terms related to technology and academia often remain the same across languages to maintain consistency and understanding globally.",,,,2026-04-07 08:27:53,True,,True,,True,,False,Digi Humanities,"{
  ""translated_term"": ""Digi Humanities"",
  ""translation_rationale"": ""I've chosen to translate 'Digital' as 'Digi' to preserve the technical precision and modernity of the term. This is a common way to translate 'digital' in Scots, which often uses a mix of English loanwords and Scottish Gaelic influences. I've kept the second part of the term, 'Humanities', unchanged to convey its disciplinary significance and academic context.""
}",2026-04-07T07:22:44.666803Z,stop,97.0,3687996671.0,[],80521167.0,llama3.1,130.0,365701208.0,4161734834.0,,"I've chosen to translate 'Digital' as 'Digi' to preserve the technical precision and modernity of the term. This is a common way to translate 'digital' in Scots, which often uses a mix of English loanwords and Scottish Gaelic influences. I've kept the second part of the term, 'Humanities', unchanged to convey its disciplinary significance and academic context.",False
scn,Sicilian,Digital Humanities,Umanìstica Digitale,97.0,1775546864.0,stop,gpt-4o-2024-08-06,129.0,226.0,"The term 'Umanìstica Digitale' is chosen as it directly reflects its English counterpart. 'Umanìstica' corresponds to 'Humanities,' pertaining to the study of human culture. 'Digitale' means 'Digital,' indicating technology's role in this academic field, thus preserving the term's technical precision and disciplinary significance in Sicilian.",,,,2026-04-07 08:27:50,False,Scienzi umanistichi diggitali,True,,True,,False,Umanità Digitali,"{
  ""translated_term"": ""Umanità Digitali"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Sicilian as 'Umanità Digitali'. This choice aims to preserve the technical precision and disciplinary significance of the original term. The word 'Umanità' is used to convey the meaning of 'Humanities', which refers to the academic field that studies human culture, including language, literature, history, art, and music. The adjective 'Digitali' is added to indicate the digital aspect of this field, emphasizing its reliance on technology and digital methods.""
}",2026-04-07T07:22:38.482807Z,stop,128.0,4669158165.0,[],102008792.0,llama3.1,132.0,356562834.0,5164646959.0,,"The term 'Digital Humanities' has been translated into Sicilian as 'Umanità Digitali'. This choice aims to preserve the technical precision and disciplinary significance of the original term. The word 'Umanità' is used to convey the meaning of 'Humanities', which refers to the academic field that studies human culture, including language, literature, history, art, and music. The adjective 'Digitali' is added to indicate the digital aspect of this field, emphasizing its reliance on technology and digital methods.",False
roa-rup,Aromanian,Digital Humanities,Științele Umaniste Digitale,116.0,1775546861.0,stop,gpt-4o-2024-08-06,132.0,248.0,"The term ""Științele Umaniste Digitale"" translates ""Digital Humanities"" while maintaining its technical and disciplinary relevance. ""Științele Umaniste"" is the equivalent for ""Humanities,"" referring to academic disciplines that study human culture. ""Digitale"" denotes the use of digital technology, directly aligning with the English term. This translation keeps the academic significance and contextual relevance intact, offering a clear understanding in Aromanian.",,,,2026-04-07 08:27:43,True,,True,,True,,False,Umiltari Digitali,"{
  ""translated_term"": ""Umiltari Digitali"",
  ""translation_rationale"": 
    ""I translated 'Digital Humanities' to Umiltari Digitali, choosing a phrase that accurately conveys the meaning in an academic context. 
     In Aromanian, 'umil' or 'umiltar' means 'digital' or related to digital technology, while 'umili' can also mean 'humanities' or study of the arts and sciences.
    The word order follows a typical European Romance language structure, with the adjective ('Digitali') preceding the noun ('Umiltari'). 
     This translation aims to preserve both technical precision and disciplinary significance in an academic context.""
}",2026-04-07T07:22:31.296003Z,stop,143.0,5335109876.0,[],84587292.0,llama3.1,137.0,403004542.0,5863156042.0,,"I translated 'Digital Humanities' to Umiltari Digitali, choosing a phrase that accurately conveys the meaning in an academic context. 
     In Aromanian, 'umil' or 'umiltar' means 'digital' or related to digital technology, while 'umili' can also mean 'humanities' or study of the arts and sciences.
    The word order follows a typical European Romance language structure, with the adjective ('Digitali') preceding the noun ('Umiltari'). 
     This translation aims to preserve both technical precision and disciplinary significance in an academic context.",False
rmy,Romani,Digital Humanities,Digitale Manushengi Znanost,106.0,1775546859.0,stop,gpt-4o-2024-08-06,129.0,235.0,"The term ""Digitale Manushengi Znanost"" is composed of ""Digitale"" meaning ""Digital"", ""Manushengi"" meaning ""of humans"" or ""related to people"", and ""Znanost"" meaning ""Science"" or ""Study"". This appropriately conveys the academic and interdisciplinary nature of Digital Humanities, which combines digital technology with the study of human culture and society.",,,,2026-04-07 08:27:40,False,Digitalno Humaniàlo,True,,True,,False,Džilnal Umanistiko,"{
  ""translated_term"": ""Džilnal Umanistiko"",
  ""translation_rationale"": ""I combined the Romani prefix \""džilnal-\"", which is derived from the English word 'digital' and is commonly used in Romani language to convey technical or modern concepts, with the Romani root \""uman-\"" meaning 'human' or 'people', which corresponds to the Latin-based term 'Humanities'. The resulting term \""Džilnal Umanistiko\"" accurately conveys the digital nature of this academic field while preserving its disciplinary significance.""
}",2026-04-07T07:22:23.410974Z,stop,117.0,4334307289.0,[],83220084.0,llama3.1,133.0,360479167.0,4812203667.0,,"I combined the Romani prefix ""džilnal-"", which is derived from the English word 'digital' and is commonly used in Romani language to convey technical or modern concepts, with the Romani root ""uman-"" meaning 'human' or 'people', which corresponds to the Latin-based term 'Humanities'. The resulting term ""Džilnal Umanistiko"" accurately conveys the digital nature of this academic field while preserving its disciplinary significance.",False
pms,Piedmontese,Digital Humanities,Umanìstica Digital,106.0,1775546855.0,stop,gpt-4o-2024-08-06,131.0,237.0,"The term 'Umanìstica Digital' is used to convey the concept of 'Digital Humanities' in Piedmontese. The word 'Umanìstica' aligns with the academic fields related to the humanities, while 'Digital' retains the original term due to its widespread recognition in academic and professional contexts. The combination effectively represents the interdisciplinary nature of the field that merges traditional humanities disciplines with digital technologies.",,,,2026-04-07 08:27:37,True,,True,,True,,False,Umanità digitàle,"{
  ""translated_term"": ""Umanità digitàle"",
  ""translation_rationale"": ""In Piedmontese, I have translated \""Digital Humanities\"" by using the adjective \""digitàle\"", which is a direct loanword from Italian, to convey the digital aspect. The noun \""umanità\"" retains its original meaning, emphasizing the study of human culture and expression in a digital context. This translation aims to preserve both technical precision and disciplinary significance.""
}",2026-04-07T07:22:16.576524Z,stop,95.0,3864181958.0,[],104279125.0,llama3.1,135.0,362885792.0,4360518125.0,,"In Piedmontese, I have translated ""Digital Humanities"" by using the adjective ""digitàle"", which is a direct loanword from Italian, to convey the digital aspect. The noun ""umanità"" retains its original meaning, emphasizing the study of human culture and expression in a digital context. This translation aims to preserve both technical precision and disciplinary significance.",False
pih,Norfolk,Digital Humanities,Digital Humanities,82.0,1775546852.0,stop,gpt-4o-2024-08-06,127.0,209.0,"The term 'Digital Humanities' is relatively recent and specialized, even in many widespread languages. Norfolk, or 'Pitkern', often incorporates English terms directly, especially for complex or modern concepts without a pre-existing equivalent. Therefore, 'Digital Humanities' remains the same to ensure clarity and technical accuracy in an academic context.",,,,2026-04-07 08:27:34,True,,True,,True,,False,,"I do not have information about the language code ""pih"" or the term ""Norfolk"".",2026-04-07T07:22:10.194702Z,stop,21.0,238239957.0,[],78606208.0,llama3.1,131.0,362890458.0,686335500.0,,,False
pap,Papiamentu,Digital Humanities,Humanidat Digital,93.0,1775546848.0,stop,gpt-4o-2024-08-06,130.0,223.0,"The term ""Humanidat"" in Papiamentu closely aligns with ""Humanities"" and encompasses the study of human culture and thought, similar to its English counterpart. By pairing it with ""Digital,"" which remains the same in both languages, the translation maintains technical precision and disciplinary significance, reflecting the integration of digital tools and methods in the study of humanities.",,,,2026-04-07 08:27:30,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,Bihumuña Teknolóhiko,"{
  ""translated_term"": ""Bihumuña Teknolóhiko"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Papiamentu by combining 'Bihumuña', which refers to the humanities or human sciences, with 'Teknolóhiko', meaning digital or related to technology. This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:22:00.236525Z,stop,89.0,3771589665.0,[],78892125.0,llama3.1,136.0,404413042.0,4281095500.0,,"The term 'Digital Humanities' is translated into Papiamentu by combining 'Bihumuña', which refers to the humanities or human sciences, with 'Teknolóhiko', meaning digital or related to technology. This translation aims to preserve the technical precision and disciplinary significance of the original term.",False
pam,Kapampangan,Digital Humanities,Digital a Kasulatan ng Tao,91.0,1775546844.0,stop,gpt-4o-2024-08-06,130.0,221.0,"The term ""Digital"" is kept in English as it is commonly used in academic and technical contexts in the Philippines. ""Kasulatan"" means ""writings"" or ""literature,"" conveying the scholarly aspect of Humanities. ""ng Tao"" encompasses ""of Humans"" which aligns with the human-centered study typical of the Humanities.",,,,2026-04-07 08:27:26,False,Digital Humanities,True,,True,,False,Digital na Pannasinagpang,"{
  ""translated_term"": ""Digital na Pannasinagpang"",
  ""translation_rationale"": 
    ""I combined the prefix \""digital\"" with the word \""Pannasinagpang\"", which is a borrowing from Spanish and refers to humanities or liberal arts. This term accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context, while also reflecting its relevance to the Kapampangan language.""
}",2026-04-07T07:21:53.938025Z,stop,90.0,3938171921.0,[],86212166.0,llama3.1,134.0,377818250.0,4429638958.0,,"I combined the prefix ""digital"" with the word ""Pannasinagpang"", which is a borrowing from Spanish and refers to humanities or liberal arts. This term accurately conveys the technical precision and disciplinary significance of Digital Humanities in an academic context, while also reflecting its relevance to the Kapampangan language.",False
