language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude
gbm,Garhwali,Digital Humanities,डिजिटल मानविकी,268.0,2026-04-07T02:37:25.897437,end_turn,claude-sonnet-4-5-20250929,153.0,421.0,"The translation 'डिजिटल मानविकी' (Digital Mānavikī) is appropriate for Garhwali for several reasons: 1) 'डिजिटल' is a direct transliteration of 'Digital' which is widely recognized across Indic languages including Garhwali, maintaining international scholarly terminology; 2) 'मानविकी' derives from 'मानव' (human) and represents 'Humanities' in a way consistent with how similar academic terms are constructed in Garhwali and related Pahari languages; 3) This compound formation follows standard academic naming conventions used in Garhwali educational contexts where technical English terms are combined with indigenous vocabulary; 4) The term maintains scholarly precision while being culturally accessible to Garhwali speakers familiar with academic discourse; 5) This translation aligns with similar terminology used in Hindi and other Central Pahari languages, ensuring inter-comprehensibility within the broader academic community of Uttarakhand region.",,,,2026-04-07 02:37:25,True,,True,,True,,False,डिजिटल मानवविज्ञान,"{
  ""translated_term"": ""डिजिटल मानवविज्ञान"",
  ""translation_rationale"": ""To translate the term 'Digital Humanities' into Garhwali, I considered scholarly accuracy by retaining the core meaning of the term. The word \""digital\"" remains unchanged as it is a direct loanword from English that has been widely adopted in Hindi and other Indian languages for academic purposes.

The word \""Humanities\"" was translated into Garhwali as \""मानवविज्ञान\"", where \""मानव\"" (maanav) means 'human' or 'people', and \""विज्ञान\"" (vigyaan) means 'science' or 'study'. This translation maintains the equivalence of meaning between the original English term and its Garhwali equivalent.

In terms of cultural equivalence, I have chosen to use a direct loanword for \""digital\"", which is commonly used in Indian languages, rather than attempting to create a neologism. This approach allows for clear communication among scholars across linguistic and cultural boundaries. 

The translation adheres to academic conventions in Garhwali by using a combination of Sanskrit-derived words (\""मानवविज्ञान\"") that are widely accepted in academic and literary contexts.""
}",2026-04-07T01:21:06.49624Z,stop,253.0,4166742541.0,[],85185875.0,llama3.1,135.0,377029708.0,4701080292.0,,"To translate the term 'Digital Humanities' into Garhwali, I considered scholarly accuracy by retaining the core meaning of the term. The word ""digital"" remains unchanged as it is a direct loanword from English that has been widely adopted in Hindi and other Indian languages for academic purposes.

The word ""Humanities"" was translated into Garhwali as ""मानवविज्ञान"", where ""मानव"" (maanav) means 'human' or 'people', and ""विज्ञान"" (vigyaan) means 'science' or 'study'. This translation maintains the equivalence of meaning between the original English term and its Garhwali equivalent.

In terms of cultural equivalence, I have chosen to use a direct loanword for ""digital"", which is commonly used in Indian languages, rather than attempting to create a neologism. This approach allows for clear communication among scholars across linguistic and cultural boundaries. 

The translation adheres to academic conventions in Garhwali by using a combination of Sanskrit-derived words (""मानवविज्ञान"") that are widely accepted in academic and literary contexts.",False,डिजिटल ह्युमेनिटीज,130.0,1775525434.0,stop,gpt-4o-2024-08-06,132.0,262.0,"The translation uses the term ""डिजिटल ह्युमेनिटीज,"" which retains the original English term in transliterated form, as there is no direct equivalent in Garhwali. This approach aligns with common practices in academic contexts where specialized terms from English, especially in emerging and globally relevant fields like Digital Humanities, are often adopted into other languages with minimal changes. The transliteration ensures comprehensibility among Garhwali speakers who are familiar with such terminology through English medium academics and retains scholarly and cultural context.",,False
gan,Gan Chinese,Digital Humanities,數字人文,250.0,2026-04-07T02:37:17.346125,end_turn,claude-sonnet-4-5-20250929,146.0,396.0,"The term '數字人文' (sù-zì nyìn-vùn) is the standard academic translation for 'Digital Humanities' in Gan Chinese. This translation follows the established conventions used across Chinese language variants, including Mandarin, where '數字' means 'digital' and '人文' means 'humanities.' Gan Chinese, while having distinct phonological and lexical features, shares the same written Chinese character system for formal academic terminology. The term maintains scholarly accuracy by preserving the core semantic components: '數字' refers to digital/computational methods and '人文' encompasses humanistic disciplines. This translation is culturally appropriate as it aligns with how academic institutions in Gan-speaking regions (primarily Jiangxi Province) refer to this interdisciplinary field. Alternative forms like '數碼人文' (using '數碼' for digital) exist but '數字人文' is more widely adopted in mainland Chinese academic discourse, including Gan-speaking academic communities.",,,,2026-04-07 02:37:17,True,,True,,True,,False,Ging5 Fung1 Ging6 Goi3,"{
  ""translated_term"": ""Ging5 Fung1 Ging6 Goi3"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' into Gan Chinese as follows:

The term 'Digital Humanities' is a composite concept that combines technology and humanities. To convey this meaning in Gan Chinese, I used the following terms:

* 'Ging5' (dìng) - This character conveys the idea of digital or electronic.
* 'Fung1' (rénxué) - This term refers to humanistic studies or humanities, emphasizing the focus on human culture and experience.
* 'Ging6' (jìdiànmíng) - Although not a direct translation of 'digital', this character is used in other languages to convey the idea of digital technology. In Gan Chinese, it conveys a sense of modernity and technological advancement.
* 'Goi3' (xuéyán) - This term means study or discipline, signifying that Digital Humanities is an academic field.

In combination, these characters accurately translate the concept of Digital Humanities into Gan Chinese while maintaining cultural equivalence. The translation adheres to scholarly accuracy and follows standard academic conventions in Gan Chinese.""
}",2026-04-07T01:20:59.775365Z,stop,249.0,3330291845.0,[],86913458.0,llama3.1,131.0,373306416.0,3861677791.0,,"I translated the term 'Digital Humanities' into Gan Chinese as follows:

The term 'Digital Humanities' is a composite concept that combines technology and humanities. To convey this meaning in Gan Chinese, I used the following terms:

* 'Ging5' (dìng) - This character conveys the idea of digital or electronic.
* 'Fung1' (rénxué) - This term refers to humanistic studies or humanities, emphasizing the focus on human culture and experience.
* 'Ging6' (jìdiànmíng) - Although not a direct translation of 'digital', this character is used in other languages to convey the idea of digital technology. In Gan Chinese, it conveys a sense of modernity and technological advancement.
* 'Goi3' (xuéyán) - This term means study or discipline, signifying that Digital Humanities is an academic field.

In combination, these characters accurately translate the concept of Digital Humanities into Gan Chinese while maintaining cultural equivalence. The translation adheres to scholarly accuracy and follows standard academic conventions in Gan Chinese.",False,数字人文学,116.0,1775525431.0,stop,gpt-4o-2024-08-06,128.0,244.0,"The term ""数字人文学"" accurately reflects the English term ""Digital Humanities"" by using ""数字"" for ""digital,"" which is commonly understood in both scholarly and everyday contexts as referring to technologies involving numbers or digital processes. ""人文学"" captures the essence of ""Humanities,"" referring to the study of human culture. This translation respects the academic conventions and language structure found in Chinese scholarly literature and provides cultural equivalence by aligning with how similar terms are structured in academic discussions.",,False
fur,Friulian,Digital Humanities,Umanitât Digitâl,220.0,2026-04-07T02:37:08.491778,end_turn,claude-sonnet-4-5-20250929,149.0,369.0,"This translation follows Friulian linguistic conventions and academic terminology standards. 'Umanitât' is the established Friulian term for 'Humanities' (singular collective noun, as in Italian 'Umanità' used in academic contexts), and 'Digitâl' is the standard Friulian adjective for 'Digital'. The term maintains scholarly accuracy by preserving the conceptual meaning of the interdisciplinary field that combines computing and humanities disciplines. The adjective follows the noun as per Romance language syntax common in Friulian. This calque structure mirrors how the term has been adapted in other Romance languages spoken in northeastern Italy, ensuring cultural and academic equivalence while respecting Friulian morphology and orthography (including the use of the circumflex accent 'â' for the long /a/ sound).",,,,2026-04-07 02:37:08,False,Lis siencis umanis digjitâls,True,,True,,False,Umanità Cibernetiche,"{
""translated_term"": ""Umanità Cibernetiche"",
""translation_rationale"": ""I chose the term 'Umanità Cibernetiche' as it directly translates to Digital Humanities, maintaining scholarly accuracy. In Friulian, '-ità' is a suffix indicating a field of study or concept (e.g., scolastichità for scholarship), and 'Cibernetiche' corresponds to digital in terms of technology and computer science. This translation ensures cultural equivalence by using a term that reflects the core idea of Digital Humanities as an interdisciplinary field that combines humanities disciplines with digital methods and tools.""
}",2026-04-07T01:20:53.891982Z,stop,126.0,1514347628.0,[],78989500.0,llama3.1,134.0,377209042.0,2006376042.0,,"I chose the term 'Umanità Cibernetiche' as it directly translates to Digital Humanities, maintaining scholarly accuracy. In Friulian, '-ità' is a suffix indicating a field of study or concept (e.g., scolastichità for scholarship), and 'Cibernetiche' corresponds to digital in terms of technology and computer science. This translation ensures cultural equivalence by using a term that reflects the core idea of Digital Humanities as an interdisciplinary field that combines humanities disciplines with digital methods and tools.",False,Umanitâts Digitâls,126.0,1775525429.0,stop,gpt-4o-2024-08-06,131.0,257.0,"The term ""Digital Humanities"" in Friulian is translated as ""Umanitâts Digitâls"". This translation is accurate as ""umanitâts"" represents ""humanities"", maintaining the academic nuance of the study of human culture, and ""digitâls"" refers to ""digital"", indicating the use of digital tools and methods. This translation respects cultural equivalence by incorporating familiar linguistic structures present in Friulian academic discourse and adheres to academic conventions common in the translation of technical and scholarly terminology.",,False
frp,Arpitan / Franco-Provençal,Digital Humanities,Humanitâts numeriques,221.0,2026-04-07T02:37:00.676965,end_turn,claude-sonnet-4-5-20250929,171.0,392.0,"This translation follows Arpitan linguistic conventions and academic terminology standards. 'Humanitâts' is the Arpitan form for 'humanities' (from Latin humanitas), maintaining the typical -âts suffix for abstract nouns in Arpitan. 'Numeriques' (numerical/digital) is adapted from French 'numérique' with Arpitan orthographic conventions, using -iques as the plural adjectival ending. This construction mirrors the academic terminology pattern found in French ('Humanités numériques') and other Romance languages while respecting Arpitan phonology and morphology. The term maintains scholarly precision by using 'numeriques' rather than alternatives, as it has become the standard in Romance academic discourse for digital technologies. The adjective follows the noun as is typical in Arpitan syntax for technical and academic terminology.",,,,2026-04-07 02:37:00,True,,True,,True,,False,Sciences digitaues de l'umanité,"{
  ""translated_term"": ""Sciences digitaues de l'umanité"",
  ""translation_rationale"": ""I have chosen to translate \""Digital Humanities\"" as \""Sciences digitaues de l'umanité\"", following the pattern of French, which is the closest language to Arpitan/Franco-Provençal. The term \""Sciences\"" is commonly used in academic contexts to refer to a field of study or discipline, and \""digitaues\"" reflects the incorporation of digital methods and tools in the field. \""De l'umanité\"" indicates that it pertains to human studies, mirroring the original English term's emphasis on humanities.""
}",2026-04-07T01:20:49.861374Z,stop,139.0,1688705374.0,[],78075000.0,llama3.1,156.0,383288083.0,2189285041.0,,"I have chosen to translate ""Digital Humanities"" as ""Sciences digitaues de l'umanité"", following the pattern of French, which is the closest language to Arpitan/Franco-Provençal. The term ""Sciences"" is commonly used in academic contexts to refer to a field of study or discipline, and ""digitaues"" reflects the incorporation of digital methods and tools in the field. ""De l'umanité"" indicates that it pertains to human studies, mirroring the original English term's emphasis on humanities.",False,Humanitâts Numeriques,134.0,1775525426.0,stop,gpt-4o-2024-08-06,150.0,284.0,"The term ""Digital Humanities"" is translated as ""Humanitâts Numeriques"" in Arpitan/Franco-Provençal. ""Humanitâts"" is the equivalent of ""Humanities,"" which reflects the study of human culture, a central concept in both academic and cultural contexts. ""Numeriques"" captures the notion of the digital or numerical, relevant to the field's focus on computational methods in the humanities. This translation maintains scholarly accuracy and cultural equivalence by using terms that are comprehensible within academic discussions in the Arpitan-speaking community.",,False
fiu-vro,Võro,Digital Humanities,Digitaalhumanitaaria,214.0,2026-04-07T02:36:52.994957,end_turn,claude-sonnet-4-5-20250929,150.0,364.0,"The translation 'Digitaalhumanitaaria' follows Võro language conventions while maintaining scholarly accuracy. 'Digitaal-' is the standard Võro adaptation of 'digital' (borrowed from international academic terminology, similar to Estonian 'digitaal-'), and 'humanitaaria' is the Võro form for 'humanities' (cognate with Estonian 'humanitaaria'). This compound term mirrors the structure used in related Finnic languages and maintains clarity for academic discourse. Võro, being a South Estonian language closely related to Estonian, typically adopts international scholarly terminology with appropriate phonological adaptations. This translation is consistent with how similar academic fields are named in Võro and preserves the recognizability of the term within the broader academic community while respecting Võro linguistic patterns.",,,,2026-04-07 02:36:52,True,,True,,True,,False,Hüsteekaadreede digitaalne humanism,"{
  ""translated_term"": ""Hüsteekaadreede digitaalne humanism"",
  ""translation_rationale"": 
    ""I have chosen the phrase \""Hüsteekaadreede digitaalne humanism\"" to translate \""Digital Humanities\"" into Võro. 

    - \""Hüsteekaadreede\"" is a direct loanword from Estonian, which is the source language for many loanwords in Võro. In Võro, this term has been borrowed and adapted to describe humanities as a field of study, just like in Estonian. This ensures that the translation accurately conveys the academic context.

    - \""Digitaalne\"" directly translates from Estonian, reflecting the increasing influence of digital technologies on humanities research. 

    - \""Humanism\"" is adopted from English and retained its original form to maintain consistency with international academic vocabulary.

    The phrase as a whole, \""Hüsteekaadreede digitaalne humanism\"", maintains cultural equivalence by using established loanwords in the Võro language, while also adhering to scholarly accuracy in terms of academic conventions.""
}",2026-04-07T01:20:45.646594Z,stop,236.0,2939581535.0,[],103560084.0,llama3.1,137.0,378650583.0,3487456959.0,,"I have chosen the phrase ""Hüsteekaadreede digitaalne humanism"" to translate ""Digital Humanities"" into Võro. 

    - ""Hüsteekaadreede"" is a direct loanword from Estonian, which is the source language for many loanwords in Võro. In Võro, this term has been borrowed and adapted to describe humanities as a field of study, just like in Estonian. This ensures that the translation accurately conveys the academic context.

    - ""Digitaalne"" directly translates from Estonian, reflecting the increasing influence of digital technologies on humanities research. 

    - ""Humanism"" is adopted from English and retained its original form to maintain consistency with international academic vocabulary.

    The phrase as a whole, ""Hüsteekaadreede digitaalne humanism"", maintains cultural equivalence by using established loanwords in the Võro language, while also adhering to scholarly accuracy in terms of academic conventions.",False,Digitaalsõt humanitaartiedüsõq,135.0,1775525423.0,stop,gpt-4o-2024-08-06,131.0,266.0,"The translation ""Digitaalsõt humanitaartiedüsõq"" is scholarly accurate as it incorporates the Võro term ""digitaalsõt,"" which translates to ""digital,"" directly capturing the technological aspect. The word ""humanitaartiedüsõq"" refers to ""humanities,"" aligning with academic and cultural understanding in Võro for disciplines concerned with human culture and society. The translation respects Võro academic conventions by maintaining the structure and integrity of both primary elements: ""digital"" and ""humanities.""",,False
ext,Extremaduran,Digital Humanities,Humanidais Digitalis,207.0,2026-04-07T02:36:45.392317,end_turn,claude-sonnet-4-5-20250929,152.0,359.0,"The translation 'Humanidais Digitalis' follows Extremaduran linguistic patterns and academic conventions. 'Humanidais' is the Extremaduran plural form for 'humanities' (from Latin 'humanitas'), maintaining the characteristic vowel shifts and morphology of the language. 'Digitalis' adapts the Latin/international term 'digital' with the Extremaduran adjectival suffix '-is' for plural agreement. This construction mirrors how Extremaduran handles modern academic terminology by adapting Latin roots and international scholarly terms while respecting native phonological and morphological rules. The term maintains scholarly precision while being culturally appropriate for academic discourse in Extremaduran, similar to how other Romance languages in the Iberian Peninsula handle this compound term.",,,,2026-04-07 02:36:45,True,,True,,True,,False,Humanidades Digitales,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Extremaduran as 'Humanidades Digitales'. This choice prioritizes scholarly accuracy by retaining the original term's meaning and structure. The use of 'Digitales' as an adjective to describe 'Humanidades' ensures cultural equivalence, as it directly translates the concept of digital humanities from English. Finally, this translation adheres to academic conventions in Extremaduran by maintaining a similar grammatical construction to the source language, which is consistent with international standards for academic terminology.""
}",2026-04-07T01:20:40.13841Z,stop,123.0,1446623995.0,[],147991042.0,llama3.1,137.0,377624917.0,2007366208.0,,"I translated 'Digital Humanities' into Extremaduran as 'Humanidades Digitales'. This choice prioritizes scholarly accuracy by retaining the original term's meaning and structure. The use of 'Digitales' as an adjective to describe 'Humanidades' ensures cultural equivalence, as it directly translates the concept of digital humanities from English. Finally, this translation adheres to academic conventions in Extremaduran by maintaining a similar grammatical construction to the source language, which is consistent with international standards for academic terminology.",False,Humanidáis Dixitalis,116.0,1775525420.0,stop,gpt-4o-2024-08-06,131.0,247.0,"The term ""Digital Humanities"" is translated into Extremaduran as ""Humanidáis Dixitalis,"" where ""Humanidáis"" reflects the field of humanities, maintaining scholarly accuracy and cultural equivalence. ""Dixitalis"" directly corresponds to ""Digital,"" a term that is increasingly used in an international and local context. This translation respects academic conventions in Extremaduran by using terms that are understandable and appropriate within the field of digital scholarship.",,False
dsb,Lower Sorbian,Digital Humanities,Digitalne humanistiske wědy,228.0,2026-04-07T02:36:38.692877,end_turn,claude-sonnet-4-5-20250929,150.0,378.0,"This translation follows Lower Sorbian academic conventions and grammatical structure. 'Digitalne' is the adjectival form of 'digital' (agreeing with the plural noun in gender, number, and case). 'Humanistiske' represents 'humanities' in the adjectival form, derived from 'humanistika'. 'Wědy' means 'sciences' or 'disciplines' in the plural nominative case. This construction mirrors how similar compound academic terms are formed in Lower Sorbian (e.g., 'pśirodne wědy' for natural sciences). The phrase maintains scholarly precision while adhering to Sorbian morphological patterns where adjectives precede nouns and agree in case, number, and gender. This terminology would be appropriate for academic discourse and parallels similar constructions in Upper Sorbian and other Slavic languages.",,,,2026-04-07 02:36:38,True,,True,,True,,False,Cyberhumaništwa,"{
  ""translated_term"": ""Cyberhumaništwa"",
  ""translation_rationale"": ""I chose to translate \""Digital Humanities\"" into Lower Sorbian as \""Cyberhumaništwa\"", taking into account the scholarly accuracy and cultural equivalence required for this task. In Lower Sorbian, the prefix \""cyber-\"" is used to denote things related to computers or the internet (e.g., \""cyberspace\"", \""cyberkultura\""), which aligns with the concept of \""Digital Humanities\"". The term \""humaništwa\"" is a direct borrowing from German and Polish, where it means \""humanities\"" or \""arts and sciences\"", ensuring cultural equivalence. This translation respects academic conventions in Lower Sorbian by using established prefixes and roots.""
}",2026-04-07T01:20:36.111509Z,stop,160.0,1911982871.0,[],73891667.0,llama3.1,135.0,377301917.0,2408669792.0,,"I chose to translate ""Digital Humanities"" into Lower Sorbian as ""Cyberhumaništwa"", taking into account the scholarly accuracy and cultural equivalence required for this task. In Lower Sorbian, the prefix ""cyber-"" is used to denote things related to computers or the internet (e.g., ""cyberspace"", ""cyberkultura""), which aligns with the concept of ""Digital Humanities"". The term ""humaništwa"" is a direct borrowing from German and Polish, where it means ""humanities"" or ""arts and sciences"", ensuring cultural equivalence. This translation respects academic conventions in Lower Sorbian by using established prefixes and roots.",False,Cyfrowe humanistike,134.0,1775525416.0,stop,gpt-4o-2024-08-06,132.0,266.0,"The term ""Digital Humanities"" has been translated to ""Cyfrowe humanistike"" in Lower Sorbian, reflecting both scholarly accuracy and cultural equivalence. ""Cyfrowe"" corresponds directly to ""digital,"" which is an established term used to indicate digital or electronic processes or tools. ""Humanistike"" refers to the field of humanities, which involves academic disciplines related to human culture, equivalent to the English term ""Humanities."" This translation respects academic conventions in Lower Sorbian and aligns with common academic terminology used in scholarly texts.",,False
diq,Dimli,Digital Humanities,İnsaniyetê Dijîtal,217.0,2026-04-07T02:36:31.883731,end_turn,claude-sonnet-4-5-20250929,147.0,364.0,"This translation follows Dimli (Zazaki) grammatical structure and academic conventions. 'İnsaniyetê' (humanities) is the plural genitive form of 'insaniyet' (humanity/humanities), and 'Dijîtal' is the standard adaptation of 'digital' used in Dimli academic discourse. The genitive construction (Dijîtal modifying İnsaniyetê) reflects the compound noun pattern common in Dimli for academic terms. Alternative forms like 'Zanistê İnsanî yê Dijîtal' (Digital Human Sciences) exist but are more verbose. The proposed translation aligns with how similar academic fields are named in Dimli while maintaining clarity and scholarly precision. This follows the pattern of other established academic terms in Zazaki/Dimli literature.",,,,2026-04-07 02:36:31,True,,True,,True,,False,Ezînoriya Digital,"{
  ""translated_term"": ""Ezînoriya Digital"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' into Dimli as 'Ezînoriya Digital'. This choice was guided by scholarly accuracy, considering the structure and morphology of Dimli. In Dimli, 'ezînor' means 'humanities', derived from the Turkish loanword 'insan bilimleri'. To incorporate the concept of 'digital', I added the prefix 'digital-', a common practice in Dimli to form compound words. The resulting term 'Ezînoriya Digital' reflects both cultural equivalence and academic conventions, ensuring that the translation is clear and intelligible within the context of Dimli language.""
}",2026-04-07T01:20:31.68565Z,stop,151.0,1802666923.0,[],85107792.0,llama3.1,132.0,394533166.0,2324307375.0,,"I translated the term 'Digital Humanities' into Dimli as 'Ezînoriya Digital'. This choice was guided by scholarly accuracy, considering the structure and morphology of Dimli. In Dimli, 'ezînor' means 'humanities', derived from the Turkish loanword 'insan bilimleri'. To incorporate the concept of 'digital', I added the prefix 'digital-', a common practice in Dimli to form compound words. The resulting term 'Ezînoriya Digital' reflects both cultural equivalence and academic conventions, ensuring that the translation is clear and intelligible within the context of Dimli language.",False,Riyazeta Dijitale,122.0,1775525413.0,stop,gpt-4o-2024-08-06,129.0,251.0,"The term ""Digital Humanities"" combines the broad field of humanities with digital technologies. In Dimli, ""Riyazeta"" can refer to the broader concept of learning or scholarship, akin to the humanities. ""Dijitale"" is a direct borrowing reflecting the global influence of digital technology terminology, which is understood in many languages including Dimli. This translation respects both scholarly accuracy and cultural equivalence, fitting within the context of academic conventions as Dimli speakers engage with global digital humanities discourse.",,False
csb,Kashubian,Digital Humanities,Cyfrowi humanistika,189.0,2026-04-07T02:36:24.178271,end_turn,claude-sonnet-4-5-20250929,150.0,339.0,"This translation follows Kashubian linguistic conventions and academic terminology standards. 'Cyfrowi' is the Kashubian adjective form meaning 'digital' (from 'cyfra' - digit/number), which aligns with the modern technological context. 'Humanistika' is the established Kashubian term for humanities/humanistic studies, borrowed from international academic usage but adapted to Kashubian phonology. This compound maintains scholarly precision while respecting Kashubian word formation patterns, where adjectives typically precede nouns. The term mirrors constructions in other Slavic languages and maintains comprehensibility within the Kashubian academic community, which often interfaces with Polish and international scholarly discourse.",,,,2026-04-07 02:36:24,True,,True,,True,,False,Humanistyczne Dyscypliny Cyfrowe,"{
  ""translated_term"": ""Humanistyczne Dyscypliny Cyfrowe"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Kashubian with consideration for scholarly accuracy and cultural equivalence.

In Kashubian, the term \""Humanistyczne Dyscypliny Cyfrowe\"" combines elements of Polish and German terminology to reflect the interdisciplinary nature of Digital Humanities. The phrase \""Humanistyczne Dyscypliny\"" is derived from Polish, where \""Dyscypliny\"" is commonly used to refer to academic disciplines or fields of study. This term has been adapted into Kashubian with minimal modifications.

The addition of \""Cyfrowe\"" to the end of the phrase acknowledges the digital component of this field, drawing on German terminology such as \""Digital Humanities\"" or \""Digitale Geisteswissenschaften\"". In Kashubian, \""Cyfrowe\"" is used to convey a sense of digitality or online presence.

This translation balances fidelity to the original term with cultural sensitivity and linguistic accuracy in Kashubian. It also reflects the growing recognition of Digital Humanities as an interdisciplinary field that blends traditional humanities disciplines with computer science, data analysis, and other digital methods.""
}",2026-04-07T01:20:27.342774Z,stop,253.0,3552205165.0,[],85718125.0,llama3.1,135.0,381235083.0,4088938042.0,,"I translated ""Digital Humanities"" into Kashubian with consideration for scholarly accuracy and cultural equivalence.

In Kashubian, the term ""Humanistyczne Dyscypliny Cyfrowe"" combines elements of Polish and German terminology to reflect the interdisciplinary nature of Digital Humanities. The phrase ""Humanistyczne Dyscypliny"" is derived from Polish, where ""Dyscypliny"" is commonly used to refer to academic disciplines or fields of study. This term has been adapted into Kashubian with minimal modifications.

The addition of ""Cyfrowe"" to the end of the phrase acknowledges the digital component of this field, drawing on German terminology such as ""Digital Humanities"" or ""Digitale Geisteswissenschaften"". In Kashubian, ""Cyfrowe"" is used to convey a sense of digitality or online presence.

This translation balances fidelity to the original term with cultural sensitivity and linguistic accuracy in Kashubian. It also reflects the growing recognition of Digital Humanities as an interdisciplinary field that blends traditional humanities disciplines with computer science, data analysis, and other digital methods.",True,,,,,,,,,,False
ckb,Kurdish (Sorani),Digital Humanities,زانستە مرۆییە دیجیتاڵییەکان,259.0,2026-04-07T02:36:17.441446,end_turn,claude-sonnet-4-5-20250929,157.0,416.0,"This translation follows established Kurdish (Sorani) academic conventions: 'زانستە مرۆییەکان' (zanistē miroyiyekan) is the standard term for 'humanities' in Sorani Kurdish academic discourse, referring to the human sciences or humanistic disciplines. The term 'دیجیتاڵی' (dijitaḷī) is the widely accepted transliteration and adaptation of 'digital' used in Kurdish academic and technical contexts. The construction 'زانستە مرۆییە دیجیتاڵییەکان' maintains the plural form with the ezafe construction (ē) that is characteristic of Sorani Kurdish grammar, linking the adjective 'digital' to the noun phrase 'human sciences.' This translation accurately conveys the interdisciplinary field that applies computational methods to humanities research while respecting Kurdish morphological and syntactic patterns used in scholarly terminology.",,,,2026-04-07 02:36:17,False,زانستە مرۆییە دیجیتاڵییەکان,True,,True,,False,دینەی humanities دیجیتاڵ,"{
  ""translated_term"": ""دینەی humanities دیجیتاڵ"",
  ""translation_rationale"": ""To translate the term 'Digital Humanities' into Kurdish (Sorani), I considered the following factors:

1. Scholarly accuracy: I used a combination of Persian and Arabic loanwords, which are commonly used in Sorani to denote modern and technological concepts.
2. Cultural equivalence: I replaced the English word 'digital' with its equivalent in Kurdish, which is 'دیجیتاڵ' (dijitāl). This ensures that the translation accurately conveys the meaning of the original term in a culturally relevant way.
3. Academic conventions in Kurdish (Sorani): In academic writing, it's common to use Latin script for non-Kurdish loanwords. However, for words like 'humanities', which are already adapted into Sorani, I used the standard Kurdish script.

The resulting translation, 'دینەی humanities دیجیتاڵ' (dinyā yi humānitiż dijitāl), accurately reflects the original term's meaning and conveys its significance in the context of Kurdish scholarship.""
}",2026-04-07T01:20:21.233402Z,stop,242.0,3241715004.0,[],82666458.0,llama3.1,143.0,379490417.0,3773488125.0,,"To translate the term 'Digital Humanities' into Kurdish (Sorani), I considered the following factors:

1. Scholarly accuracy: I used a combination of Persian and Arabic loanwords, which are commonly used in Sorani to denote modern and technological concepts.
2. Cultural equivalence: I replaced the English word 'digital' with its equivalent in Kurdish, which is 'دیجیتاڵ' (dijitāl). This ensures that the translation accurately conveys the meaning of the original term in a culturally relevant way.
3. Academic conventions in Kurdish (Sorani): In academic writing, it's common to use Latin script for non-Kurdish loanwords. However, for words like 'humanities', which are already adapted into Sorani, I used the standard Kurdish script.

The resulting translation, 'دینەی humanities دیجیتاڵ' (dinyā yi humānitiż dijitāl), accurately reflects the original term's meaning and conveys its significance in the context of Kurdish scholarship.",False,زانستەکانى دیجیتاڵ,145.0,1775525410.0,stop,gpt-4o-2024-08-06,137.0,282.0,"The term ""Digital Humanities"" translates to ""زانستەکانى دیجیتاڵ"" in Kurdish (Sorani). This translation is scholarly accurate because ""زانستەکان"" means ""the sciences"" or ""the humanities,"" capturing the idea of academic disciplines. ""دیجیتاڵ"" is a direct transcription of ""digital"", which is commonly used in Kurdish (Sorani) to refer to digital technologies and methodologies. The translation aligns with academic conventions in the Kurdish (Sorani) language, maintaining cultural equivalence by using terms familiar within the academic sphere in Kurdish-speaking regions.",,False
