language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai
tpi,Tok Pisin,Digital Humanities,Dijital Humanitis,126.0,1775548787.0,stop,gpt-4o-2024-08-06,157.0,283.0,"Long Tok Pisin, planti longpela tok ol i kam long Inglis, olsem ""digital"" na ""humanities"", ol i save stap olsem tok ol i narakain bikos i no gat gutpela Tok Pisin tok bilong ol. Tasol sapos yumi tok ""Dijital Humanitis"", ol manmeri i save klia wantaim minim bilong dispela wan. Em i kam long wok na save long sait bilong teknolosi na ol stadi long pasin na kastom bilong man.",,,,2026-04-07 08:59:50,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,True,,False,Huminaitis bilong Internet,"{
  ""translated_term"": ""Huminaitis bilong Internet"",
  ""translation_rationale"": ""Em i bin kisim wanpela term long Inggrish, ""Digital Humanities"". Mi tok bilong hanim wantaim internet em i strong long teknolodji na mi tok bilong hanim i wokim long bilum. Na wanwan bilum i wokim tain bilong tok save wantaim nau, na hanim na Internet i strong long bilum bilong hemi.""
}",2026-04-07T07:52:43.040311Z,stop,109.0,5041376504.0,[],74882583.0,llama3.1,161.0,375007709.0,5523595000.0,,"Em i bin kisim wanpela term long Inggrish, ",False
tokipona,tokipona,Digital Humanities,sona olin,105.0,1775548782.0,stop,gpt-4o-2024-08-06,158.0,263.0,"nimi ""sona"" li lon e sona, ken pona, monsuta pi jan toki. ""olin"" li kama ijo pona, ijo strethi pi jan, ijo lon pi monsi pi ""humanities"". sinpin en monsi pi nimi ""sona olin"" li ken ala kama toki tawa kulupu ni. mi toki kepeken nimi ""sona olin"" ona li lukin e ijo sina.",,,,2026-04-07 08:59:46,True,,True,,True,,False,sunu li moku ni,"{ 
  ""translated_term"": ""sunu li moku ni"" , 
  ""translation_rationale"": ""sunu - tawi (digital) , li - kepeken (of/for) , moku - pana (humanities) ni - anpa (specific/named)"" 
}",2026-04-07T07:52:35.487183Z,stop,65.0,3005501499.0,[],84554167.0,llama3.1,162.0,429211917.0,3537672792.0,,"sunu - tawi (digital) , li - kepeken (of/for) , moku - pana (humanities) ni - anpa (specific/named)",False
tlh,Klingon,Digital Humanities,,,,,,,,,,,,2026-04-07 08:59:41,True,,True,,True,,False,,"{'translated_term': 'DaghajwIj DawIj DatIvjaj', 'translation_rationale': 'DaH je jIHegh, ""Digital Humanities"" wIj DaqoHvaD. DawIj DatIvjaj ghoSbogh 'digital' vIQong DIvIj DatIvjaj QaQongwIj ghojwIj DatIvjaj, ghojwIj DatIvjaj ""Humanities"" 'vIQong jIHegh DawIj vIQongwe'j.'}",2026-04-07T07:52:29.925111Z,stop,125.0,5721213173.0,[],74342625.0,llama3.1,153.0,388408167.0,6220978167.0,,,False
tet,Tetum,Digital Humanities,Humanidades Digital,133.0,1775548774.0,stop,gpt-4o-2024-08-06,148.0,281.0,"Iha Tetum, 'Digital Humanities' bele tradus husi termu 'Humanidades Digital'. Ida-ne'e hodi haklaken nasaun kona-ba uluk hosi termu 'Humanidades', nebee konseitu ida ida-ne'e involve orientasaun iha kultura ho servisu hala'o investigasaun ho teknologia sira sosiedade nian. Palavra 'digital', wainhira tradukaun, nu'udar adjetivu atu define natureza teknologia no digitalidade ida maka envolve iha prosesu investigativa ne'e.",,,,2026-04-07 08:59:36,False,Umanidade Dijitál,True,,True,,False,,"{'translated_term': 'Humanidades digitais', 'translation_rationale': 'Iha baixu lian ka humanidade no iha ne'ebe digita.'} 

Notaun: Liun-ne'e ""iha baixu"" hetan husi ""digital"", nia significa ""ne'ebe digita"". Ka lian ""humanidade"" labeabe, mak sai lian ""ka humanidade"", ho fuan sira nian, no iha ne'ebe hetera.",2026-04-07T07:52:21.682491Z,stop,106.0,4917811792.0,[],83013750.0,llama3.1,152.0,352313708.0,5386453209.0,,,False
sco,Scots,Digital Humanities,,,,,,,,,,,,2026-04-07 08:59:33,True,,True,,True,,False,,"{'translated_term': 'Digital Leid-Literanure', 'translation_rationale': 'Cant say Digital Humanities jist yet, need tae get intae the mair specific meenins o' ""humanities"". I've got it noo: humanitees refers tae the study o' human cultur an' achievement, sae I'll jist add that tae ""digital"" tae gie us Digital Leid-Literanure. Anither way tae say it coud be Humanities Digital (Huidigal Leid-Literanure), but the Scots language tends tae like its words in a specific order: subject, then object.'}",2026-04-07T07:52:14.270235Z,stop,141.0,6745213498.0,[],94041250.0,llama3.1,144.0,363912584.0,7250974791.0,,,False
scn,Sicilian,Digital Humanities,Umani studi digitali,193.0,1775548765.0,stop,gpt-4o-2024-08-06,149.0,342.0,"A traduzzioni di 'Digital Humanities' in sicilianu veni comu 'Umani studi digitali'. 'Umani' riferisci a tutti chiddi ca s'occupanu di studi supra l'aspetti umani e culturali. 'Studi' rapprisenta lu cuncettu di disciplina accademica. 'Digitali', accussì comu in talianu e in autri lingui, veni utilizzatu pi discrìviri tuttu chiddu ca arriperta a lu munnu tecnologicu e nuvamentu informatizzatu. Na interpretazioni comu 'Studi digitali supra l'umanitati' però sarìa assai dissona in sicilianu, quindi si preferisci 'Umani studi digitali' chi trasmetti lu stissu significatu in modu concise e efficace.",,,,2026-04-07 08:59:29,False,Scienzi umanistichi diggitali,True,,True,,False,Umàniti Digitali,"{'translated_term': 'Umàniti Digitali', 'translation_rationale': ""Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali.""}",2026-04-07T07:52:04.998229Z,stop,108.0,5146917334.0,"[{'translated_term': 'Umàniti Digitali', 'translation_rationale': ""Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali.""}]",83149209.0,llama3.1,152.0,363791625.0,5631277959.0,Umàniti Digitali,"Per traduci 'Digital Humanities' a lu sicilianu, vidiemu la parola 'Humanities' e ricordomu ca 'umanità' si traduci in sicilianu comme 'umànita'. Accussì, pòvvamu aggiungiri la parola 'digitali' davanti pi pridirezzà la traduzioni. A lu fini, avemu Umàniti Digitali.",False
roa-rup,Aromanian,Digital Humanities,Științele Umane Digitale,128.0,1775548762.0,stop,gpt-4o-2024-08-06,158.0,286.0,"Termenul “Științele Umane Digitale” este o traducere directă a conceptului “Digital Humanities”, undi “Științele Umane” se refere la studiul disciplinelor umanistice, iar “Digitale” indica utilizarea ori integrarea tehnologiei moderne digitale în aceste discipline. Această traducere păstrează sensul original al termenului din engleză și este ușor de înțeles di către comunitatea Aromaniană.",,,,2026-04-07 08:59:24,True,,True,,True,,False,Omenia Digitală a Umanităților,"{
  ""translated_term"": ""Omenia Digitală a Umanităților"",
  ""translation_rationale"": ""Termenul 'Digital Humanities' se traduce prin unirea două concepte importante pentru cultura și disciplina noastră. 'Omenia' vine din limba Aromană, având semnificație similară cu termenul 'umanități', care include toate ramurile culturii umane. De asemenea, 'digitală' se referă la prezența online și utilizarea tehnologiei în acest domeniu. Prin această unire, putem spune că Omenia Digitală a Umanităților reprezintă studiul și utilizarea tehnicilor digitale pentru a explora și prezenta cultura umană.""
}",2026-04-07T07:51:57.344584Z,stop,185.0,9334694588.0,[],83886667.0,llama3.1,163.0,408739250.0,9898879042.0,,"Termenul 'Digital Humanities' se traduce prin unirea două concepte importante pentru cultura și disciplina noastră. 'Omenia' vine din limba Aromană, având semnificație similară cu termenul 'umanități', care include toate ramurile culturii umane. De asemenea, 'digitală' se referă la prezența online și utilizarea tehnologiei în acest domeniu. Prin această unire, putem spune că Omenia Digitală a Umanităților reprezintă studiul și utilizarea tehnicilor digitale pentru a explora și prezenta cultura umană.",False
rmy,Romani,Digital Humanities,,,,,,,,,,,,2026-04-07 08:59:20,False,Digitalno Humaniàlo,True,,True,,False,Romane kalah valde,"{
  ""translated_term"": ""Romane kalah valde"",
  ""translation_rationale"": ""Kalhavale, shavalo, romane kalah - Digital Humanities. Vajlo phrala vitsenla e kalhalo, 'digital' a va romani ke chavo a phrale vitsenla. Kalhalo valde 'studia', 'artes liberales', 'umanitares shukar'.""
}",2026-04-07T07:51:45.422918Z,stop,98.0,4626434919.0,[],87309958.0,llama3.1,153.0,381830125.0,5134637500.0,,"Kalhavale, shavalo, romane kalah - Digital Humanities. Vajlo phrala vitsenla e kalhalo, 'digital' a va romani ke chavo a phrale vitsenla. Kalhalo valde 'studia', 'artes liberales', 'umanitares shukar'.",False
pms,Piedmontese,Digital Humanities,Umanistica Digitaj,153.0,1775548755.0,stop,gpt-4o-2024-08-06,157.0,310.0,"Ant ël piemontèis, 'Umanistica Digitaj' a l'é na tradussion che as basa ansima a doi cos-chiave: 'umanistica', ch'a fà riferiment a l'insi di studi che a giòta l'òm, la sò cultura e la sò storia, e 'digitaj', che a revoca al mond dij digital e dij manier ëd comportament digitaj. Ansema, 'Umanistica Digitaj' a descriv la disciplina ch'a studia come le tecnologie digital a peulo ancaminé e rinové ij studi umanìstich.",,,,2026-04-07 08:59:19,True,,True,,True,,False,Umanità digitale,"{
""translated_term"": ""Umanità digitale"",
""translation_rationale"": ""A l'é sté scelto de mantegnì el term ""Humanities"" perché se riferisce a le discipline che s'occupen de la cultura, la storia e la creatività. In piemontèj a ven l'assimilà a l'espression ""umanità"", che vò dí dito la condizione umana e i comportamenti uman. El term ""digitale"" se refarisse già da sé a la parte tecnologica e informativa de la disciplina.""
}",2026-04-07T07:51:38.260742Z,stop,130.0,6479443366.0,[],93104125.0,llama3.1,161.0,420276625.0,7048498083.0,,A l'é sté scelto de mantegnì el term ,False
pih,Norfolk,Digital Humanities,Digital Humanities,94.0,1775548751.0,stop,gpt-4o-2024-08-06,141.0,235.0,"Norfolk laengwage, hem gu fo se a soort o Creole English, so lot taem dem speek dem enlish wud same way. Fa dat reason, 'Digital Humanities' en English no need fa change. Dem concept hem kinda modern too, en no really garem old Norfolk wud fa dat. Hem lik dem use English eni wei.",,,,2026-04-07 08:59:13,True,,True,,True,,True,,,,,,,,,,,,,,,False
pap,Papiamentu,Digital Humanities,Humanidades Digital,155.0,1775548745.0,stop,gpt-4o-2024-08-06,156.0,311.0,"E palabra ""Digital"" ta keda meskos na hopi idioma inkluí Papiamentu, komo e tèrmino ta hasi referencia na teknologia elektronik. ""Humanidades"" ta referí na e studionan ku ta investigá aspekto humano i kultural, i esakinan ta keda generalmente igual na papiamentu sin grandi varyashon tina. E kombinashon di e dos ta por aser tantu na papiamentu komo ""Humanidades Digital"". Es asina nos ta asegi ku e término ta komprondibel i balido pa es kul ura ta dirigi na hunga ku e teksiduran moderno i technologiko.",,,,2026-04-07 08:59:10,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,Dokumental Humano Digital,"{'translated_term': 'Dokumental Humano Digital', 'translation_rationale': 'Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital.'}",2026-04-07T07:51:22.176316Z,stop,111.0,5722482371.0,"[{'translated_term': 'Dokumental Humano Digital', 'translation_rationale': 'Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital.'}]",81913667.0,llama3.1,168.0,435773334.0,6284173625.0,Dokumental Humano Digital,"Mi a bai unda ""Digital Humanities"" ta den anglés, y a mira si e palabra ""digital"" ta referse na teknológa di komputador. Si e ta asina, mi a tuma ""dokumental"" i ""humano"" riba e manera nan ta wordu usado den anglés pa riferise na studia di humanidat ku utiliza teknológa digital.",False
pam,Kapampangan,Digital Humanities,Digital Humanities,175.0,1775548739.0,stop,gpt-4o-2024-08-06,156.0,331.0,"Ing English a salita a ""Digital Humanities"" bibye lang pa ing impormasyun a kabutungsulatan kapamilatan ning digital technology. King pisanmetung a amanu ning Kapampangan, e ya matatapat ing salita a ""Digital Humanities"" king kapampangan. Kumunsulta ku bayong anyu ni ""Digital Humanities"" kasi atin yang kaksanayan a karuwang king mandalan pin tungkul king digital technology para magayos anyu mayap asan metung a mamye ulaga king metung o masalese. Isan yang ""Digital Humanities"" ya ring patingga king makagaling panwal no kutoa ya batas anyu ning digital technology ampong humanities awanganang sarulip king pimilit. erhalten",,,,2026-04-07 08:59:04,False,Digital Humanities,True,,True,,False,Dijitales na Kasayasayanan,"{'translated_term': 'Dijitales na Kasayasayanan', 'translation_rationale': 'Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!'}",2026-04-07T07:51:13.866336Z,stop,88.0,4491452251.0,"[{'translated_term': 'Dijitales na Kasayasayanan', 'translation_rationale': 'Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!'}]",79775166.0,llama3.1,160.0,398786250.0,5001921208.0,Dijitales na Kasayasayanan,"Kasalanan kung apang naman ya ini, dili metto sa Ingles. Dijitales nagamitan ya para iti sali-a ti modernong panakasayaat, at kasayasayana nagawing dihitales na, baga siya? Sobra!",False
