language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
oj,Digital Cultural Heritage,Mazinaakizadaa-ayaajiwaad Bimaadiziwin,"Ojibwe, Ojibwa",126.0,1740711189.0,stop,gpt-4o-2024-08-06,89.0,215.0,"The term 'Digital Cultural Heritage' is translated by breaking it down into its components. 'Mazinaakizadaa' refers to things that are recorded or represented, akin to 'digital,' and 'ayaajiwaad bimaadiziwin' refers to the cultural or inherited way of life, which corresponds to 'cultural heritage.' This translation reflects both the concept of capturing or recording (digital) and the living practice and history (cultural heritage) embodied in the term.",2025-05-31 21:15:56
or,Digital Cultural Heritage,ଡିଜିଟାଲ୍ ସାଂସ୍କୃତିକ ଐତିହ୍ୟ,Oriya,176.0,1740711457.0,stop,gpt-4o-2024-08-06,132.0,308.0,"The term ""ଡିଜିଟାଲ୍ ସାଂସ୍କୃତିକ ଐତିହ୍ୟ"" is a direct translation of ""Digital Cultural Heritage"" where ""ଡିଜିଟାଲ୍"" refers to ""digital"", ""ସାଂସ୍କୃତିକ"" refers to ""cultural"", and ""ଐତିହ୍ୟ"" refers to ""heritage"". This translation maintains the integrity of the original English terms while using Oriya script and vocabulary to convey the same meaning, thus making it easily understandable for Oriya speakers interested in cultural studies, technology, and heritage.",2025-05-31 21:15:56
ku,Digital Cultural Heritage,Mîratê Çandê ya Dijîtal,Kurdish,125.0,1740709635.0,stop,gpt-4o-2024-08-06,116.0,241.0,"The term ""Mîrat"", meaning ""heritage"", is commonly used for cultural inheritance or legacy. ""Çand"" refers to ""culture"", and adding the possessive ""ê"" connects it to ""heritage"". ""Dijîtal"" is a direct adaptation of ""digital"" and is widely understood and utilized in Kurdish to denote digital technology. This translation aligns with Kurdish grammar by accurately reflecting the concept as ""Digital Cultural Heritage"" and keeping close to standard usage patterns in Kurdish language.",2025-05-31 21:15:56
os,Digital Cultural Heritage,Цифрæн культурон наследие,"Ossetian, Ossetic",171.0,1740711473.0,stop,gpt-4o-2024-08-06,153.0,324.0,"When translating ""Digital Cultural Heritage"" into Ossetian, it is essential to maintain clarity and semantic accuracy. ""Цифрæн"" directly translates to ""digital,"" capturing the essence of technology and modernity. ""Культурон"" refers to ""cultural,"" which aligns naturally with the concept of culture. ""Наследие"" means ""heritage,"" emphasizing the idea of inheritance and preservation of cultural assets. The combination of these words effectively conveys the concept of Digital Cultural Heritage, making it understandable and relevant to Ossetian speakers. Suggestions like ""Нымæцон культурон бынтæ"" did not adequately capture the digital aspect with the same clarity, and the alternative garnered confusion by combining various scripts.",2025-05-31 21:15:56
pa,Digital Cultural Heritage,ਡਿਜੀਟਲ ਸੱਭਿਆਚਾਰਕ ਵਿਰਾਸਤ,"Panjabi, Punjabi",141.0,1740711503.0,stop,gpt-4o-2024-08-06,128.0,269.0,"The term ""ਡਿਜੀਟਲ ਸੱਭਿਆਚਾਰਕ ਵਿਰਾਸਤ"" directly translates to ""Digital Cultural Heritage"" where ""ਡਿਜੀਟਲ"" means ""Digital"", ""ਸੱਭਿਆਚਾਰਕ"" means ""Cultural"", and ""ਵਿਰਾਸਤ"" means ""Heritage"". This translation accurately reflects the concept of cultural heritage preserved or interpreted through digital means, and it aligns with the conventional understanding of the terms used within the Panjabi language context. Therefore, no modification is necessary.",2025-05-31 21:15:56
pi,Digital Cultural Heritage,Saṅgaṇikasaṅkhyagata Mahāsampada,Pāli,173.0,1740711604.0,stop,gpt-4o-2024-08-06,81.0,254.0,"In Pāli, ""saṅgaṇika"" can refer to the concept of something digital, relating to numbers or computation, as ""saṅgaṇika"" refers to counting or enumeration in a broad sense. ""Saṅkhyagata"" implies something related to numbers, which can be associated with the digital nature. ""Mahāsampada"" captures the idea of ""heritage,"" referring to great wealth or value that has been transmitted through generations. Thus, ""Saṅgaṇikasaṅkhyagata Mahāsampada"" attempts to convey the idea of cultural assets preserved and represented through digital or computational means, highlighting both the numerical or digital aspect and the wealth of inherited culture.",2025-05-31 21:15:56
pl,Digital Cultural Heritage,Cyfrowe Dziedzictwo Kulturowe,Polish,185.0,1740711769.0,stop,gpt-4o-2024-08-06,135.0,320.0,"The term ""Cyfrowe Dziedzictwo Kulturowe"" accurately captures the meaning of ""Digital Cultural Heritage"" in Polish. ""Cyfrowe"" translates to ""Digital,"" highlighting the electronic or virtual aspect. ""Dziedzictwo"" means ""Heritage,"" encompassing the idea of legacy and preservation, while ""Kulturowe"" translates to ""Cultural,"" specifying the nature of the heritage being referred to. This translation is widely accepted and aligns with the terminology used in academia and cultural sectors in Poland. The alternative suggestion ""Cyfrowa Wnętrzność Kultury"" is less common and somewhat awkward as ""Wnętrzność"" means ""interiority"" or ""inner parts,"" which doesn’t fully convey the concept of heritage.",2025-05-31 21:15:56
ps,Digital Cultural Heritage,ډیجیټل کلتوري میراث,"Pashto, Pushto",133.0,1740711797.0,stop,gpt-4o-2024-08-06,142.0,275.0,"The term ""ډیجیټل کلتوري میراث"" effectively captures the essence of ""Digital Cultural Heritage"" in Pashto. ""ډیجیټل"" corresponds to ""digital,"" maintaining its technological context. ""کلتوري"" translates to ""cultural,"" highlighting the cultural aspects relevant to heritage. Finally, ""میراث"" signifies ""heritage,"" conveying the idea of legacy or inheritance. This translation aligns well with both the meaning and intent of the original English term and is a more precise representation than the alternative suggestion.",2025-05-31 21:15:56
pt,Digital Cultural Heritage,Patrimônio Cultural Digital,Portuguese,105.0,1740711812.0,stop,gpt-4o-2024-08-06,108.0,213.0,"The term ""Patrimônio Cultural Digital"" is an accurate translation of ""Digital Cultural Heritage"" in Portuguese. ""Patrimônio"" conveys the notion of heritage or legacy, ""Cultural"" clearly aligns with cultural aspects, and ""Digital"" is used in the same sense as in English, referring to technology-based or electronic formats. This term is widely recognized in Portuguese-speaking academic and cultural institutions and accurately conveys the original concept.",2025-05-31 21:15:56
qu,Digital Cultural Heritage,Yachay Sumaq Paqarisqa Ruwasqa,Quechua,165.0,1740711829.0,stop,gpt-4o-2024-08-06,114.0,279.0,"In Quechua, ""Yachay"" refers to knowledge or wisdom, which aligns with the way cultural heritage represents the accumulated knowledge and history of a people. ""Sumaq"" means beautiful or valuable, highlighting the importance and preciousness of such heritage. ""Paqarisqa"" conveys the idea of something that is emerging or being born, suitable for the digital aspect where cultural heritage is newly expressed in a digital form. ""Ruwasqa"" suggests something that is created or made, relevant to the process of digitizing cultural artifacts and history. This translation aims to capture the essence of cultural value, digital manifestation, and creation in the Quechua language context.",2025-05-31 21:15:56
rn,Digital Cultural Heritage,Iragi ry’Umuco rw’Ikoranabuhanga,Kirundi,127.0,1740712012.0,stop,gpt-4o-2024-08-06,139.0,266.0,"The translation aims to capture the essence of cultural heritage in the context of modern technology by using ""Iragi,"" meaning inheritance or heritage, to refer to the cultural aspect and ""Umuco"" to mean culture, which is core to the concept. The phrase ""rw’Ikoranabuhanga"" refers to ""of technology,"" indicating the digital aspect. This translation combines elements from both suggested translations, refining them to more accurately reflect the intended meaning of ""Digital Cultural Heritage"" in Kirundi.",2025-05-31 21:15:56
ro,Digital Cultural Heritage,Patrimoniul cultural digital,"Romanian, Moldavan",120.0,1740712018.0,stop,gpt-4o-2024-08-06,132.0,252.0,"The term ""Patrimoniul cultural digital"" correctly captures the essence of ""Digital Cultural Heritage"" in Romanian and Moldovan. ""Patrimoniul"" refers to heritage, ""cultural"" remains unchanged as it is directly cognate, and ""digital"" is used in the same context as in English, describing the digitized form of this heritage. Both Google Translate API and the Easy Neural Machine Translation library provide this translation, and it aligns well with standard usage in scholarly and cultural contexts.",2025-05-31 21:15:56
nb,Digital Cultural Heritage,Digital kulturarv,Norwegian Bokmål,110.0,1740710302.0,stop,gpt-4o-2024-08-06,124.0,234.0,"The term ""Digital kulturarv"" is a direct translation of ""Digital Cultural Heritage"" and is widely understood and accepted in Norwegian Bokmål. ""Digital"" corresponds well to the English term, and ""kulturarv"" captures the concept of cultural heritage accurately, referring to the legacy of physical artifacts and intangible attributes inherited from past generations. This translation maintains the original term’s meaning and is commonly used in discussions regarding the digitization of cultural heritage assets.",2025-05-31 21:15:56
na,Digital Cultural Heritage,Eitangit E-Dokumenten,Nauru,122.0,1740709947.0,stop,gpt-4o-2024-08-06,114.0,236.0,"The term 'Digital Cultural Heritage' is translated to 'Eitangit E-Dokumenten' in Nauru. 'Eitangit' generally means heritage or tradition, which reflects the concept of cultural heritage. 'E-Dokumenten' incorporates a recognizable digital element ('E-' for electronic or digital) and 'Dokumenten' is akin to 'documents', suggesting a digital format. This construction respects both the cultural and digital aspects of the term while using accessible terminology for speakers of Nauru.",2025-05-31 21:15:56
my,Digital Cultural Heritage,ဒစ်ဂျစ်တယ် ယဉ်ကျေးမှုအမွေအနှစ်,Burmese,143.0,1740707463.0,stop,gpt-4o-2024-08-06,122.0,265.0,"The translation ""ဒစ်ဂျစ်တယ် ယဉ်ကျေးမှုအမွေအနှစ်"" effectively captures the essence of ""Digital Cultural Heritage."" ""ဒစ်ဂျစ်တယ်"" directly translates to ""digital,"" ""ယဉ်ကျေးမှု"" means ""cultural,"" and ""အမွေအနှစ်"" refers to ""heritage."" This combination accurately conveys the idea of preserving and communicating cultural heritage in a digital format. The term is clear and understandable to Burmese speakers familiar with digital technology and cultural contexts.",2025-05-31 21:15:56
mt,Digital Cultural Heritage,Wirt Kulturali Diġitali,Maltese,126.0,1740709861.0,stop,gpt-4o-2024-08-06,146.0,272.0,"The term ""Wirt Kulturali Diġitali"" is the most appropriate translation for ""Digital Cultural Heritage"" in Maltese. ""Wirt"" means heritage, and ""Kulturali"" translates to cultural, both fitting the original terms in context. The adjective ""Diġitali"" accurately represents ""Digital."" This translation aligns well with professional sources and represents the concept of intangible and tangible heritage preserved in digital forms. The absence of the definite article ""Il-"" keeps it concise and similar to common usage in related contexts.",2025-05-31 21:15:56
kw,Digital Cultural Heritage,Yeresethow Dhiw lirek Dyskwedhyel,Cornish,133.0,1740707556.0,stop,gpt-4o-2024-08-06,81.0,214.0,"In Cornish, 'yeresethow' means 'heritage,' which captures the concept of cultural legacy or inheritance. 'Dhiw lirek' translates to 'cultural,' representing the essence of shared culture that forms part of a community's identity. 'Dyskwedhyel' is the Cornish term for 'digital,' reflecting modern electronic systems. The combination of these words effectively communicates the meaning of 'Digital Cultural Heritage' in Cornish, integrating the notions of technology's role in preserving cultural artifacts.",2025-05-31 21:15:56
ky,Digital Cultural Heritage,Санариптик маданий мурас,"Kirghiz, Kyrgyz",138.0,1740709549.0,stop,gpt-4o-2024-08-06,148.0,286.0,"The term ""Санариптик маданий мурас"" accurately captures the concept of ""Digital Cultural Heritage"" by combining ""санариптик"" for ""digital,"" reflecting technological aspects, and ""маданий мурас"" for ""cultural heritage,"" which encompasses the legacy of cultural resources and intangible attributes inherited from past generations. This translation aligns well with linguistic norms and usage in Kyrgyz, maintaining both clarity and cultural relevance. Additionally, ""санариптик"" is a commonly used term across Central Asian languages for ""digital,"" making it easily recognizable and understandable to Kyrgyz speakers.",2025-05-31 21:15:56
la,Digital Cultural Heritage,Hereditas Culturæ Digitalis,Latin,132.0,1740709661.0,stop,gpt-4o-2024-08-06,123.0,255.0,"The term ""Hereditas Culturæ Digitalis"" carefully follows Latin grammatical structure, ensuring an accurate representation of the English term ""Digital Cultural Heritage"". ""Hereditas"" (heritage) is a feminine noun in the nominative case, indicating it as the subject. ""Culturæ"" (of culture) is in the genitive case, reflecting the possessive, while ""Digitalis"" (digital) is an adjective qualifying ""culturæ"". This construction ensures both grammatical accuracy and semantic clarity, aligning with classical Latin usage.",2025-05-31 21:15:56
lb,Digital Cultural Heritage,Digital Kulturerbe,Luxembourgish,140.0,1740709689.0,stop,gpt-4o-2024-08-06,109.0,249.0,"My proposed translation for 'Digital Cultural Heritage' into Luxembourgish is 'Digital Kulturerbe'. This translation slightly modifies the suggestion 'Digital Kulturierwen'. The term 'Kulturerbe' is often used in Luxembourgish to denote 'cultural heritage', aligning closely with the terminology used in the region and similar linguistic contexts. Therefore, 'Digital Kulturerbe' accurately conveys the idea of cultural heritage in its digital form. This choice is also influenced by parallel terms in the German-speaking cultural sphere, where 'Kulturerbe' is a standard term, fostering greater understanding among speakers of related languages.",2025-05-31 21:15:56
lg,Digital Cultural Heritage,Obusika bw'obuwangwa obwa ddijito,Luganda,134.0,1740709698.0,stop,gpt-4o-2024-08-06,139.0,273.0,"In Luganda, 'Obusika' refers to heritage or legacy, while 'obuwangwa' specifies culture or traditions. The term 'ubwa ddijito' directly translates to 'of digital', where 'ddijito' is a phonetic adaptation of the word 'digital'. This translation closely aligns with the semantic nuances of 'Digital Cultural Heritage' by emphasizing the fusion of cultural legacies with digital means. The choice ensures clarity and comprehensibility for Luganda speakers, accurately reflecting the concept of transforming cultural heritage into digital forms.",2025-05-31 21:15:56
li,Digital Cultural Heritage,Digitaal Kultuurerfgoed,Limburgish,122.0,1740709713.0,stop,gpt-4o-2024-08-06,126.0,248.0,"The term ""Digitaal Kultuurerfgoed"" is a refined version that combines the suggestions. ""Digitaal"" is the correct word for ""Digital"" and is supported by both API suggestions. For ""Cultural Heritage,"" ""Kultuurerfgoed"" is chosen because ""Kultuur"" aligns with the Limburgish spelling for ""Culture,"" and ""erfgoed"" accurately conveys ""heritage."" This combination respects Limburgish grammatical and lexical patterns while remaining true to the intended meaning.",2025-05-31 21:15:56
ln,Digital Cultural Heritage,Bomoi ya mimeseno ya mokili ya zando,Lingala,136.0,1740709724.0,stop,gpt-4o-2024-08-06,158.0,294.0,"In creating this translation, I focused on accurately conveying the concept of 'Digital Cultural Heritage' by capturing both the technological ('digital') and the traditional/historical ('cultural heritage') aspects. 'Bomoi' signifies life or existence, reflecting the sustained essence of culture in digital form; 'mimeseno' relates to cultural practices or traditions; 'mokili ya zando' is a metaphorical term that captures the 'digital world' or 'cyberspace.' This choice provides a nuanced understanding that merges modern digital elements with longstanding cultural identities.",2025-05-31 21:15:56
lo,Digital Cultural Heritage,ມໍລະດົກວັດທະນະທໍາດິຈິຕອນ,Lao,248.0,1740709749.0,stop,gpt-4o-2024-08-06,148.0,396.0,"The term ""ມໍລະດົກວັດທະນະທໍາດິຈິຕອນ"" is a suitable translation for ""Digital Cultural Heritage"" in Lao. It captures the concept of ""morladhok"" (ມໍລະດົກ), meaning ""heritage,"" and ""watthanatham"" (ວັດທະນະທໍາ), meaning ""culture."" ""Dijiton"" (ດິຈິຕອນ) represents the digital aspect, reflecting the integration of cultural heritage in the digital realm. This term conveys the preservation and interpretation of cultural heritage through digital means. The Google Translate suggestion aligns well with linguistic and conceptual equivalencies in Lao.",2025-05-31 21:15:56
lt,Digital Cultural Heritage,Skaitmeninis kultūros paveldas,Lithuanian,149.0,1740709769.0,stop,gpt-4o-2024-08-06,142.0,291.0,"The term ""Skaitmeninis kultūros paveldas"" is a direct and widely accepted translation of ""Digital Cultural Heritage"" in Lithuanian. It effectively conveys the meaning of cultural assets that have been transferred into digital form. While the suggestion ""digitalus kultūrinis paveldas"" could be used, it mixes a loanword (""digitalus"") with Lithuanian terms, which could be less preferable in formal contexts where native terminology is favored. Therefore, ""Skaitmeninis kultūros paveldas"" is the most suitable translation, as it uses Lithuanian vocabulary entirely, making it both clear and appropriate.",2025-05-31 21:15:56
lu,Digital Cultural Heritage,Kisantu kya Kielekala,Luba-Katanga,120.0,1740709799.0,stop,gpt-4o-2024-08-06,132.0,252.0,"The term ""Digital Cultural Heritage"" refers to the preservation and accessibility of cultural practices and artifacts in digital formats. In Luba-Katanga, ""Kisantu"" is an appropriate term for ""cultural heritage,"" and ""kya Kielekala"" means ""of the digital."" Therefore, combining these elements gives a precise translation that conveys the concept of cultural heritage existing in the digital realm. This formulation maintains the original meaning while using vocabulary that resonates naturally in Luba-Katanga.",2025-05-31 21:15:56
lv,Digital Cultural Heritage,Digitālais kultūras mantojums,Latvian,106.0,1740709807.0,stop,gpt-4o-2024-08-06,113.0,219.0,"The term ""Digitālais kultūras mantojums"" accurately captures the essence of ""Digital Cultural Heritage"" in Latvian. ""Digitālais"" refers to anything related to digital or electronic mediums, and ""kultūras mantojums"" refers to cultural heritage. This translation is widely accepted and used, as it directly conveys the concept of cultural elements and artifacts that have been digitized for preservation and accessibility.",2025-05-31 21:15:56
mg,Digital Cultural Heritage,Lova ara-kolontsaina dizitaly,Malagasy,136.0,1740709830.0,stop,gpt-4o-2024-08-06,134.0,270.0,"The Malagasy term 'lova' refers to 'heritage' or 'inheritance', while 'ara-kolontsaina' means 'cultural'. The term 'dizitaly' is an adaptation of the word 'digital', which aligns with the contemporary understanding of digital transformations and technology. The suggestion 'nomerika' is also correct but 'dizitaly' is more commonly used in tech-related contexts in Madagascar. Choosing 'dizitaly' helps retain the specific connotation of digital technology relevant to cultural heritage in the current era.",2025-05-31 21:15:56
mh,Digital Cultural Heritage,Bwebwenato Kain Kabinet,Marshallese,101.0,1740709896.0,stop,gpt-4o-2024-08-06,156.0,257.0,"The term ""Bwebwenato Kain Kabinet"" combines ""Bwebwenato"" (stories or traditions) with ""Kain Kabinet"" (digital or computerized), capturing the essence of cultural heritage as stories and traditions preserved and shared through digital means. This translation aims to convey the concept of cultural legacy conveyed in a modern, digital format, resonating with the Marshallese context.",2025-05-31 21:15:56
mi,Digital Cultural Heritage,Taonga Tuku Iho Mamati,Māori,126.0,1740709885.0,stop,gpt-4o-2024-08-06,110.0,236.0,"The term ""Taonga Tuku Iho"" is often used to refer to ""cultural heritage"" in Māori, where ""taonga"" means ""treasures"" and ""tuku iho"" implies ""handed down"" or ""passed on."" The word ""mamati"" translates to ""digital."" Therefore, combining these terms provides a more nuanced translation that emphasizes the idea of heritage being passed down through generations, now in a digital form. This translation respects both the meaning and the cultural significance of the concept.",2025-05-31 21:15:56
mk,Digital Cultural Heritage,Дигитално културно наследство,Macedonian,168.0,1740709824.0,stop,gpt-4o-2024-08-06,184.0,352.0,"The term ""Дигитално културно наследство"" directly translates to ""Digital Cultural Heritage"" in Macedonian and is widely accepted as it preserves the meaning of the original phrase. Both Google Translate and the Easy Neural Machine Translation library provide this translation, which indicates its accuracy and recognition in digital contexts. The suggestion from the Ollama API appears to be a mistranslation and does not convey the intended meaning. On the other hand, ""Дигитално наследување"" specifically means ""Digital Inheritance,"" which has a slightly different focus and is less precise in the context of cultural heritage. Hence, ""Дигитално културно наследство"" remains the most accurate and accepted translation for the term.",2025-05-31 21:15:56
ml,Digital Cultural Heritage,ഡിജിറ്റൽ സാംസ്കാരിക പൈതൃകം,Malayalam,112.0,1740709856.0,stop,gpt-4o-2024-08-06,142.0,254.0,"Both Google Translate and the Easy Neural Machine Translation library provide the same translation, which accurately reflects the concept in Malayalam. The words ""ഡിജിറ്റൽ"" (Digital), ""സാംസ്കാരിക"" (Cultural), and ""പൈതൃകം"" (Heritage) are well-understood in the context of Malayalam, preserving the intended meaning without any loss. Therefore, the translation requires no further modification.",2025-05-31 21:15:56
mn,Digital Cultural Heritage,Цахим соёлын өв,Mongolian,111.0,1740709915.0,stop,gpt-4o-2024-08-06,112.0,223.0,"The term ""Digital"" can be translated to ""Цахим"" in Mongolian, which is commonly used to refer to digital or electronic contexts in the digital era. ""Cultural Heritage"" translates to ""соёлын өв."" Combining these, ""Цахим соёлын өв"" captures the essence of heritage in the digital context and is easily understandable to Mongolian speakers, aligning with the way contemporary digital concepts are localized in the language.",2025-05-31 21:15:56
mr,Digital Cultural Heritage,डिजिटल सांस्कृतिक वारसा,Marathi (Marāṭhī),144.0,1740709890.0,stop,gpt-4o-2024-08-06,152.0,296.0,"'डिजिटल सांस्कृतिक वारसा' is a direct translation of 'Digital Cultural Heritage' that effectively conveys the intended meaning. 'डिजिटल' captures the 'digital' aspect, referring to technology and digital platforms, while 'सांस्कृतिक वारसा' refers to 'cultural heritage,' encompassing the inherited traditions, monuments, objects, and culture of a society. This term is widely understood and used in Marathi to describe the concept, aligning with current linguistic usage and keeping the essence of the original term intact. The alternative suggestion provided does not relate to the context of 'Digital Cultural Heritage'.",2025-05-31 21:15:56
ms,Digital Cultural Heritage,Warisan Budaya Digital,Malay,113.0,1740709845.0,stop,gpt-4o-2024-08-06,108.0,221.0,"The term ""Warisan Budaya Digital"" is a direct and accurate translation of ""Digital Cultural Heritage"". ""Warisan"" means ""heritage"", ""Budaya"" means ""cultural"", and ""Digital"" remains the same in Malay, as it is a borrowed term commonly used and understood in the context of technology. This translation is appropriate as it clearly conveys the concept of cultural heritage that is preserved or represented through digital means, maintaining the original meaning and context.",2025-05-31 21:15:56
ru,Digital Cultural Heritage,Цифровое культурное наследие,Russian,132.0,1740712022.0,stop,gpt-4o-2024-08-06,130.0,262.0,"Both Google Translate API and Easy Neural Machine Translation library suggest the translation ""Цифровое культурное наследие,"" which I agree with. The term accurately reflects the meaning of ""Digital Cultural Heritage."" ""Цифровое"" translates to ""Digital,"" referring to the digital nature of the medium. ""Культурное наследие"" translates to ""Cultural Heritage,"" conveying the traditional and cultural aspects preserved in digital form. This translation is precise and captures the essence of the original term in the context of preserving and studying cultural artifacts in digital formats.",2025-05-31 21:15:56
rw,Digital Cultural Heritage,Umurage Ndangamuco wa Dijitali,Kinyarwanda,127.0,1740709541.0,stop,gpt-4o-2024-08-06,133.0,260.0,"The term 'Umurage ndangamuco wa dijitali' is derived from the existing Kinyarwanda translation for 'Cultural Heritage', which is 'Umurage ndangamuco', coupled with the Kinyarwanda adaptation of the term 'digital' as 'dijitali'. This construction accurately represents 'Digital Cultural Heritage' by extending the established term with the concept of digital technology. The suggestion 'City in Georgia, United States' appears to be erroneous and unrelated to the intended meaning.",2025-05-31 21:15:56
sa,Digital Cultural Heritage,सांख्यिक विरासत,Sanskrit (Saṁskṛta),122.0,1740712027.0,stop,gpt-4o-2024-08-06,125.0,247.0,"In Sanskrit, ""सांख्यिक"" (Sāṅkhyika) is derived from ""सांख्य"" (Sāṅkhya), related to numbers or counting, often used for digital or computational concepts. ""विरासत"" (Virasat) refers to heritage or legacy. Combining these provides a term that closely aligns with the concept of digital cultural heritage, ensuring a nuanced translation that encapsulates both the digital aspect and the cultural legacy or history the term embodies.",2025-05-31 21:15:56
